sampleName,condition
2.12A.RNA,CTRL
3.17T.RNA,CTRL
4.13A.RNA,CTRL
5.18T.RNA,CTRL
6.14A.RNA,CTRL
7.19T.RNA,CTRL
8.15A.RNA,CTRL
9.16A.RNA,CTRL
10.8A.RNA,CTRL
11.10T.RNA,CTRL
12.6A.RNA,CTRL
13.11T.RNA,CTRL
14.7A.RNA,CTRL
15.13T.RNA,CTRL
16.14T.RNA,CTRL
17.9A.RNA,CTRL
18.10A.RNA,CTRL
19.11A.RNA,CTRL
20.1T.RNA,DIS
21.1A.RNA,DIS
22.2T.RNA,DIS
23.2A.RNA,DIS
24.3T.RNA,DIS
25.5T.RNA,DIS
26.3A.RNA,DIS
27.5A.RNA,DIS
28.8T.RNA,DIS
29.6T.RNA,DIS
30.9T.RNA,DIS
31.7T.RNA,DIS
