"","Gene","DIS","HC","DIS.1","HC.1","DIS.2","HC.2","DIS.3","HC.3","DIS.4","HC.4","DIS.5","HC.5","DIS.6","HC.6","DIS.7","HC.7","DIS.8","HC.8","DIS.9","HC.9"
"12678","CCDC137","5.299676","2.701703","3.682735","2.605667","3.450657","2.442802","3.756412","2.731247","4.565386","3.081351","4.074863","3.246892","3.536047","3.433214","4.403835","2.779057","3.648166","3.931529","4.075871","3.304857"
"12679","FSCN2","1.8695870","1.9323123","2.6903021","2.6056667","2.2401953","3.0360573","4.4901535","0.7525579","5.0053598","0.7525579","2.6631623","2.3884445","3.4239369","3.0736477","0.7525579","2.9429937","3.6481656","4.0177438","3.4703246","2.4311608"
"12680","RECQL5","3.396482","3.663582","3.682735","2.959766","3.311666","2.867170","3.756412","2.989709","4.489832","3.261439","2.915259","3.246892","3.018700","3.204410","2.999263","3.219979","3.648166","3.635700","3.470325","3.170624"
"12681","SMIM6","2.2971911","3.7951879","1.7744229","3.9183854","2.2401953","0.7525579","0.7525579","3.2056343","0.7525579","2.6246208","1.9069947","0.7525579","0.7525579","0.7525579","0.7525579","2.3687058","0.7525579","2.2053092","0.7525579","0.7525579"
"12682","SAP30BP","7.143043","6.708211","5.982869","5.581334","5.229631","5.173567","6.570664","5.575568","7.016959","6.424090","6.470157","5.686056","6.063726","5.894728","7.245981","6.203107","7.438736","6.133506","7.175238","5.933655"
"12683","ITGB4","6.658175","5.329635","5.129727","3.755507","4.686584","2.442802","5.965649","3.701915","6.282274","5.546825","5.540303","6.453422","6.528685","4.801790","5.464417","4.295624","5.710784","4.825173","5.226915","5.220859"
"12684","H3-3B","10.551818"," 9.698675"," 9.891401"," 9.361016"," 9.699858"," 8.613916","10.787996"," 9.435594","10.471706"," 9.687134"," 9.983574"," 8.823199"," 8.789119"," 9.140419"," 9.843824"," 8.958077","10.114726"," 9.894373"," 9.790756"," 9.618791"
"12685","UNK","5.044611","3.663582","4.660305","3.666362","4.311155","2.867170","3.586007","2.405829","5.206993","3.420380","4.259087","3.928423","3.736245","3.801066","4.333809","3.897542","4.155714","4.727007","3.973893","4.142324"
"12686","WBP2","5.996148","6.533720","5.669515","6.013646","4.686584","6.088838","6.244419","4.266608","6.259817","5.764422","6.016930","5.895299","5.666023","7.331831","5.215925","7.022003","5.068468","5.465126","5.610400","7.148735"
"12687","TRIM47","6.176451","3.795188","4.757896","2.605667","4.380999","2.156834","4.971998","2.405829","5.424775","3.810127","6.091074","5.752082","6.026672","4.024753","4.100291","3.449664","5.459872","4.384152","3.863959","4.142324"
"12688","TRIM65","4.897788","3.663582","3.341843","2.382018","4.572074","2.442802","3.586007","2.405829","4.705468","3.081351","3.972900","3.675976","4.207194","2.928622","3.713238","3.219979","4.769401","4.447323","3.744682","3.539215"
"12689","ACOX1","4.734191","4.821521","5.016167","5.318635","5.372950","5.483422","4.751259","4.983344","4.489832","5.026967","5.038281","4.592484","4.660642","4.632353","4.764239","4.899606","4.528499","4.175832","4.702198","4.563748"
"12690","SRP68","3.538171","3.915483","3.779997","4.064349","4.078303","3.932428","5.483013","3.701915","4.950192","3.562809","4.074863","3.849219","3.826508","4.801790","3.920034","4.043046","4.155714","3.839689","3.973893","4.210728"
"12691","MNT","3.0594346","2.7017030","2.6903021","2.7949227","2.7798779","2.4428016","2.0592681","0.7525579","3.3650697","2.3133702","2.9152593","2.9678552","3.1677194","3.6292778","3.3307484","3.3396486","3.5201175","4.0177438","3.4703246","3.4270295"
"12692","METTL16","3.892851","4.224839","4.185352","4.132039","3.991322","3.659896","5.038621","3.391700","4.410052","3.562809","3.743726","4.074606","4.066980","3.204410","4.534339","3.897542","3.974032","4.017744","3.470325","3.914701"
"12693","PAFAH1B1","4.482149","4.938556","4.185352","5.532492","4.630476","5.994268","4.170278","5.375593","4.139755","5.120234","4.636311","4.074606","4.272423","5.302492","4.333809","5.604193","4.316724","3.521283","3.614268","5.008161"
"12694","COIL","4.087618","4.026297","5.268393","4.674856","4.938227","4.949480","3.908286","4.803360","4.139755","3.919113","4.497156","4.971686","4.611240","4.490642","4.962274","4.606221","3.873592","3.521283","3.127219","3.642979"
"12695","SCPEP1","6.336683","6.834035","6.429064","6.133047","6.879732","5.893051","5.102288","7.907146","6.737130","6.874951","5.642524","6.979338","6.783063","5.274030","6.089273","6.362414","5.710784","5.790068","6.207929","6.303490"
"12696","AKAP1","3.538171","4.694066","4.442524","5.375154","4.237703","5.305624","4.971998","4.266608","5.842758","5.207812","4.074863","4.385151","3.991292","5.757688","4.013038","4.558927","4.067789","5.403047","4.880689","4.888690"
"12697","MSI2","4.549449","3.518223","5.364263","4.719307","4.511182","4.160643","4.391307","3.834426","4.705468","4.203129","4.636311","4.492581","3.911311","4.333282","5.007785","3.818730","4.823782","4.871842","4.569496","4.338378"
"12698","CUEDC1","6.298264","6.129585","4.382457","4.922951","4.740575","3.443213","4.045346","4.066973","5.541189","6.249681","5.575190","4.142392","4.506997","5.090292","7.031995","5.009018","5.621739","5.883903","6.375640","5.517523"
"12699","VEZF1","2.297191","2.701703","3.341843","3.468840","3.898622","2.442802","2.546511","2.731247","3.180197","2.873025","2.663162","2.388444","2.657580","2.357313","2.796179","2.368706","1.860684","2.735220","1.907463","2.431161"
"12700","DYNLL2","4.411515","6.201420","5.016167","5.761642","4.792603","5.994268","4.751259","5.091897","5.716452","5.512870","5.135093","4.856092","4.708393","6.327067","5.618832","6.389578","5.022757","5.609528","5.392764","5.669994"
"12701","SNX11","4.087618","4.129045","3.206371","3.839308","4.572074","3.756755","4.285085","3.955492","3.925866","4.365089","4.074863","3.849219","3.826508","3.954067","3.920034","4.043046","3.648166","4.098995","3.973893","4.455512"
"12702","RAPGEFL1","4.087618","4.129045","4.319743","6.149324","3.799378","6.385595","4.669411","2.731247","4.705468","4.286415","3.743726","2.967855","3.018700","7.148343","5.136252","6.856683","3.873592","5.663461","6.116138","6.730552"
"12703","NDEL1","3.059435","2.957428","2.690302","3.358352","2.981825","3.847338","3.756412","1.951796","4.139755","1.881788","3.126386","3.114642","3.301852","4.092068","2.554647","3.972171","3.648166","2.934009","2.663877","4.070449"
"12704","ZNF652","3.666683","6.247394","4.113060","4.960424","3.799378","4.474527","3.586007","5.332031","3.365070","5.329915","4.169966","4.207082","4.207194","4.387690","4.100291","4.295624","3.520118","4.384152","4.170987","4.888690"
"12705","WDR81","4.482149","4.026297","4.185352","3.238138","3.799378","2.867170","3.391679","2.731247","4.565386","3.562809","4.169966","3.849219","3.736245","3.629278","4.333809","3.735222","3.974032","4.917040","4.637386","4.338378"
"12706","CALCOCO2","0.7525579","1.9323123","1.7744229","0.7525579","1.8267192","1.7643355","2.0592681","1.9517962","1.9373531","1.8817882","0.7525579","1.7296725","1.7554762","1.7099105","0.7525579","2.0934393","1.8606836","1.8005672","0.7525579","1.7568953"
"12707","JMJD6","2.852491","3.355746","3.055759","3.358352","3.450657","2.442802","5.332004","2.731247","5.648886","2.624621","2.915259","2.612783","3.167719","3.323608","3.175195","3.219979","3.520118","3.931529","3.127219","3.642979"
"12708","PHOSPHO1","0.7525579","3.1712939","0.7525579","0.7525579","1.8267192","1.7643355","0.7525579","0.7525579","0.7525579","0.7525579","0.7525579","2.1103054","1.7554762","1.7099105","2.2529610","2.0934393","0.7525579","2.2053092","1.9074628","0.7525579"
"12709","GOSR1","4.549449","4.026297","3.578171","3.839308","3.898622","3.756755","4.669411","4.170302","3.180197","4.286415","3.972900","3.675976","3.736245","3.717812","4.100291","3.897542","4.067789","4.675279","4.075871","4.210728"
"12710","TOM1L2","3.666683","4.129045","3.055759","4.258428","3.450657","3.847338","3.586007","2.405829","3.527887","4.286415","3.126386","2.388444","2.657580","4.719578","3.330748","3.972171","3.043394","3.839689","3.614268","4.455512"
"12711","HEXD","4.087618","3.795188","4.113060","3.238138","3.898622","3.036057","3.756412","1.951796","5.206993","3.420380","3.613334","3.580556","3.301852","4.217794","3.820445","3.897542","4.390869","5.270219","4.880689","4.398149"
"12712","IFT20","6.702973","5.704278","5.834698","5.507436","5.733087","4.634260","6.352884","5.332031","5.842758","6.310193","5.609250","4.815393","4.708393","5.757688","6.507955","5.265581","6.313456","6.987345","6.709763","5.913436"
"12713","MKS1","3.059435","2.701703","3.779997","3.106192","3.311666","2.442802","4.285085","2.731247","3.673527","2.624621","2.663162","2.967855","2.850722","2.357313","2.999263","2.779057","3.043394","3.635700","2.663877","2.146860"
"12714","RPS7P1","3.6666826","0.7525579","0.7525579","0.7525579","0.7525579","0.7525579","2.5465114","0.7525579","0.7525579","0.7525579","1.9069947","0.7525579","0.7525579","0.7525579","0.7525579","0.7525579","0.7525579","0.7525579","0.7525579","0.7525579"
"12715","UNC119","4.175780","2.380161","3.206371","2.605667","3.450657","2.672898","3.391679","2.405829","2.386807","2.624621","3.126386","2.967855","2.850722","3.801066","3.713238","3.339649","3.221581","3.635700","3.973893","3.829851"
"12716","PIGS","4.897788","4.759212","5.055027","4.064349","4.630476","4.012667","3.756412","3.955492","3.527887","4.510489","4.934462","4.543406","4.334788","4.490642","5.094694","4.821732","4.876174","4.565845","5.136212","4.275986"
"12717","ALDOC"," 9.103356"," 9.202726"," 8.492804"," 9.770269"," 6.528721"," 9.700439"," 7.959502"," 6.075310"," 6.259817"," 8.857409"," 9.021893"," 6.772374"," 5.372917","10.556723"," 6.905801"," 9.918659"," 9.300791"," 9.019221"," 9.749369","10.167449"
"12718","KIAA0100","4.675224","4.694066","4.555563","4.960424","5.229631","4.908477","5.704052","4.597458","4.892817","5.249676","4.934462","4.207082","4.334788","4.387690","5.215925","4.696357","5.112769","5.161866","5.431401","4.398149"
"12719","SDF2","6.842980","6.079626","6.041985","5.782672","6.084712","5.616451","6.157353","6.225548","5.577991","6.290303","6.354530","5.663357","5.988640","6.002630","6.975999","5.915986","6.897338","6.055013","6.645569","5.913436"
"12720","SUPT6H","5.817448","5.286189","5.016167","4.996943","5.338438","4.683768","6.064687","4.266608","5.206993","5.164690","4.987310","4.639931","4.799367","5.411019","5.758273","5.143021","5.899356","5.524637","5.505694","5.693906"
"12721","RAB34","5.644372","3.795188","4.660305","2.794923","5.152228","3.443213","3.586007","3.955492","5.424775","4.020262","5.609250","4.439878","5.149542","2.765466","3.820445","4.043046","7.421270","4.318047","5.088618","4.210728"
"12722","RPL23A","7.488316","5.860422","6.273358","5.032555","6.063760","5.690740","7.092560","6.404229","5.613875","5.764422","6.042071","5.386724","5.666023","5.778082","7.398603","5.819367","7.203547","6.955303","7.263419","6.364321"
"12723","TLCD1","4.7908252","2.3801610","3.7799973","2.9597660","2.2401953","2.1568344","0.7525579","2.4058289","1.9373531","3.6919449","3.8629823","2.1103054","1.7554762","3.8796478","2.5546474","3.3396486","3.0433937","2.2053092","2.6638765","3.1706237"
"12724","NEK8","1.869587","1.932312","2.690302","1.725587","2.240195","1.764335","2.546511","1.951796","1.937353","1.881788","1.906995","2.802577","2.428939","2.083712","1.836305","1.717135","1.860684","2.205309","1.907463","2.146860"
"12725","NSF","5.996148","5.601758","5.834698","7.584796","6.297069","9.190495","5.384122","6.689208","5.341578","5.675162","6.016930","5.112610","5.312557","8.234394","6.024467","8.449606","5.899356","5.689689","6.092246","8.420017"
"12726","KCNJ2","2.297191","5.412776","2.690302","5.429535","3.156853","3.555790","2.892395","5.192816","3.180197","4.439643","3.126386","3.478080","2.657580","3.204410","2.554647","3.897542","2.837470","2.499280","2.663877","3.642979"
"12727","EXOC7","5.412023","4.881233","5.333011","4.844932","5.266823","4.582975","6.032425","3.834426","6.326165","5.074358","5.135093","5.043877","5.183658","5.185097","5.464417","5.627216","5.559160","5.553494","5.676198","5.346959"
"12728","FOXJ1","3.9935932","2.3801610","3.2063711","2.1048121","4.1602429","0.7525579","2.5465114","1.9517962","2.3868065","0.7525579","2.3467337","6.0950203","5.4021717","1.7099105","2.9992626","1.7171348","3.3789754","3.1065165","2.6638765","2.1468598"
"12729","SKA2","5.971937","4.625812","5.718675","4.996943","5.372950","5.138565","4.971998","6.152386","4.637142","4.642434","5.135093","5.493572","5.114595","4.586661","5.618832","4.651999","4.876174","5.465126","5.610400","4.275986"
"12730","PRR11","3.993593","2.380161","3.870939","2.382018","4.740575","2.672898","2.059268","2.989709","1.937353","2.624621","2.915259","2.967855","3.826508","2.083712","4.100291","1.717135","2.592221","2.934009","2.916041","1.756895"
"12731","RTN4RL1","0.7525579","0.7525579","0.7525579","2.1048121","0.7525579","3.1858263","0.7525579","0.7525579","0.7525579","0.7525579","0.7525579","0.7525579","0.7525579","3.7178125","0.7525579","3.8975421","1.8606836","0.7525579","1.9074628","4.2759861"
"12732","DPH1","3.892851","3.518223","4.036877","3.755507","2.981825","3.320589","3.586007","2.405829","5.577991","3.081351","3.469418","3.580556","3.301852","4.801790","4.260156","4.295624","4.528499","4.565845","4.702198","4.664355"
"12733","SMG6","3.059435","4.314575","4.113060","4.064349","3.450657","4.088589","5.483013","3.391700","4.489832","4.020262","4.422136","3.675976","3.911311","3.801066","5.860852","4.236570","5.526819","3.635700","4.764200","3.829851"
"12734","MCUR1P1","0.7525579","2.3801610","2.6903021","2.9597660","3.5768811","1.7643355","2.5465114","2.7312468","1.9373531","0.7525579","1.9069947","2.3884445","2.1449566","2.7654660","4.2601564","2.3687058","3.2215814","0.7525579","2.3473526","0.7525579"
"12735","SRR","4.482149","3.915483","4.849256","4.719307","4.511182","4.683768","4.490154","4.669436","2.965794","4.510489","4.497156","4.815393","4.560070","3.717812","3.713238","4.459364","3.648166","3.521283","3.309557","3.739536"
"12736","TSR1","5.549348","3.795188","4.382457","3.839308","5.564256","3.555790","6.739990","3.391700","5.958874","4.577985","4.879591","3.675976","4.138821","4.156325","4.333809","4.043046","5.112769","4.727007","3.973893","3.994723"
"12737","SNORD91A","0.7525579","3.3557457","4.1853519","4.7624183","5.0276914","4.4170455","6.4779079","3.2056343","4.7054685","0.7525579","3.9728996","3.3673662","4.7083934","5.3304015","0.7525579","3.2199794","2.8374695","4.4473235","3.9738927","4.1423243"
"12738","CYB561","3.396482","1.932312","3.055759","3.666362","3.799378","3.932428","2.892395","2.731247","3.365070","2.873025","3.469418","3.367366","3.991292","4.539458","2.796179","4.174953","3.043394","3.259265","3.127219","3.994723"
"12739","ACE","2.8524908","0.7525579","2.8858485","2.1048121","2.5398295","1.7643355","0.7525579","0.7525579","0.7525579","2.6246208","2.3467337","2.6127831","3.0187002","2.3573135","2.5546474","2.0934393","2.2853728","2.2053092","3.3095575","1.7568953"
"12740","MAP3K3","3.993593","4.694066","3.341843","3.839308","4.511182","3.555790","2.892395","3.205634","4.036856","4.439643","3.862982","3.246892","3.639745","4.092068","5.528185","4.352322","4.461344","4.175832","4.935565","3.994723"
"12741","LIMD2","4.6752236","3.6635817","3.3418429","3.1061922","4.4475762","3.0360573","0.7525579","2.9897092","2.3868065","3.2614393","3.4694180","3.7652778","3.3018516","3.6292778","5.2914114","3.8975421","3.2215814","4.7270074","4.5694961","3.9147005"
"12742","KPNB1","6.547895","5.371806","5.301065","5.134379","6.588602","5.102688","6.352884","5.458947","6.066325","5.512870","5.827468","5.441140","5.402172","5.436918","6.409905","5.265581","5.973180","6.516926","5.992511","5.807850"
"12743","OSBPL7","2.2971911","2.3801610","2.4585607","2.1048121","2.2401953","1.7643355","2.0592681","0.7525579","2.7093562","2.3133702","1.9069947","2.1103054","1.7554762","2.9286217","2.7961790","2.5909209","2.5922210","2.9340089","2.6638765","2.4311608"
"12744","MRPL10","5.090393","5.046756","5.092863","4.762418","5.303076","4.634260","5.662477","3.955492","5.206993","4.577985","4.879591","4.895668","4.842774","5.057247","5.215925","5.351094","5.315836","5.235002","5.392764","4.338378"
"12745","LRRC46","2.8524908","1.9323123","4.0368767","1.7255874","2.7798779","0.7525579","2.5465114","1.9517962","1.9373531","1.8817882","2.3467337","3.2468917","2.8507220","0.7525579","2.5546474","2.0934393","2.8374695","3.3965276","3.1272190","0.7525579"
"12746","SCRN2","4.175780","3.795188","3.682735","3.238138","4.237703","2.442802","3.165127","1.951796","3.527887","3.420380","4.259087","3.246892","3.167719","3.801066","4.182476","3.449664","4.712872","4.675279","4.343989","3.829851"
"12747","KPNA2","7.409433","4.759212","6.002845","4.960424","7.380809","5.397269","5.102288","5.815747","4.770680","5.901897","6.228814","5.708403","6.375061","4.801790","8.349402","5.077583","5.948990","5.906437","6.092246","5.406090"
