"","SRR11862834","SRR11862836","SRR11862838","SRR11862840","SRR11862842","SRR11862846","SRR11862848","SRR11862850","SRR11862852","SRR11862856"
"RBM4B","21","17","23","19","15","20","17","32","25","26"
"C1QBPP2","0","0","2","1","0","1","0","4","0","0"
"ARHGAP32"," 6"," 7"," 7","23","16","13"," 8","13"," 9"," 5"
"ANO5","4","0","0","0","0","2","0","0","0","4"
"OR10A2","0","0","0","0","0","0","0","0","0","0"
"KCNJ11","0","0","0","1","1","1","0","0","0","1"
"AIP","29","19","43","14","23","28","19","41","33","46"
"NADSYN1"," 3"," 8"," 7"," 5","13"," 3"," 6"," 6","10"," 6"
"KRTAP5-7"," 4","11"," 2"," 0"," 7"," 1"," 7"," 2","10"," 3"
"KRTAP5-8","0","3","0","0","4","0","4","1","9","5"
"KRTAP5-9","2","4","1","2","5","0","8","1","5","0"
"KRTAP5-10","0","0","1","1","0","0","3","0","0","1"
"LRRC56","2","1","1","0","3","1","1","1","4","2"
"THAP12","8","7","4","1","3","5","4","3","3","3"
"OR52I2","1","2","0","0","1","0","1","0","0","0"
"TSG101","119"," 95","107"," 93"," 77","109","105"," 83","113","138"
"UEVLD","2","7","9","2","4","7","8","2","1","1"
"SPTY2D1","13","10","18","18","34","10","12"," 6","14"," 7"
"SRSF3P1","0","0","3","0","0","1","1","0","0","1"
"CDKN1C","14"," 4"," 5"," 1"," 3"," 8"," 2"," 7"," 4","20"
"ALKBH3","37","28","23","74","54","29","30","26","40","37"
"SEC14L1P1"," 2","11","10"," 9"," 2"," 3","14"," 6"," 4"," 3"
"ACCS","1","4","9","2","8","2","6","1","8","3"
"FAM111A"," 7","43","40"," 6"," 7"," 6","27","12"," 6"," 4"
"SPTBN2"," 5"," 3"," 7"," 2"," 3"," 4"," 4","15"," 4","33"
"RPL27A","421","232","865","912","210","440","502","318","393","550"
"SNORA3B","0","0","0","4","7","0","0","0","0","0"
"DCUN1D5","5","8","7","3","5","7","7","6","6","4"
"DYNC2H1"," 2","10"," 5"," 8"," 8"," 6"," 4"," 4"," 5"," 2"
"PTDSS2","19","18"," 9"," 6","11","15","13","12","15","11"
"APIP","17","19","31","13","20","31","21","20","30","34"
"PDHX","18","25","21","32","32","21","29","18","19","18"
"SYT13","0","0","0","0","0","0","0","0","0","6"
"PIDD1","13","21","13","11","20"," 6"," 9","18","30","32"
"OPCML","4","0","2","0","0","3","3","2","1","8"
"TRIM66","2","4","1","4","4","1","3","3","4","2"
"BACE1","3","1","1","1","0","3","2","2","1","4"
"RSF1","17"," 8","14","14","11","10"," 7","11","10","11"
"MS4A6A"," 54"," 17","473","  4"," 15"," 32"," 59"," 23","  7"," 27"
"ADAMTS15","49"," 2"," 9"," 3"," 2","14","18","24","33"," 5"
"TMEM80"," 3","10"," 3"," 3"," 3"," 4"," 5"," 1"," 3"," 3"
"OR10A5","0","0","1","0","0","0","2","2","0","1"
"OR2D3","0","1","0","0","0","0","1","0","0","1"
"OR52W1","0","1","4","5","3","2","2","5","5","9"
"OR52N4","0","1","0","0","0","0","1","0","0","0"
"CHEK1","2","0","2","1","2","1","4","3","1","1"
"OR2D2","0","1","0","0","2","0","2","0","1","0"
"OR52B2","0","1","1","2","3","0","4","2","1","2"
"OR6T1","0","0","0","0","0","0","0","0","0","1"
"OR6X1","5","1","2","2","0","1","2","0","1","5"
"IRAG1","1","2","0","1","1","6","4","4","4","5"
"OR5B21","0","4","2","1","0","0","0","0","0","0"
"OR51I1"," 3"," 7"," 8"," 2","17"," 2","14"," 0"," 5"," 2"
"OR51B2","0","4","2","0","5","0","1","0","1","0"
"OR52H1"," 2","11"," 2"," 0","17"," 0"," 9"," 4"," 9"," 6"
"RIC8A","32","15","33","13","17","22","24","11","26","17"
"DPAGT1"," 3"," 7","16"," 3"," 9"," 6","12","10"," 5"," 3"
"CYCSP29","0","0","0","0","2","0","2","0","2","2"
"CHRM4","0","1","1","0","0","1","1","2","2","2"
"ARHGAP20","10"," 5","11"," 2"," 4"," 7"," 3"," 2"," 8"," 2"
"NTM","49","11"," 5","12"," 3","28"," 5"," 6","24","15"
"NFRKB"," 4","15"," 9","10"," 8"," 6","13","16","14"," 6"
"AMBRA1"," 8"," 8"," 9"," 9"," 9"," 7","10","10"," 9"," 6"
"DKK3","26","12","11","13"," 4","35","22","31","43","58"
"XRRA1","5","9","3","6","6","3","8","6","8","4"
"GRM5","0","0","0","0","0","0","0","0","0","1"
"ATG13","0","0","0","0","0","0","0","0","0","0"
"MICAL2","1","1","3","1","3","1","4","1","2","2"
"MS4A6E"," 0"," 0","27"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"SOX6"," 9"," 6"," 2"," 2"," 1"," 4"," 2","10"," 4","12"
"SLCO2B1"," 53"," 27","171","  3"," 29"," 42"," 51"," 45"," 12"," 41"
"ARRB1","3","1","5","0","1","2","1","2","1","8"
"KLHL35","2","0","1","0","0","1","3","1","1","5"
"CDON","1","1","1","1","1","0","2","0","3","1"
"RPS13"," 582"," 796","1392","1002"," 583"," 811","1002"," 767"," 579"," 846"
"SNORD14A","0","0","0","0","0","0","0","0","3","0"
"PIK3C2A","1","5","4","1","1","4","5","2","2","1"
"DNAJC4"," 6","14","24"," 9","13"," 9","14","13","17","27"
"MED19","198","158"," 70"," 78"," 69"," 97","125","300","180","199"
"TMEM25","8","5","2","1","3","5","4","6","5","3"
"IFT46","24","49","36","45","40","26","56","41","33","15"
"CD3E","5","1","1","0","2","2","4","5","4","2"
"PHF21A","6","5","6","5","8","4","6","3","4","4"
"OR52I1","0","0","1","0","1","1","3","0","0","1"
"OR51S1","0","0","0","0","0","0","0","0","0","0"
"NRXN2","17"," 6"," 2"," 1"," 7"," 5"," 4","31"," 6","21"
"MEN1","78","36","28","10","18","38","51","97","54","61"
"GLYATL2"," 0"," 0"," 2"," 0"," 0"," 1","28","23"," 0"," 0"
"ZNRD2","15","15","15"," 7","10","11","10","17","16","14"
"EHBP1L1","46","12","40","10","23","11","30","31","46","55"
"KCNK7","2","1","1","0","1","2","0","2","3","4"
"MAP3K11","32"," 6","16"," 2"," 6","13"," 9","24"," 9","27"
"PCNX3","24","17","13"," 2"," 5","16","26","42","21","23"
"SIPA1","23"," 7","21"," 1"," 3"," 8","14","17"," 8","17"
"LTBP3","120","133"," 73"," 94","174"," 93","200","150","200","128"
"FADD","43","22","22"," 6","35","38","32","34","35","25"
"ANO1","0","2","0","0","1","1","1","1","1","1"
"SPCS2","0","0","0","1","1","2","1","1","1","1"
"PCSK7","0","2","2","0","1","0","2","1","1","0"
"DDX6","61","25","94","29","37","36","43","31","31","32"
"ARCN1","297","145","274","220","153","232","199","532","340","210"
"HIKESHI","21","31","24","18","10","21","27","43","18","12"
"VWCE","0","8","5","1","1","1","1","9","2","2"
"NUMA1","33","37","35","80","57","33","42","78","53","52"
"BIRC2"," 64"," 56"," 93"," 51"," 57"," 69","107"," 50"," 73"," 33"
"GRAMD1B","2","5","2","7","5","2","3","1","2","6"
"EPS8L2"," 4"," 2"," 2"," 4","12"," 5","15"," 1","12"," 1"
"OTUB1","58","68","93","50","67","60","58","98","56","48"
"PSMD13","35","25","54","20","43","22","22","19","43","31"
"PAMR1"," 2"," 8"," 6","10"," 5","14","25"," 2","14","11"
"CHRDL2"," 1"," 3"," 0"," 3","11"," 1"," 1"," 1"," 7"," 0"
"TRIM3","0","0","1","0","1","1","1","0","1","1"
"MDK","924","240","506","141","286","334","305","444","397","189"
"TNNI2"," 7"," 1"," 3"," 3"," 3"," 4"," 4","11"," 1"," 8"
"SCYL1","20","18","14"," 7","19","16","19","26","20","18"
"MSANTD4","27","18","13","20","56","22","10","20","31","17"
"PHLDB1"," 5"," 1"," 2"," 1"," 1"," 5"," 2"," 9"," 7","12"
"FOLR2"," 14","  0","170","  0","  4"," 13"," 13","  6","  2"," 11"
"INPPL1","41","45","48","30","27","42","56","74","78","58"
"CD44","1","0","1","2","1","1","2","1","2","0"
"MYO7A"," 2"," 2","17"," 0"," 5"," 3"," 6"," 5"," 3"," 5"
"HPX","1","4","2","0","2","1","3","0","2","2"
"NAT10"," 2"," 4"," 5"," 5"," 4"," 2"," 3","14","18","11"
"CNTN5","0","0","0","0","0","0","0","0","0","0"
"NAV2","4","7","2","1","2","2","1","2","3","1"
"NUCB2"," 6","13","14","12"," 5"," 7","11"," 3"," 4"," 3"
"PANX1","11"," 9","15","11"," 3","10","14"," 7"," 8"," 5"
"ARPC3P3","171"," 72","323","100"," 38","133","109","168"," 71"," 93"
"GPR83","0","0","0","0","0","0","0","0","0","0"
"DPP3","25","16","17"," 8","11","19","21","50","28","32"
"FBXO3","11","17","10"," 5"," 7","12","12"," 5"," 7"," 9"
"AMPD3"," 8"," 4","47"," 8","40","15","17"," 9","10","22"
"GAS2","12"," 0"," 2"," 1"," 0"," 2"," 2"," 0"," 2"," 4"
"H2AX","173","136","125","  2"," 37","130"," 95","369"," 75"," 77"
"APLNR","13"," 9","12","16"," 6","74","49","11","53","11"
"HTR3B","0","0","0","0","0","0","0","0","0","0"
"IFITM2","  5","125","253","229"," 49","  8","119"," 53"," 47"," 60"
"ANAPC15"," 7"," 2","11"," 3"," 2"," 4"," 2"," 4"," 2"," 5"
"LRRC51","0","1","0","0","1","1","1","0","0","0"
"HPS5","33","13","33","15","14","21","19","17","16","15"
"GTF2H1"," 0"," 6","12"," 7"," 6"," 4"," 9"," 3"," 3"," 2"
"LDHA","126"," 79","718","480","249","240","314"," 28","238"," 31"
"SAA1","  0","  6","  8"," 10","519"," 38"," 25","  1","516","  1"
"LAYN"," 8"," 9","99","14"," 9","12","23","12","13","20"
"SIK2"," 8","17","15","15","16","21","26","16","17"," 9"
"BTG4","1","0","1","0","1","0","0","0","0","0"
"TMEM86A"," 7"," 8","20"," 0"," 2"," 6","11","10"," 3","11"
"PTPN5","0","1","0","0","0","0","0","1","0","7"
"JAM3"," 74"," 38"," 42"," 36"," 27"," 52"," 39","121"," 49"," 46"
"PTP4A2P2"," 0"," 7"," 3"," 4"," 4"," 3"," 6","15"," 3"," 3"
"VPS26B","51","41","23","20","10","30","33","19","17","16"
"THYN1","48","92","48","36","61","59","43","92","94","66"
"ACAD8","20","24","24","24","11","21","16","32","20","13"
"ATM","1","3","3","2","2","1","2","1","2","1"
"GLB1L3","0","0","0","0","1","0","0","0","1","1"
"DEAF1","22","10"," 5"," 6","12","11","25","17","19","46"
"SHANK2","0","0","0","0","0","0","0","0","0","1"
"AP2A2","39","25","24","41","25","28","19","19","31","35"
"DHCR7","10","61","11","11"," 4"," 9","10"," 4","23","18"
"FOXRED1","21"," 7"," 9"," 4"," 9"," 6","11","17","15","11"
"TSPAN4","5","4","9","2","5","5","8","5","6","7"
"TMEM216","11","18","18","16"," 7","13","19"," 0"," 5"," 3"
"DENND2B"," 8"," 7"," 2"," 8","10"," 6"," 7"," 3"," 9"," 8"
"SBF2"," 5","19","17","16","15","11","12"," 5"," 7"," 5"
"VPS11","11","19","21","21","19","16","24","15","14"," 7"
"COLCA1","1","1","1","0","0","0","1","1","0","0"
"DDX10"," 8","11","13"," 7"," 9"," 5","12"," 8"," 4"," 3"
"RNF26","35","28","33"," 7","26","30","32","39","20","16"
"THY1","221","107","163"," 22"," 30"," 64"," 99","177","112","110"
"CCDC153","0","2","1","1","0","1","3","1","2","2"
"IFITM9P","0","0","0","0","0","1","0","0","1","1"
"CCND1","107"," 26","119","  2"," 17"," 22"," 24","106"," 79"," 68"
"LTO1"," 4"," 5"," 5"," 4"," 7"," 3"," 4"," 8"," 7","12"
"BCL9L","4","4","2","0","2","2","6","2","5","3"
"UPK2","5","1","0","2","2","0","2","0","0","0"
"HMBS"," 9"," 7","11"," 2"," 9","12"," 6","11","14"," 9"
"CELF1"," 7","13"," 8","15","13"," 9","15","14","10","10"
"TMEM138","3","7","7","5","6","2","5","3","3","4"
"LMO1","248","  5","  6"," 27","  7","  7","  2"," 52","148","184"
"STK33"," 8","16","14","10","23","14","12","10","12","14"
"ANKRD42"," 4"," 8"," 9"," 3","17"," 6"," 8"," 3"," 7"," 5"
"PCF11","11","22","14"," 5","10","12","14","14","14"," 7"
"LBHD1"," 6"," 6","13"," 0"," 4"," 2","10"," 4"," 2"," 7"
"CARD16"," 25"," 29","152","181"," 60"," 19"," 47"," 13"," 15"," 10"
"CWF19L2","34","30","24","39","42","39","26","47","63","23"
"PAX6","2","4","1","2","3","2","3","0","3","1"
"LINC02731","1","0","0","0","1","0","0","3","0","1"
"SYTL2","2","2","2","2","2","5","3","1","2","4"
"NUP160"," 7"," 4","11"," 6","11"," 5"," 5"," 5"," 7"," 5"
"HYOU1","65","30","65","31","74","50","47","85","71","30"
"KCTD21","17","13","11"," 3"," 3","16","12"," 1"," 1"," 2"
"USP35","13","17"," 8"," 6"," 9"," 6","11","30","14","17"
"GAB2","10","16"," 7","59","24","12","23","12"," 9"," 9"
"ATP5MG","2","1","3","1","1","1","2","1","1","1"
"EMSY"," 3"," 9"," 4"," 4"," 5"," 6","13","14","15","10"
"C11orf21","1","1","1","0","1","0","2","1","0","1"
"RPL26P30","129","152","184","254"," 88","118","208","125","177","172"
"CD3D","3","0","5","0","3","1","3","2","1","2"
"CD3G","1","1","1","0","3","1","2","1","1","0"
"CASP1"," 4"," 8","51","55"," 9"," 8","10"," 5"," 5"," 1"
"CLPB","0","0","1","0","1","0","0","1","1","1"
"SAC3D1"," 3"," 2"," 5"," 0"," 2"," 3"," 2","11"," 3"," 6"
"NAALADL1","1","0","2","0","2","1","2","1","3","2"
"CDCA5","23","14","22"," 1"," 1"," 7","17","47"," 8","13"
"VPS51","61","39","19","17","39","50","21","41","38","74"
"TM7SF2","15","12"," 5"," 3","12","17"," 3"," 8"," 5","22"
"ZNHIT2","47","43","20"," 7","16","27","25","30","22","47"
"FAU"," 662"," 408"," 679"," 708","1161"," 544"," 414"," 642"," 530"," 669"
"SYVN1","12"," 8"," 6"," 2","21","11","10","18","21","19"
"CAPN1","12","10","19"," 6"," 9","11","13","13","19","24"
"TSSC4","46","31","18","11","25","34","24","28","24","37"
"FXYD6","124"," 20","  5"," 19","  3"," 44"," 22"," 71"," 35"," 35"
"IL10RA"," 6"," 4","48"," 0"," 4"," 5"," 8"," 3"," 2"," 5"
"SMPD1","39","29","34"," 4","12","38","44","21","34","24"
"APBB1","104"," 49"," 20"," 22"," 22"," 79"," 48"," 49"," 43","161"
"TMEM9B-AS1","0","3","1","0","1","0","2","0","1","1"
"NRIP3","0","0","2","1","1","1","3","1","1","1"
"C11orf58","127"," 95","166","103"," 76"," 85","106"," 74"," 95","109"
"C11orf97","0","0","2","1","0","0","0","0","0","0"
"PIWIL4","1","1","0","0","1","1","1","0","0","0"
"FUT4"," 2","11"," 8"," 1"," 7"," 5","10"," 3"," 3"," 3"
"INTS4"," 7"," 6"," 7"," 7"," 8"," 6"," 6","11"," 8"," 9"
"ZW10","11","21","24","18","20","14","21","16","10"," 4"
"ATF4P4","7","1","1","9","3","1","1","9","3","4"
"NECTIN1","4","2","3","0","1","3","6","3","1","9"
"FLI1"," 3"," 3","24"," 1"," 2"," 3"," 6"," 4"," 2"," 3"
"USP28","17","11","18","26","19","16","14","40","16","13"
"CWC15"," 79"," 65"," 98"," 96"," 89"," 69"," 86","105"," 88"," 73"
"KDM4D","1","4","1","0","2","1","6","3","1","3"
"SRSF8","59","57","46","35","49","55","41","85","43","57"
"ENDOD1"," 7"," 7"," 6"," 1"," 5","17"," 5"," 7","13","15"
"SESN3","13","62","33","10","11","32","78"," 9","14","21"
"TRAF6","1","2","2","1","2","3","1","1","1","1"
"SLC22A10","0","0","0","0","0","0","0","0","0","0"
"CHST1"," 8"," 2"," 2"," 0"," 0"," 3","10"," 5"," 5","16"
"LINC02716"," 0"," 2"," 0"," 0"," 0"," 3"," 1"," 0"," 0","12"
"SLC35C1","12","11"," 7"," 2"," 9","14"," 8","12","10"," 6"
"C11orf80","1","5","3","5","7","4","6","9","7","6"
"RCE1","13","15","17"," 7","15"," 9","14","19","16","15"
"LRFN4","17","10"," 4"," 1"," 6","12","13","10"," 9","13"
"DPF2","46","64","29","39","33","40","48","47","44","42"
"SLC25A45","4","2","2","0","4","2","2","4","2","4"
"FRMD8","41","17","19"," 6","21","17","26","35","32","37"
"RELA","44","26","38","27","87","38","37","41","37","21"
"RNH1","70","48","55","16","51","61","44","37","73","96"
"FAM86C2P","1","2","0","3","3","1","1","4","4","2"
"ALDH3B1","5","1","8","1","3","2","3","5","2","2"
"NDUFS8","85","44","23","17","37","32","43","84","42","74"
"CHKA","17","12","12","10","17","13","11","25","16","23"
"C11orf24","31","27","32","18","20","18","39","61","24","18"
"LRP5","12","14"," 5"," 1"," 3"," 9"," 7","25"," 9"," 8"
"APLP2"," 44"," 40","209"," 83"," 50"," 49"," 72"," 88"," 62"," 28"
"ZBTB44"," 7"," 5"," 6"," 7","17"," 5"," 8"," 4"," 3"," 5"
"ADAMTS8"," 6"," 0"," 1"," 0"," 0"," 5"," 1"," 1"," 1","10"
"MRE11"," 6"," 8","16"," 6","12"," 8","11","15"," 7"," 5"
"ANKRD49"," 9"," 5","17"," 2"," 5"," 5"," 6"," 9"," 6"," 4"
"IRF7","72","45","35"," 4"," 9","23","42","33","56","30"
"ALKBH8"," 7"," 9","12"," 3"," 7","13","11","21","19"," 5"
"CCDC90B"," 7"," 4","14","11"," 4","13"," 7","10"," 9"," 8"
"PLEKHA7"," 3"," 2"," 3"," 1"," 6"," 3","13"," 1"," 2"," 3"
"PTPRJ","27"," 7","39"," 2"," 9"," 8","16"," 9","19","11"
"FERMT3"," 2"," 1","10"," 0"," 1"," 2"," 6"," 5"," 2"," 2"
"STIM1"," 6"," 5"," 5"," 5"," 4"," 5","11"," 5"," 6"," 6"
"TRIM22","17","35","67","42","19","15","18","18","46","23"
"AAMDC","26","31","34","25","19","35","46","37","15","25"
"CD81","298","210","162"," 39"," 96","146","288"," 89"," 88","152"
"RIC3"," 6","11"," 4"," 9","23"," 7"," 2"," 6","15","13"
"UNC93B1","19","22","53"," 2","14","32","47","22","17","11"
"IL18BP","1","1","1","0","0","1","1","3","1","1"
"HRAS","28","14","19"," 8"," 9","19","10","15","16","21"
"ME3"," 5"," 4"," 6","12"," 8"," 2"," 6"," 6"," 7"," 4"
"NEAT1","  9"," 85","136"," 69","309"," 37","136","102","485","146"
"PACSIN3","28","14","26"," 8","31","26","14","22","56","22"
"DDB2"," 8","12","32","15"," 9"," 8"," 9"," 7","11"," 5"
"ACP2","35","22","40"," 5","18","25","35","23","17","15"
"NR1H3","7","5","7","3","4","6","5","9","7","5"
"ARFGAP2","15"," 9"," 9"," 7","14"," 7"," 9"," 9","15","15"
"CBL"," 5","14","14"," 4"," 6"," 6","15","10"," 6"," 3"
"SLC3A2","101","111"," 43","153","104"," 97","116","122","140"," 76"
"KMT5B","16","13","23","12","10","14","13","14","11","14"
"C11orf96","108"," 50"," 10"," 33","140"," 91","109","126","118"," 78"
"NUP98","17"," 9","17"," 7","11"," 6"," 9"," 6"," 8"," 8"
"ZNRD2-DT"," 1","12"," 6"," 3"," 9"," 1","11"," 2"," 2","12"
"FAM86C1P","5","4","3","1","1","2","3","3","1","1"
"RPLP0P2","5","1","6","3","3","3","1","4","3","5"
"H19","377","  1"," 11","  1","  4","  6","  1","  1"," 12","  2"
"MIR210HG","1","1","6","2","4","3","1","1","3","1"
"DPP3-DT","0","1","2","0","1","0","1","0","0","0"
"GSEC","3","1","2","1","2","1","2","1","0","1"
"SNHG1","16","12","36","33","20","15","13","26","14"," 6"
"GVINP1","1","0","2","0","0","0","1","1","0","1"
"MIR100HG","1","1","1","3","1","0","1","0","1","0"
"FZD4-DT","0","1","0","1","0","0","1","0","0","0"
"SBF2-AS1","0","2","4","6","2","1","3","0","1","1"
"RAB30-DT","0","0","1","0","1","0","0","0","1","1"
"SENCR","0","2","2","0","0","0","0","4","1","1"
"CASP4LP","1","0","1","1","2","0","1","0","0","0"
"BTBD10","21","18","33","14","16","23","23","20","17","25"
"FAR1"," 8","18","25","20","14","12","16"," 8"," 9"," 6"
"DIP2C","3","1","1","4","3","3","4","8","3","4"
"AKR1C3","0","1","2","0","0","2","0","2","0","2"
"ECHDC3","6","1","2","0","1","1","6","2","0","1"
"CDC123","145","114","222"," 92"," 96","133","220","404","135","159"
"SEPHS1"," 87","108"," 60"," 33"," 33"," 61"," 72","182"," 48"," 88"
"KLF6","26","19","34","80","68","39","56","39","47","11"
"ATP5F1C","111","173","232","144"," 36","113","229","204","108","118"
"SEC61A2","10","24"," 9"," 2"," 7"," 9","25","33"," 5"," 6"
"ITIH2","0","0","0","0","1","1","0","5","0","0"
"NUDT5"," 37"," 49"," 84"," 20"," 20"," 38"," 94","120"," 39"," 53"
"CCDC3","3","1","1","0","0","1","2","5","2","4"
"KIN"," 4"," 8","10","10"," 5"," 5","12"," 6"," 2"," 3"
"UPF2"," 2"," 5","14","12"," 9"," 9","11","22"," 7"," 8"
"ACBD7"," 1","10"," 0"," 1"," 0"," 8"," 1"," 5"," 2","13"
"ITIH5","1","5","1","2","1","1","5","4","2","2"
"FRMD4A","10"," 4","14"," 2"," 6"," 6","14","17"," 7","18"
"MRC1"," 10","  3","117","  2"," 18"," 11"," 24","  9","  2","  6"
"CKS1BP2"," 0"," 6","53"," 2"," 8"," 1"," 9"," 0"," 1"," 3"
"ARL5B","11"," 9","13"," 7","12"," 7","20","28"," 7"," 5"
"TRDMT1","0","2","2","1","1","1","2","2","1","1"
"C1QL3","0","0","0","0","0","0","0","0","0","4"
"MINDY3","12","32","23","22","21","29","32","36","12","18"
"ARMC3","0","0","3","0","0","0","9","0","0","1"
"NSUN6"," 8","18"," 8","23","18"," 9","17","30","26","21"
"PIP4K2A","12"," 7","14"," 9"," 6","40","22","14","10","35"
"C10orf67","0","0","0","0","0","1","2","0","0","0"
"GAD2","0","1","0","0","0","0","0","0","0","2"
"MKX","0","0","0","0","0","0","4","0","0","0"
"HSD17B7P2","25","39","20","19","32"," 4","24","31","19"," 8"
"ODAD2","0","2","0","0","0","1","2","0","0","0"
"ITGA8","1","1","0","0","0","1","2","1","0","0"
"SLC39A12","0","3","1","0","0","6","3","0","0","4"
"ZFAND4","5","1","1","0","3","2","4","4","4","4"
"RPL21P93","0","1","0","3","0","1","0","0","0","0"
"ZNF22-AS1","0","1","0","1","1","0","1","2","0","0"
"FTLP19","6","0","4","1","0","1","0","0","1","3"
"MSRB2"," 59"," 58"," 52"," 20"," 29"," 40","139"," 96"," 33"," 90"
"FAM238A","0","0","0","0","0","0","0","1","0","1"
"PRTFDC1","13","51","18","30","22","30","33","41","26","18"
"EIF3LP2","44","20","54","26"," 4","36","12","23","15","23"
"AGAP10P"," 0"," 4"," 0"," 0"," 1"," 0"," 0","11"," 0"," 0"
"ENKUR"," 8","10"," 2"," 5"," 7"," 9","14","16"," 5","13"
"CISD1","31","39","39","30","42","28","58","52","37","44"
"DNAJC1","18","73","25"," 9","15","22","78","74","19","32"
"SLC25A16"," 4"," 8"," 9"," 4"," 6"," 8","13","11"," 5","14"
"PROSER2-AS1","0","0","3","0","0","0","4","0","0","1"
"PHYHIPL"," 22"," 38","  5","  7","  2"," 66"," 65"," 77"," 28","121"
"NAMPTP1"," 60"," 15","109","215","147","104","133"," 23"," 75"," 11"
"ASCC1","0","3","4","2","2","2","6","2","1","2"
"ARHGAP12"," 7"," 7","21","13"," 6","11","18","18"," 7"," 6"
"TATDN1P1"," 6","55"," 8"," 1"," 8"," 6","22","15","10","10"
"UBE2D1","12","12","13"," 1"," 3"," 8","33","23"," 6"," 6"
"GDF10","0","0","1","0","0","0","0","0","0","1"
"ZNF33B","4","6","9","2","5","4","7","7","4","7"
"NRP1"," 5","34","80","10","27","30","85","20","22"," 8"
"PLXDC2","12","13","61"," 0"," 3","14","28"," 7"," 2"," 5"
"RSU1"," 66"," 74","120"," 65"," 63"," 70","179"," 75"," 53"," 48"
"TMEM14DP"," 0"," 8","25"," 8"," 3"," 5"," 4"," 9"," 0"," 0"
"PRELID1P3","0","5","4","0","2","1","2","0","2","3"
"JCAD"," 2","10"," 2"," 5"," 9"," 5","12","26","23","27"
"SPAG6","0","0","1","0","0","0","6","0","0","0"
"MARCHF8","12","13"," 8"," 3","16","14","21","30","10","31"
"LINC00595","1","1","2","1","1","0","3","0","1","1"
"TET1","2","2","2","1","2","1","2","1","2","1"
"DKK1"," 1"," 0","12"," 0"," 0"," 0"," 8"," 3"," 0"," 0"
"KIF5B","257","147","133","182"," 85","259","164","675","409","351"
"NMT2","3","3","3","3","3","4","8","4","3","4"
"TMEM273"," 1"," 1","10"," 0"," 5"," 7"," 2"," 5"," 2","13"
"CCAR1","41","21","43","22","22","30","38","57","30","32"
"ZWINT"," 96"," 34"," 77","  2"," 15"," 23"," 51","202"," 32"," 43"
"LRMDA"," 4"," 3","37"," 1","11"," 6","44"," 7"," 7","20"
"JMJD1C-AS1","17","39","12"," 1","24","13","32","61","33","65"
"PDSS1"," 5"," 9"," 9"," 6"," 8"," 8","18","19"," 5"," 6"
"ANXA11"," 9"," 8","21"," 7","12"," 8","21"," 9","12","17"
"SPA17P1","0","0","0","1","0","1","1","0","1","0"
"PRXL2A","138"," 73"," 65"," 46"," 19"," 48","143","128"," 54","177"
"MINPP1","12","22","16"," 4"," 9","13","24","37","12","15"
"TFAM"," 8","14","15"," 4"," 3"," 4","15","13"," 3"," 3"
"SRP9P1","369","236","473","312","150","272","242","470","149","369"
"RPS3AP5","0","1","5","3","2","1","1","4","1","1"
"EIF5AP4","38","11","24","12","18","20","13","52","14","28"
"PPP1R3C"," 57"," 11"," 17","195","201"," 48"," 38"," 20","136"," 36"
"PPIAP30"," 5"," 9"," 0","13","29"," 7","26","18"," 8","10"
"FAM133CP","11","10"," 4"," 0"," 5"," 1","14"," 0"," 0"," 0"
