"","SRR11862835","SRR11862837","SRR11862839","SRR11862841","SRR11862845","SRR11862847","SRR11862849","SRR11862851","SRR11862855","SRR11862857"
"VWCE"," 1"," 2"," 2"," 0"," 1","16"," 3"," 1"," 1"," 2"
"NUMA1","44","44","25","16","32","47","69","71","71","63"
"BIRC2"," 74"," 89"," 99","101"," 43","101"," 47"," 59"," 54"," 45"
"GRAMD1B"," 4","16","23"," 2"," 4"," 8","52","31"," 4","27"
"EPS8L2"," 1"," 2"," 1"," 0"," 4","11"," 4"," 4"," 2"," 2"
"OTUB1"," 38"," 67"," 62"," 18"," 48"," 66","152","151"," 62","161"
"PSMD13","24","25","16","14","28","14","23","33","39","33"
"PAMR1"," 9","67","32","22","30","48","27","25"," 6","23"
"CHRDL2","0","0","0","0","0","0","0","1","1","0"
"TRIM3","1","1","0","0","1","0","1","2","0","2"
"MDK"," 10"," 12","  8","  9"," 70","236"," 30"," 29","188","115"
"TNNI2","1","0","0","2","8","1","0","5","8","0"
"SCYL1","13","10","15"," 3","18","21","40","34","17","37"
"MSANTD4","26","41","51","32","47","15","48","43","22","49"
"PHLDB1","20","12"," 3"," 2","14"," 2"," 7","13"," 5","12"
"FOLR2"," 7","10"," 7","17","16","24"," 5"," 7"," 7","27"
"INPPL1","16","25","13"," 9","26","50","35","24","48","44"
"CD44","0","0","0","0","0","1","0","0","0","0"
"MYO7A","4","3","3","2","6","6","3","3","3","2"
"HPX","0","0","0","0","0","2","1","0","3","2"
"NAT10","2","3","3","1","2","4","2","2","2","2"
"CNTN5"," 0"," 5","15"," 1"," 1"," 0","17"," 6"," 0"," 4"
"NAV2","2","3","1","2","3","2","1","2","4","4"
"NUCB2"," 7","22","29","31"," 8","14","11","10"," 5"," 6"
"PANX1"," 3","11","24","14"," 2","18","16","16","10"," 7"
"ARPC3P3"," 75"," 95","194","248","147"," 67"," 66"," 68"," 67"," 82"
"GPR83"," 0"," 2","16"," 0"," 0"," 0","10"," 8"," 1"," 3"
"DPP3","12"," 7"," 6"," 5","12","18","11","11","22","15"
"FBXO3","12","36","48","27","11","13","31","31","10","20"
"AMPD3","45","50","14","18","61","12","50","34","14","47"
"GAS2","25","96","93","10"," 9"," 1","31","23"," 5","20"
"H2AX"," 38"," 16"," 14","  9"," 69","100","112"," 60"," 88"," 97"
"APLNR"," 87"," 16","  4","125"," 83"," 26","  9","  9"," 10"," 18"
"HTR3B","1","2","3","0","0","0","5","6","0","3"
"IFITM2","  2","165","184"," 79","236"," 13"," 85"," 69"," 91","  2"
"ANAPC15","3","8","6","1","4","2","7","6","8","6"
"LRRC51","0","0","1","0","1","2","1","0","0","1"
"HPS5","28","38","22","45","40","24","24","17","20","24"
"GTF2H1"," 3","11","18","12"," 4"," 9"," 6"," 9"," 2"," 6"
"LDHA"," 36"," 87","115","109"," 76","155"," 49","127","152"," 89"
"SAA1","  0","  0","  1","127","  4","  7","  0","  8","  1","  0"
"LAYN","39","82","14","41","39","23","49","43","13","46"
"SIK2","35","32","36","15","31","25","32","35","11","33"
"BTG4","1","3","0","1","0","1","0","1","0","0"
"TMEM86A"," 4"," 8"," 5","11"," 7","21"," 9","14","16","12"
"PTPN5"," 0","23","44"," 0"," 0"," 0","89","68"," 2","47"
"JAM3","164","171"," 31"," 88","100"," 37"," 67","103"," 37"," 97"
"PTP4A2P2","16","22","10","18"," 9"," 5","14","19"," 3"," 0"
"VPS26B","12","26","45","12","25","29","61","61","34","53"
"THYN1"," 76"," 94","141"," 66"," 77"," 49"," 89","110"," 45"," 70"
"ACAD8","18","19","23","10","17","20","31","31"," 9","20"
"ATM","5","5","5","8","3","2","2","3","1","1"
"GLB1L3","0","3","4","0","0","0","6","1","0","1"
"DEAF1"," 7","23","23"," 2"," 5","27","39","55","28","58"
"SHANK2","0","2","2","0","0","0","3","4","1","1"
"AP2A2","13","13","20"," 7","19","18","38","53","39","51"
"DHCR7","63","19","20","12","20"," 9","40","31","21","62"
"FOXRED1","12"," 8","10"," 6"," 8","11","15","26"," 6","19"
"TSPAN4","2","2","2","1","3","7","2","2","8","5"
"TMEM216","12","12","16","12"," 7","35","11","13"," 7"," 7"
"DENND2B","2","3","2","0","3","7","4","5","9","5"
"SBF2"," 9","39","33","18","11","18","16","20"," 6","12"
"VPS11","16","23","19","13","18","27","27","37"," 9","27"
"COLCA1","1","2","3","1","2","2","1","1","1","0"
"DDX10"," 7","20","19","11"," 9","10"," 9","14"," 4"," 5"
"RNF26","21","19","16"," 9","12","23","40","35","17","37"
"THY1","  13"," 161"," 377","  45","  78","  60"," 535","1079","  85"," 576"
"CCDC153","3","0","1","1","2","2","0","1","0","2"
"IFITM9P","0","0","7","0","4","2","0","0","2","0"
"CCND1","18","29","11","25","62","32","19","30","52","35"
"LTO1"," 9"," 6"," 6"," 3"," 6"," 3","12"," 9","11"," 8"
"BCL9L","1","1","1","0","1","7","5","4","4","2"
"UPK2","0","0","0","0","1","1","0","1","1","0"
"HMBS"," 8"," 6"," 2"," 3","12"," 5"," 7"," 7"," 9"," 6"
"CELF1"," 9","12"," 6","10","12","15"," 5"," 7","11"," 6"
"TMEM138"," 3"," 7"," 5"," 7"," 5","10"," 4"," 5"," 5"," 3"
"LMO1","  7"," 36"," 10","  1","  5","  4"," 17"," 18","172"," 38"
"STK33"," 8","32","23"," 9","12","23","12"," 9","16","11"
"ANKRD42"," 9","74","96","11"," 6","12","31","30"," 3","23"
"PCF11","15","18","11","19","13","14","16","12"," 7","13"
"LBHD1"," 3"," 5"," 4"," 3"," 2"," 9"," 7"," 3","13"," 5"
"CARD16"," 16"," 24"," 22","122","  9"," 77","  1","  9"," 16","  4"
"CWF19L2","43","48","60","52","53","35","46","47","30","40"
"PAX6","2","6","3","2","3","5","3","4","2","4"
"LINC02731","1","1","0","0","2","1","3","1","2","2"
"SYTL2","  9"," 63","111"," 11"," 12","  4","  6"," 52","  1"," 25"
"NUP160"," 5"," 8"," 6","10"," 8"," 9"," 5"," 2","10"," 3"
"HYOU1","26","36","41","10","35","29","63","90","42","64"
"KCTD21","10","15","11"," 6","17","14","16","18"," 6","27"
"USP35"," 6","17","11"," 1"," 8","15","35","29","20","33"
"GAB2","37","40","14","14","24","22","27","39","22","21"
"ATP5MG","1","6","4","1","2","1","4","3","3","3"
"EMSY"," 9","16","11"," 7"," 3","12"," 6","10"," 8"," 7"
"C11orf21","2","1","1","5","2","3","1","2","2","2"
"RPL26P30"," 60","138","133","154","102","148","129","141","150","123"
"CD3D","2","3","2","8","5","2","1","1","0","0"
"CD3G","1","1","0","2","2","1","0","0","0","0"
"CASP1"," 7","11","13","50"," 9","22"," 2"," 4"," 4"," 3"
"CLPB","1","1","1","0","1","0","1","1","1","2"
"SAC3D1","1","3","0","0","1","2","8","4","4","5"
"NAALADL1","1","1","0","1","1","1","1","2","0","2"
"CDCA5"," 1"," 0"," 4"," 2"," 3","10"," 5"," 5","19"," 7"
"VPS51","28","17","22"," 6","20","19","62","83","54","86"
"TM7SF2","25","18"," 9"," 6","29","13","21","26","24","34"
"ZNHIT2","11","11","12"," 2","12","31","58","20","58","40"
"FAU","406","549","335","317","650","391","782","686","859","889"
"SYVN1"," 7"," 5"," 4"," 1"," 5"," 8"," 9","13","23","12"
"CAPN1"," 5"," 8"," 8"," 3","11","11","22","17","12","12"
"TSSC4","15","10"," 4"," 2","15","20","33","18","47","30"
"FXYD6"," 8","17","28"," 3","17","19","39","48","57","97"
"IL10RA"," 6"," 3"," 3","11"," 7"," 8"," 1"," 3"," 4"," 5"
"SMPD1","38","25","16","15","33","50","62","42","22","28"
"APBB1","161","123","100"," 23","115"," 53","403","409","142","485"
"TMEM9B-AS1","1","2","1","3","1","3","0","3","4","1"
"NRIP3"," 1","22","31"," 1"," 1"," 3","25","35"," 1","26"
"C11orf58","105","141","164","147","127","113","171","159","114","113"
"C11orf97"," 1","10"," 8"," 1"," 0"," 0"," 7"," 7"," 1","10"
"PIWIL4","1","3","2","2","0","2","1","1","0","1"
"FUT4"," 5","10"," 9","13"," 7","13"," 7"," 8"," 5"," 8"
"INTS4"," 7","10"," 5"," 5","10"," 7"," 5"," 6","15"," 4"
"ZW10","18","30","40","25","16","18","16","26"," 6","25"
"ATF4P4","3","3","2","0","4","1","2","1","6","5"
"NECTIN1","10"," 6"," 3"," 1"," 3"," 2","15","14"," 7","18"
"FLI1","5","8","6","9","7","6","3","5","1","3"
"USP28","35","67","81","22","26","14","26","23"," 9","29"
"CWC15"," 82","107"," 96","103","111"," 71"," 83","101","103"," 92"
"KDM4D","1","9","3","3","1","6","1","3","2","2"
"SRSF8"," 79","131","101"," 49"," 94"," 48","152","116"," 60"," 85"
"ENDOD1","29","25","11"," 8","16"," 9","20","20","10","22"
"SESN3"," 24"," 71","111"," 79"," 35","110"," 58"," 45"," 18"," 35"
"TRAF6","2","5","5","2","2","2","2","1","0","2"
"SLC22A10","0","3","4","0","0","0","0","2","0","1"
"CHST1"," 5","12","21"," 1"," 5","10","71","55"," 4","59"
"LINC02716"," 2"," 3"," 3"," 0"," 2"," 3"," 0"," 8"," 3","16"
"SLC35C1"," 6"," 4"," 4"," 2"," 4"," 8"," 8"," 7"," 8","12"
"C11orf80"," 3","14","12"," 3"," 1"," 7","14","12"," 6","11"
"RCE1"," 4","11"," 3"," 1"," 4","12","14","15","15","14"
"LRFN4"," 2"," 3"," 3"," 0"," 2","13","27","15","30","16"
"DPF2","36","36","23","16","32","58","49","52","50","66"
"SLC25A45","3","4","2","0","2","3","4","5","4","5"
"FRMD8","13"," 8"," 5"," 5","12","26","20","17","30","23"
"RELA","16","12"," 6"," 3","24","33","30","20","49","43"
"RNH1"," 64"," 37"," 16"," 10"," 50"," 33"," 90"," 73"," 92","104"
"FAM86C2P","1","1","2","1","3","2","0","2","1","0"
"ALDH3B1","4","1","0","2","3","5","3","3","4","1"
"NDUFS8","19","25","18"," 6","27","34","89","67","70","96"
"CHKA","29","29","16"," 7","19","18","37","34","19","45"
"C11orf24","21","14"," 8","17","27","34","25","30","30","29"
"LRP5","3","3","3","0","2","8","5","6","7","7"
"APLP2"," 27","120","173"," 61"," 56"," 87","199","180"," 37","158"
"ZBTB44","11","14","17"," 9","11"," 8","10","15"," 7","10"
"ADAMTS8"," 7","14","13"," 1"," 4"," 2","21","29"," 2","26"
"MRE11","12","13","17","27"," 8","14"," 7"," 9"," 7"," 7"
"ANKRD49"," 5"," 9","10","13"," 8"," 7"," 2"," 7"," 5"," 9"
"IRF7","  8","  6","  1","  1"," 12","158","  6"," 14"," 44"," 26"
"ALKBH8"," 6","18","22","10","10"," 8","19","16"," 4","13"
"CCDC90B","17","17","22","25","28"," 6"," 6","11"," 4"," 6"
"PLEKHA7"," 2"," 2"," 1"," 0"," 3","15"," 4"," 4"," 5"," 2"
"PTPRJ","17","24","18","17","20","19","23","24","13","45"
"FERMT3","2","1","0","1","1","6","3","1","2","2"
"STIM1"," 3"," 7","11"," 3"," 5","12","12","18"," 4","10"
"TRIM22","22","22","14","51","31","62"," 8","19"," 8","13"
"AAMDC","35","42","45","52","57","37","31","20","41","38"
"CD81","117"," 59"," 52"," 57","140","485","192","183","163","207"
"RIC3","12","16","18","10","13"," 5","17","14","14"," 9"
"UNC93B1","14"," 8"," 6"," 8","18","96","21","20","10","21"
"IL18BP","1","1","1","1","2","0","1","1","1","1"
"HRAS"," 8","10"," 6"," 3","12"," 9","37","37","19","54"
"ME3"," 2","12","14"," 3"," 5"," 5","21","29"," 5","14"
"NEAT1","153"," 56"," 42","236","103"," 97"," 40"," 36","175"," 38"
"PACSIN3","50","28","11"," 4","43","15","44","33","11","46"
"DDB2"," 8"," 9"," 7"," 9"," 9","15"," 8","12"," 8","13"
"ACP2","10"," 8","15"," 6","16","41","59","31","29","35"
"NR1H3","4","2","2","3","3","8","1","5","4","5"
"ARFGAP2","15","14","11"," 5"," 7"," 9","19","21","13","22"
"CBL"," 6","11","16"," 9"," 5","19","14","12"," 5"," 8"
"SLC3A2"," 30"," 33"," 26"," 20"," 45","138"," 82"," 79"," 77"," 62"
"KMT5B","18","42","40","25","21","17","35","31","18","28"
"C11orf96"," 29"," 12"," 14"," 12"," 49"," 88"," 15"," 22","147"," 44"
"NUP98"," 6","11"," 6"," 8"," 7"," 8"," 8"," 5","14"," 7"
"ZNRD2-DT"," 3"," 6"," 6"," 1"," 5","12"," 9"," 8","19"," 5"
"FAM86C1P","2","1","1","1","2","2","3","2","2","3"
"RPLP0P2","1","3","2","2","4","1","1","6","4","1"
"H19","0","0","0","0","1","0","1","1","3","1"
"MIR210HG","0","0","0","0","0","1","0","0","3","0"
"DPP3-DT","1","1","0","0","1","1","0","0","1","0"
"GSEC","1","1","1","0","2","1","1","1","2","2"
"SNHG1"," 8","17","17","28","19","16","15"," 9","11"," 8"
"GVINP1","1","3","3","4","1","1","4","2","0","1"
"MIR100HG","1","3","1","1","1","1","1","1","1","1"
"FZD4-DT","0","2","3","1","1","1","0","2","0","1"
"SBF2-AS1","1","1","3","1","0","4","4","4","1","2"
"RAB30-DT","0","1","1","1","0","0","1","1","2","0"
"SENCR","1","2","1","1","0","1","1","2","0","2"
"CASP4LP","1","2","1","4","0","0","0","0","0","0"
"BTBD10"," 70","335","438"," 81"," 42"," 24","109","193"," 21"," 96"
"FAR1","29","40","38","88","31","17","26","24"," 8","11"
"DIP2C","12"," 6"," 5"," 2"," 8"," 5","13"," 8"," 5","12"
"AKR1C3"," 5","18"," 7","22","11"," 1"," 8"," 8"," 0"," 7"
"ECHDC3","2","0","0","1","1","8","0","1","0","3"
"CDC123","141","242","273","275","215","192","242","231","212","205"
"SEPHS1"," 54"," 76"," 64"," 30"," 58"," 70"," 86"," 68"," 83","104"
"KLF6","38","17"," 9","19","22","58","11","17","28","25"
"ATP5F1C","180","349","620","512","200","240","282","366"," 98","200"
"SEC61A2","32","87","90","43","26","40","55","75"," 6","28"
"ITIH2"," 1"," 1"," 0","28","11"," 0"," 5"," 1"," 0"," 1"
"NUDT5","54","61","48","80","94","78","49","46","53","49"
"CCDC3"," 1"," 2"," 8"," 0"," 2"," 1"," 9"," 4"," 2","10"
"KIN","10","21","21","21","12","16","16","18"," 6","13"
"UPF2","15","37","49","16","24","14","28","20","14","25"
"ACBD7"," 24","100","139","  1"," 15"," 10","162"," 94","  2"," 64"
"ITIH5"," 6","16"," 7"," 9"," 8","22","13"," 9"," 1"," 8"
"FRMD4A","15","21","24"," 7"," 9","21","25","27","25","36"
"MRC1","  9"," 12"," 33","104"," 27","  7"," 33"," 14","  8"," 30"
"CKS1BP2"," 5","23","33","29"," 0"," 7","19"," 9"," 0"," 0"
"ARL5B"," 9","25","20","19","11","25","17","15","10","14"
"TRDMT1","1","2","2","1","2","1","1","1","1","1"
"C1QL3","  0"," 44","184","  0","  0","  0"," 46","206","  0","113"
"MINDY3","101","307","667","188"," 61"," 29","104","179"," 19","105"
"ARMC3"," 1"," 2"," 1"," 1"," 0","23"," 0"," 1"," 0"," 0"
"NSUN6","40","36","36","21","38","23","24","31","44","21"
"PIP4K2A","465","239"," 71","131","259"," 24","192","209"," 24","191"
"C10orf67","1","2","2","1","1","2","0","2","0","2"
"GAD2","  0"," 22","109","  0","  0","  0"," 36"," 47","  0"," 20"
"MKX","1","0","2","0","0","8","2","3","0","2"
"HSD17B7P2"," 42","107"," 60","104"," 51"," 42"," 51"," 63","  2"," 86"
"ODAD2","1","0","1","0","0","4","0","1","0","0"
"ITGA8","1","4","7","5","1","0","2","1","1","1"
"SLC39A12"," 8","75","38"," 6","32"," 6","12","13"," 0"," 9"
"ZFAND4","8","7","6","8","4","5","4","4","4","4"
"RPL21P93","1","0","0","0","6","0","0","0","2","0"
"ZNF22-AS1","0","1","0","1","0","2","0","0","4","0"
"FTLP19","0","0","2","0","4","1","0","0","0","0"
"MSRB2"," 74","142","138"," 66"," 57","132","158","187"," 68","188"
"FAM238A","2","0","0","2","3","1","2","4","1","0"
"PRTFDC1"," 69"," 92","110","112"," 59"," 55"," 38"," 36"," 16"," 38"
"EIF3LP2","21","68","63","33","58","10","34","22","34","16"
"AGAP10P","1","1","1","0","1","1","4","1","0","0"
"ENKUR"," 6"," 8"," 8","11","13","24"," 8"," 5"," 7"," 2"
"CISD1"," 50","100","264","111"," 60"," 53","135","158"," 29","102"
"DNAJC1"," 51","106","208"," 84"," 49","102"," 38"," 61"," 23"," 62"
"SLC25A16"," 27","202","240"," 44"," 23"," 13"," 50"," 55"," 12"," 29"
"PROSER2-AS1","1","0","0","0","2","6","1","1","4","1"
"PHYHIPL","142","206","167","198","124","223"," 81","168"," 35"," 87"
"NAMPTP1","10","24","28","33","17","77","10","10","26","17"
"ASCC1"," 7"," 5"," 7"," 4"," 3","10"," 5"," 5"," 2"," 7"
"ARHGAP12","11","22","24","24","14","27","15","13"," 6","12"
"TATDN1P1","22","22","24","32","21","32","26","24","13","11"
"UBE2D1","15","14","18","26"," 7","31","12","14"," 6"," 7"
"GDF10","3","1","0","0","1","0","4","3","1","1"
"ZNF33B"," 3","12","23","12","11"," 7","13","11"," 8"," 6"
"NRP1"," 4","16"," 8","21","17","30"," 6","10","14"," 7"
"PLXDC2"," 23"," 30"," 33","110"," 29"," 53"," 16"," 30","  7"," 19"
"RSU1"," 67","163","187","137"," 82","117"," 60"," 88"," 80"," 78"
"TMEM14DP"," 6","25","19"," 6"," 4"," 8","13"," 2"," 2"," 0"
"PRELID1P3","3","2","8","3","2","1","4","1","2","5"
"JCAD","28","52","55","21","25","12","60","63"," 5","51"
"SPAG6"," 1"," 8"," 1"," 3"," 1","25"," 5"," 2"," 0"," 3"
"MARCHF8","50","43","23","14","23","19","25","25","25","18"
"LINC00595","0","2","4","2","1","4","1","2","0","2"
"TET1","2","6","3","3","2","3","3","2","2","4"
"DKK1"," 1"," 2"," 1","14"," 1"," 4"," 3"," 2"," 1"," 0"
"KIF5B","663","739","737","442","509","127","437","395","155","388"
"NMT2"," 6","24","18"," 5"," 7"," 8","14","16"," 3","12"
"TMEM273","76","30"," 9","20","43"," 6"," 7","20"," 7","34"
"CCAR1","22","40","34","41","57","25","28","33","36","33"
"ZWINT"," 4","17"," 5","13","20","27","14"," 9","58","19"
"LRMDA","14","23","16","22","12","40"," 6","13","17"," 9"
"JMJD1C-AS1","25","54","38","23","23","29","36","52","55","68"
"PDSS1"," 7","16","23","24"," 7","31","19","13"," 5","12"
"ANXA11"," 9","16","22"," 6","16","22","36","47","17","44"
"SPA17P1"," 0"," 0"," 0"," 1","10"," 2"," 0"," 0"," 2"," 0"
"PRXL2A","108","153","221"," 52"," 94","166","277","299"," 62","338"
"MINPP1","14","21","24","27","21","33","38","15","12","25"
"TFAM"," 5","18","17","16"," 4","19","13"," 7"," 3"," 6"
"SRP9P1"," 179"," 686","1008"," 359"," 460"," 285"," 558"," 259"," 421"," 347"
"RPS3AP5","1","3","2","2","0","1","3","1","0","0"
"EIF5AP4"," 6"," 6"," 8"," 2","13"," 9","20"," 8","21","28"
"PPP1R3C"," 31","178","173"," 29"," 51"," 48"," 95"," 99"," 47","130"
"PPIAP30","15","41","25"," 8"," 8","17","31","30","10"," 6"
"FAM133CP"," 1","12"," 8"," 9"," 2","16"," 0","10"," 2","14"
"GRID1","34","37","18","13","18","16","36","37","22","50"
"NUDT9P1"," 7","38","18","12","10","75","24","18","16","13"
"EIF2S2P3","1","3","0","2","3","2","0","0","1","0"
"MYOF"," 7"," 7"," 4","31"," 9","57"," 6"," 6"," 8"," 5"
"BMS1","13","26","21","18","17","13","29","20","13","23"
"HHEX"," 7","10"," 7","21","12","15"," 3"," 5"," 3"," 8"
"CCSER2","34","65","71","34","40","23","68","71","34","75"
"REEP3","25","25","15","69","12","17","10","16"," 3"," 9"
"RNLS"," 7","26","35","19"," 7","14","25","11"," 2"," 9"
"TLL2","2","1","1","2","1","0","1","2","1","2"
"NRBF2","49","42","76","63","51","74","86","72","48","39"
"NPM1P26","27","57","47","93","42","42","34","37","18"," 9"
"TNKS2","35","55","63","56","46","32","50","55","22","36"
"CRTAC1"," 3"," 2"," 4"," 0"," 2"," 8","15","10"," 2","10"
"DHTKD1","27","22","12"," 7","15","17","19","19","21","27"
"RASSF4"," 81"," 33"," 27"," 54"," 99"," 78"," 98"," 43"," 61","104"
"PIK3AP1","16"," 7"," 5","37","17","47"," 5","10","33","19"
"ANKRD2"," 0"," 1"," 1"," 0"," 0"," 0","14"," 1"," 1"," 2"
"APBB1IP","22","11","12","51","22","31"," 5","15"," 6"," 8"
"RSU1P1","5","0","9","0","0","0","0","0","0","0"
"ZNF25"," 28"," 96","123"," 46"," 21"," 24"," 71"," 81"," 17"," 65"
"DBF4P1","0","5","3","0","1","0","2","1","2","0"
"DYDC2"," 0"," 3","11"," 0"," 0"," 4"," 0"," 3"," 1"," 5"
"MARCHF5","13","34","42","43","20","38","28","26","15","19"
"CHUK","10","20","15","21","13","11","14","13"," 7","12"
"SFRP5","0","1","1","0","0","1","4","1","1","7"
"CPEB3"," 7","36","65"," 5","10"," 4","25","39"," 3","21"
"EXOC6"," 8","25","54","17"," 8","11","16","26"," 5","14"
"BICC1","1","4","4","5","1","5","5","4","1","1"
"RPL7AP50","0","2","0","1","0","1","0","3","0","0"
"CHST3","13"," 2"," 1"," 2"," 6","19"," 6"," 4"," 4"," 7"
"MARVELD1"," 5"," 7"," 4"," 3"," 9","31","12"," 8","28"," 7"
"NHP2P1","0","0","0","0","0","0","5","0","0","0"
"SCD"," 847"," 781"," 195"," 144"," 500"," 169"," 528"," 849"," 261","1007"
"HOGA1","3","3","2","1","1","4","7","2","1","5"
"C10orf62","18"," 6"," 0"," 1"," 4"," 8"," 6"," 3","10","11"
"BTRC","17","35","45","16","15","16","42","40"," 8","28"
"EMX2OS","13","48","38"," 3","25"," 7","77","54"," 2","71"
"FAM171A1","50","70","38","17","33","21","71","76","13","53"
"ZNF33A","39","37","41","45","34","22","33","28","32","26"
"DEPP1","  9"," 11","  6"," 12"," 42","155"," 15"," 13"," 52"," 21"
"MORN4"," 17"," 55","100","  8","  9"," 42"," 86","123"," 16"," 71"
"GSTO1","32","49","55","30","58","19","82","74","18","75"
"FRAT1"," 6","10"," 5"," 3"," 7"," 6","15"," 9"," 8"," 5"
"BLOC1S2"," 66","116","171","118"," 79"," 66","126"," 94"," 26"," 91"
"TOMM22P5","0","0","0","0","0","1","0","3","0","0"
"UBTD1"," 22"," 19"," 10","  5"," 18","108"," 73"," 41"," 35"," 77"
"COMTD1","1","1","0","0","0","1","4","0","1","2"
"AVPI1","28","30","23"," 5"," 4","21","31","88"," 9","89"
"RRP12"," 7"," 6"," 6"," 1"," 7"," 9","16","13","20","19"
"CSTF2T","32","37","24","30","33","33","34","33","31","33"
"PCGF5","17","34","49","33","19","41","32","26"," 4","18"
"DPCD"," 23"," 86"," 82"," 20"," 42"," 53"," 69","116"," 74"," 86"
"POLL","1","2","2","1","1","3","3","1","0","3"
"FAM204A","22","26","38","23","24","24","37","39","16","45"
"FBXW4","133","346","197"," 65"," 89"," 52"," 99","112"," 35","117"
"ZRANB1","35","70","72","45","27","38","48","54","13","40"
"GOLGA7B"," 2"," 5"," 8"," 0"," 1"," 6","22","19"," 1","15"
"PDCD11","7","7","7","4","7","6","6","8","9","4"
"EIF3A","56","94","60","73","47","42","46","51","31","33"
"RHOBTB1"," 6","17"," 8","12","13","15"," 8"," 7"," 2"," 7"
"ARMH3","17","35","33","24","16","16","10","18"," 6"," 9"
"PGAM1","124","274","305"," 96","132","253","403","485","134","349"
"FAM13C","52","53","29","29","28"," 5","20","39","10","19"
"SAMD8","36","53","70","43","35","31","41","34","14","28"
"ITPRIP","2","0","0","0","0","1","1","0","1","1"
"DNA2","28","69","56","39","14","20","18","13","19","18"
"ANXA2P3"," 1","14","25"," 1"," 0"," 0","16"," 8"," 0"," 0"
"PKD2L1","0","6","3","1","0","2","5","6","1","7"
"CCNY"," 54","123","169"," 67"," 83"," 50","126","119"," 30","111"
"DENND10","18","33","40","25","10","32","24","31"," 5","25"
"CACUL1","10","38","47","14","12","19","17","17"," 4","12"
"FRAT2"," 9"," 8","10"," 4","17","10"," 9","17"," 6","12"
"HMX3"," 0"," 0"," 0"," 0"," 0","15"," 0"," 0"," 2"," 0"
"FHIP2A"," 8","22","16","14"," 7","18","13","16"," 6","11"
"RPL26P29"," 0"," 3"," 0"," 0"," 3"," 4","16"," 0"," 7"," 0"
"FAM24B","37","41","40","45","22","23","19","27"," 5","19"
"BTBD16","15","20"," 7","10","12"," 1"," 3","17"," 2","17"
"OAT","114","230","258","120"," 94","108","148","123"," 28","138"
"COX20P1"," 82","284","191","105","180","184","236","216","199","217"
"MGMT","6","3","3","2","5","5","3","6","2","7"
"SFXN2"," 5"," 8"," 5"," 2"," 1"," 8"," 5"," 6","14"," 4"
"IKZF5","1","2","1","1","1","1","2","0","0","1"
"WBP1L"," 8","19","14"," 8","17","35","27","22","16","23"
"BCCIP"," 61","107","117","113"," 79"," 85"," 74"," 86"," 72"," 67"
"INPP5A","18","39","61","14","20","10","40","51"," 8","35"
"CHST15"," 9","14","23","12","17","23"," 8","29","23","23"
"HABP2","0","4","1","0","2","1","4","1","2","1"
"LHPP","19","27","19"," 5","10","19","33","24"," 3","29"
"DHX32","21","24","19","27","16","31","24","16","13","20"
"HTRA1"," 629"," 556"," 342"," 310","1044"," 877","1329"," 894"," 389","1680"
"MKI67","0","0","0","4","2","6","0","0","6","1"
"PDZD8","18","25","23","10","14","14","31","22","10","34"
"TM9SF3","35","65","52","75","16","33","23","31"," 9","13"
"ZDHHC16","13","15","12"," 7"," 6","28","24","32","21","19"
"SFXN4"," 99"," 99"," 81"," 65"," 77"," 38","125","102"," 53"," 71"
"MMP21","2","0","1","0","2","1","1","1","1","0"
"PPP2R2D"," 5"," 6","10"," 3"," 4"," 3"," 6"," 7"," 2"," 2"
"WDR11","18","29","25","38","18","18","13","18"," 4","13"
"PRDX3","100","262","309","363","141","141","175","167"," 55","138"
"EXOSC1","321","310","244","186","151"," 40","113","127"," 43","101"
"NANOS1","2","6","6","3","3","5","3","5","2","4"
