"","GSM5800224","GSM5800225","GSM5800226","GSM5800227","GSM5800228","GSM5800229","GSM5800230","GSM5800231","GSM5800232","GSM5800233","GSM5800234","GSM5800235","GSM5800236","GSM5800237","GSM5800238","GSM5800239"
"ENSG00000000003"," 1"," 0"," 0"," 0"," 1"," 0","28","26"," 0"," 0"," 3"," 2"," 3"," 2"," 1"," 4"
"ENSG00000000419","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0"
"ENSG00000000457","1","3","2","1","3","1","0","0","4","2","1","1","4","4","3","3"
"ENSG00000000460","1","1","0","0","1","3","0","0","1","0","1","1","0","1","3","2"
"ENSG00000000938"," 8"," 6"," 7"," 7"," 9"," 6"," 0"," 0"," 5"," 5"," 7"," 8","13","16","16","16"
"ENSG00000000971"," 3"," 2"," 0"," 0"," 3"," 1","70","51"," 2"," 2"," 2"," 2","10"," 7"," 3"," 5"
"ENSG00000001036","0","1","3","1","1","0","0","0","2","3","0","0","7","5","3","5"
"ENSG00000001084","  5","  4"," 16"," 14"," 12","  4","217","191","  2","  2","  0","  0"," 32"," 37"," 38"," 37"
"ENSG00000001167"," 9","13","11","10","10","14","10"," 9","10","11"," 6"," 6","25","24","31","26"
"ENSG00000001460"," 5"," 5","10"," 9"," 5"," 2"," 0"," 0"," 7"," 6"," 6"," 4"," 9","12","14","16"
"ENSG00000001461"," 28"," 24"," 17"," 17"," 16"," 17"," 31"," 29"," 14"," 15"," 17"," 13"," 70"," 77","105"," 97"
"ENSG00000001497","25","23","12","12","20","15"," 8"," 8","18","16","13","12","23","19","17","17"
"ENSG00000001561","5","4","1","1","2","1","0","0","0","0","3","2","7","8","8","8"
"ENSG00000001617","40","22","34","32","27","10"," 0"," 0","30","28","35","31","30","29","21","24"
"ENSG00000001629","35","47","11","13","18","16","25","23","25","24","13","11","51","45","44","47"
"ENSG00000001630"," 0"," 1"," 2"," 2"," 5"," 3"," 0"," 0"," 5"," 3"," 7"," 6","12","10"," 8"," 6"
"ENSG00000001631"," 7","13"," 7"," 6","15"," 6"," 0"," 0"," 7"," 8","11","10"," 9","10","21","18"
"ENSG00000002016"," 6"," 7","10","10"," 5"," 2"," 0"," 0"," 4"," 4","14","12","11"," 6"," 8","13"
"ENSG00000002330"," 9"," 7","35","34","14","28"," 0"," 0","24","24","95","90","30","22","20","19"
"ENSG00000002549"," 0"," 0"," 2"," 3"," 4","11"," 0"," 0","10","10"," 1"," 1","24","26","13","11"
"ENSG00000002586"," 56"," 56"," 40"," 52"," 94","104"," 80"," 80"," 44"," 51"," 17"," 20","137","166","158","190"
"ENSG00000002587","1","1","3","3","3","0","0","0","0","0","1","1","3","3","2","1"
"ENSG00000002746"," 9","11","17","17"," 9"," 8"," 7"," 7","31","23","29","34"," 9","12"," 6"," 5"
"ENSG00000002822"," 6"," 6","19","17"," 6","12"," 0"," 0"," 0"," 0"," 2"," 3","32","32","23","21"
"ENSG00000002834","49","47","24","26","49","42"," 3"," 3","36","36","20","20","57","66","74","75"
"ENSG00000002919","2","0","0","0","5","1","0","0","3","5","2","2","5","4","4","3"
"ENSG00000002933","22","34"," 9","12","21","15"," 0"," 0","15","19","25","21","43","35","32","30"
"ENSG00000003056"," 6"," 3","11"," 9","17","40"," 0"," 0","20","20","12","11","20","24","35","43"
"ENSG00000003096","4","3","1","0","1","1","8","7","0","0","1","0","6","5","2","2"
"ENSG00000003137","1","3","1","1","4","2","0","0","4","4","5","5","9","9","6","8"
"ENSG00000003147","1","1","7","5","3","0","0","0","6","5","5","6","2","5","2","1"
"ENSG00000003249","27","29","26","25","33","33","17","16","71","65","23","24","37","44","33","32"
"ENSG00000003393","13","14"," 3"," 3"," 9","11"," 0"," 0"," 6"," 4"," 6"," 6"," 8"," 9","12","12"
"ENSG00000003400","2","1","1","1","1","0","0","0","1","1","2","2","2","3","3","2"
"ENSG00000003402","27","25","11","11","16","13"," 0"," 0","10","10","11","12","31","30","30","27"
"ENSG00000003436","14","11"," 2"," 1"," 4"," 1"," 0"," 0"," 1"," 1"," 1"," 1"," 4"," 4"," 3"," 3"
"ENSG00000003509","0","0","0","1","1","1","0","0","0","0","1","1","3","2","5","2"
"ENSG00000003756","35","29","22","17","41","33","79","70","36","37","40","46","77","82","76","70"
"ENSG00000003987"," 5"," 7"," 2"," 1"," 7"," 3"," 0"," 0"," 7"," 5","13","10","13","14","18","15"
"ENSG00000003989","17","18"," 9"," 9","19"," 9"," 7"," 7","19","16","11","13"," 8"," 8"," 6"," 6"
"ENSG00000004059","16","16","24","23","30","15"," 0"," 0","34","31","18","18","51","47","21","29"
"ENSG00000004139","12"," 9","10"," 8","13"," 3"," 0"," 0"," 6"," 5"," 7"," 8","18","18","11","12"
"ENSG00000004142"," 7"," 7"," 7"," 6","12"," 6"," 0"," 0","11","12"," 4"," 5","22","17","18","18"
"ENSG00000004399","215","230","191","187"," 91"," 91","131","150","100"," 84"," 97","110","348","386","395","403"
"ENSG00000004455"," 54"," 57"," 67"," 62"," 68"," 65","216","204"," 61"," 48"," 77"," 71","137","128","163","153"
"ENSG00000004468"," 5","10"," 1"," 1"," 1"," 1"," 0"," 0"," 1"," 1"," 0"," 0"," 4"," 5"," 2"," 1"
"ENSG00000004478","20","19","14","10","14"," 9","35","37","16","16"," 5"," 4","30","30","30","33"
"ENSG00000004487","15","14"," 3"," 2"," 6"," 6"," 0"," 0"," 9"," 8","11","11"," 8","11","11","11"
"ENSG00000004534"," 25"," 12","  7","  9"," 20"," 82","103","102"," 25"," 21"," 21"," 20"," 37"," 35"," 28"," 33"
"ENSG00000004660"," 9","10","10"," 8"," 6"," 5","17","13"," 9"," 8","13","14"," 3"," 3"," 2"," 2"
"ENSG00000004700","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1"
"ENSG00000004766","7","8","2","1","4","0","0","0","2","1","5","5","5","5","2","4"
"ENSG00000004776","28","35","23","24","18","21","30","37","26","26","17","17","32","35","46","53"
"ENSG00000004777","44","53","56","63","18","46","76","77","55","46","50","54","52","36","60","55"
"ENSG00000004779"," 0"," 0"," 5"," 5"," 4"," 2"," 0"," 0"," 0"," 0"," 2"," 2","14","19"," 6"," 5"
"ENSG00000004799","247","227","158","137","139"," 79"," 18"," 16","173","160"," 62"," 49","198","171","208","191"
"ENSG00000004838","1","2","1","1","1","0","0","0","0","0","7","7","8","4","2","3"
"ENSG00000004848","3","2","1","1","2","1","0","0","4","3","2","1","0","0","0","0"
"ENSG00000004864"," 3"," 1"," 3"," 3"," 7"," 0"," 0"," 0","10"," 7"," 5"," 5","17","19","16","16"
"ENSG00000004866"," 5"," 4"," 5"," 4"," 8"," 9","74","62"," 8","10","14","12","14","12","40","10"
"ENSG00000004897"," 94","101"," 41"," 31"," 40"," 30"," 25"," 29"," 73"," 56"," 29"," 29"," 49"," 57"," 93"," 89"
"ENSG00000004939","2","2","1","1","1","0","0","0","1","0","0","0","1","1","0","0"
"ENSG00000004948","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0"
"ENSG00000004961","1","1","1","0","1","2","0","0","2","1","0","0","1","1","1","2"
"ENSG00000004975","20","15","25","21","20","14","14","13","26","21","30","27","35","39","28","30"
"ENSG00000005007","12","11","13","12"," 6"," 8","42","44","13","12","17","19","19","21","18","18"
"ENSG00000005020"," 18"," 22"," 15"," 18"," 27"," 23","108"," 98"," 14"," 21","  7","  7"," 47"," 51"," 50"," 43"
"ENSG00000005022"," 4"," 9"," 7"," 6"," 6"," 2","15","12"," 0"," 0"," 2"," 1","14","14","10"," 9"
"ENSG00000005059","0","0","0","0","1","0","0","0","0","0","0","0","9","8","1","1"
"ENSG00000005075","10","10","10","12","10"," 5","57","75"," 2"," 3","10","11","20","21","25","26"
"ENSG00000005100"," 6"," 7"," 5"," 5"," 3"," 6"," 0"," 0"," 8"," 7"," 3"," 4"," 8"," 9"," 9","10"
"ENSG00000005108"," 1"," 1"," 2"," 1"," 3"," 1","15","15"," 1"," 1"," 2"," 1"," 3"," 3"," 2"," 2"
"ENSG00000005156","13","12","24","22","16","11"," 0"," 0","21","18","22","30","23","28","25","24"
"ENSG00000005175","2","1","0","0","1","1","0","0","0","0","0","0","4","2","1","2"
"ENSG00000005189","0","0","0","0","1","0","0","0","0","0","0","0","1","1","1","1"
"ENSG00000005194"," 3"," 1"," 5"," 3"," 9"," 5"," 0"," 0"," 4"," 5"," 6","10","10"," 7"," 5"," 8"
"ENSG00000005206","14","15","13","11"," 9","13"," 0"," 0","18","20","16","11","28","24","24","29"
"ENSG00000005238","50","51","14","13","27","18"," 0"," 0","29","30"," 9"," 8","33","33","46","40"
"ENSG00000005243"," 2"," 5"," 1"," 3"," 5"," 1"," 0"," 0","34","29"," 3"," 4"," 6","12"," 8"," 5"
"ENSG00000005249","1","1","1","1","1","0","0","0","2","3","1","1","3","3","1","1"
"ENSG00000005302","13"," 5"," 5"," 5","13"," 8"," 0"," 0","27","29"," 8"," 7","13","12","25","23"
"ENSG00000005339"," 99"," 83"," 81"," 79"," 78"," 84"," 32"," 31","110"," 99"," 69"," 63"," 94"," 91","120","111"
"ENSG00000005379","45","38","31","30","29","36","28","29","46","47","33","33","31","36","16","13"
"ENSG00000005381","0","1","0","0","4","5","0","0","0","0","0","0","2","1","0","0"
"ENSG00000005421"," 8","10"," 0"," 0"," 2"," 1","56","46"," 0"," 0"," 0"," 0"," 1"," 0"," 1"," 3"
"ENSG00000005436","1","1","3","3","1","0","0","0","0","0","5","4","8","6","5","4"
"ENSG00000005448"," 8"," 8"," 9","10"," 5"," 3"," 0"," 0"," 0"," 0"," 4"," 5"," 4"," 4"," 5"," 5"
"ENSG00000005469","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0"
"ENSG00000005483","31","34","16","15","28","29"," 9"," 8","32","27","27","21","25","24","41","49"
"ENSG00000005486","269","255","277","269","192","224","120","117","180","171","145","126","229","234","247","248"
"ENSG00000005513","27","22","15","15"," 8","10"," 0"," 0","14","13"," 8"," 6","25","24","39","35"
"ENSG00000005700"," 2"," 2"," 0"," 0"," 7"," 1"," 0"," 0","12","16"," 2"," 2","13","10"," 6"," 5"
"ENSG00000005801"," 9","10"," 1"," 2"," 6"," 4"," 0"," 0"," 7"," 7"," 4"," 3","12"," 9","10","11"
"ENSG00000005810","32","32","23","22","58","40","50","48","50","42","26","21","45","47","49","46"
"ENSG00000005812","0","1","1","1","2","0","0","0","0","0","1","1","3","3","5","4"
"ENSG00000005844","10","10"," 2"," 4"," 3","16","17","26"," 8"," 6"," 3"," 3"," 7"," 6","14","13"
"ENSG00000005882","202","198"," 68"," 68","112","152"," 22"," 20"," 91"," 86"," 46"," 43"," 93"," 85","166","152"
"ENSG00000005884","34","40","17","16","42","21","21","16","54","48","38","41","31","34","23","15"
"ENSG00000005889"," 4"," 3"," 1"," 1"," 7"," 4"," 0"," 0"," 1"," 1"," 0"," 0","18","15"," 8","13"
"ENSG00000005893","54","57","13","11","24","15","43","35","16","16","16","17","47","41","95","93"
"ENSG00000005961","12"," 9"," 1"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 2"," 1"," 2"," 1"," 2"," 1"
"ENSG00000005981"," 9"," 8"," 0"," 0"," 1"," 1","13","23"," 1"," 0"," 0"," 0"," 4"," 3"," 4"," 4"
"ENSG00000006007"," 8"," 7"," 5"," 5","11"," 9"," 6"," 9"," 6"," 5"," 7"," 5","14","14","21","20"
"ENSG00000006015","11"," 8"," 4"," 3"," 4"," 3"," 0"," 0"," 5"," 5","19","17"," 4"," 6"," 6"," 7"
"ENSG00000006016"," 7"," 6","10"," 8"," 7","14"," 0"," 0","36","28","28","26"," 1"," 1"," 0"," 1"
"ENSG00000006025","44","41","13","11","19","36","10","10","38","35","14","12","32","34","34","34"
"ENSG00000006042"," 39"," 32"," 17"," 13"," 21","  4"," 73"," 61","  4","  6"," 21"," 30"," 91","101","139","149"
"ENSG00000006047","0","0","2","2","1","0","0","0","0","0","1","1","0","0","1","1"
"ENSG00000006062","11","12"," 6"," 5"," 8"," 4"," 0"," 0"," 8"," 8"," 2"," 2"," 8"," 7"," 6"," 6"
"ENSG00000006071"," 20"," 25"," 20"," 18"," 33"," 35","545","433"," 92"," 88"," 42"," 34"," 22"," 16"," 11","  6"
"ENSG00000006116","2","2","6","6","8","6","1","0","4","4","8","7","2","2","1","1"
"ENSG00000006118"," 76"," 75","130","126"," 68"," 46"," 53"," 44"," 92"," 99","113","105","144","158"," 62"," 62"
"ENSG00000006125","41","43","34","33","55","38","34","32","54","51","36","35","83","83","80","82"
"ENSG00000006128","2","3","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"ENSG00000006194","8","9","4","3","4","3","0","0","0","0","2","3","5","6","7","8"
"ENSG00000006210","37","35","29","27","39","32"," 0"," 0","24","24","31","32","61","57","19","18"
"ENSG00000006282"," 70"," 73"," 36"," 37"," 26"," 21","108"," 85"," 72"," 61"," 49"," 53"," 93"," 84"," 51"," 57"
"ENSG00000006283"," 2"," 2"," 1"," 1"," 1"," 1","41","38"," 8"," 7"," 9","10"," 6"," 7"," 3"," 2"
"ENSG00000006327","1","1","3","4","2","0","0","0","4","9","0","0","8","8","5","3"
"ENSG00000006377"," 1"," 1","10"," 8"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"ENSG00000006432"," 5"," 6"," 2"," 2","11"," 9"," 3"," 2","19","19"," 8"," 7","14","13"," 7"," 7"
"ENSG00000006451","2","2","2","4","1","1","0","0","0","0","0","0","4","5","3","3"
"ENSG00000006453","1","1","2","3","2","1","0","0","0","0","0","0","0","1","0","0"
"ENSG00000006459","1","2","1","1","3","2","0","0","2","1","2","1","7","6","3","4"
"ENSG00000006468"," 2"," 3"," 8","11","17","26"," 0"," 0"," 9"," 8","15","14"," 8"," 6","13","12"
"ENSG00000006530"," 5"," 5","12","12"," 4","11"," 0"," 0"," 7"," 6"," 4"," 6","14","10","14","16"
"ENSG00000006534","1","3","4","3","1","1","0","0","2","2","1","2","5","3","5","4"
"ENSG00000006555","3","1","3","4","1","1","0","0","0","0","0","0","1","1","1","2"
"ENSG00000006576"," 3"," 3"," 6"," 6"," 2"," 6"," 0"," 0","13","14"," 1"," 1"," 5"," 4"," 3"," 5"
"ENSG00000006607","35","33","17","15","19","22"," 1"," 0","24","16","22","23","50","38","76","62"
"ENSG00000006611","10"," 9","11","14","19","27"," 0"," 0"," 2"," 3","10"," 9","35","37","76","70"
"ENSG00000006625","0","0","2","1","0","0","0","0","1","3","0","0","4","7","3","3"
"ENSG00000006634","0","0","0","0","0","0","0","0","0","0","7","7","0","1","3","1"
"ENSG00000006638","0","0","1","1","0","2","0","0","2","2","1","1","1","0","1","2"
"ENSG00000006652","34","48","31","32","12"," 6","53","57","10","11","32","30","46","53","53","48"
"ENSG00000006695"," 2"," 2"," 3"," 3"," 4"," 3"," 0"," 0"," 8"," 5"," 7"," 7","12"," 9"," 6"," 6"
"ENSG00000006704"," 7"," 7","24","24","11"," 6"," 6"," 5","19","18"," 9"," 9","42","39","17","16"
"ENSG00000006712"," 70"," 65"," 75"," 75"," 43"," 35"," 20"," 18"," 27"," 30"," 58"," 63"," 78"," 74","145","141"
"ENSG00000006715"," 2"," 6"," 9","10"," 9","14"," 4"," 3","10"," 7"," 1"," 2","12","15","18","19"
"ENSG00000006740","60","42"," 9"," 7","53","53","54","61","43","44","12","13","23","26","20","17"
"ENSG00000006744","15","13","32","39","30","26","31","26","18","16","24","19","22","39","46","48"
"ENSG00000006747"," 4"," 3"," 1"," 1"," 2"," 1","52","53"," 0"," 0"," 0"," 0"," 5"," 4"," 4"," 4"
"ENSG00000006756","3","3","6","5","2","5","9","8","0","1","1","1","6","5","3","3"
"ENSG00000006757"," 1"," 2"," 4"," 3"," 4"," 0"," 0"," 0"," 2"," 2"," 0"," 1","13","13","13","10"
"ENSG00000006831"," 7"," 6"," 9"," 8"," 9"," 7"," 0"," 0"," 6"," 6"," 9","10","32","32","38","37"
"ENSG00000006837","0","0","4","2","1","2","0","0","0","0","4","3","6","4","8","7"
"ENSG00000007001","0","0","2","2","6","2","4","5","2","2","6","6","1","2","1","1"
"ENSG00000007047","24","26","20","19","22","16","62","54","27","30","21","21","25","19","12","14"
"ENSG00000007062"," 0"," 1"," 0"," 0"," 1"," 3"," 0"," 0"," 0"," 0"," 0"," 0"," 7"," 4","11"," 9"
"ENSG00000007080","24","29"," 7"," 9","12"," 8","14","11"," 4"," 5","16","19","15","15","12","16"
"ENSG00000007129","2","1","0","0","0","0","0","0","0","0","0","0","3","3","1","1"
"ENSG00000007168","13","17","11"," 9","32","20"," 0"," 0","16","11","15","12","46","42","56","53"
"ENSG00000007171","2","2","2","2","1","0","0","0","3","3","1","1","1","1","2","2"
"ENSG00000007174"," 2"," 3"," 3"," 4"," 6"," 2","21","19"," 0"," 0"," 4"," 5"," 7"," 8","19","15"
"ENSG00000007202"," 62"," 58"," 27"," 26"," 55"," 50"," 44"," 38"," 62"," 54"," 31"," 34","148","147"," 98"," 96"
"ENSG00000007237"," 81"," 89"," 72"," 70"," 97"," 62"," 67"," 72","113","117"," 83"," 90","199","191","329","304"
"ENSG00000007255"," 0"," 0","14","10"," 2"," 0"," 0"," 0"," 2"," 9"," 5"," 5"," 5","11","14","11"
"ENSG00000007264"," 2"," 1","10","10"," 6"," 4"," 0"," 0"," 7"," 8","16","22"," 6"," 3"," 1"," 1"
"ENSG00000007341","10"," 7"," 7"," 7"," 9"," 2","63","61","10"," 5"," 6"," 7","13","11","15","14"
"ENSG00000007372","29","36","24","21","47","39","26","17","70","60","20","18","14","10","20","14"
"ENSG00000007376","7","3","3","3","2","2","0","0","3","3","5","6","4","7","4","6"
"ENSG00000007384","17","20","12"," 9","15","18"," 0"," 0","11","14","26","32","23","24","29","25"
"ENSG00000007392","10","11","13","10","11"," 5"," 0"," 0","10"," 8","10","10","27","23","15","18"
"ENSG00000007402","13"," 9"," 7"," 6"," 4"," 3"," 1"," 0","11","11"," 7"," 9","24","21","11","10"
"ENSG00000007516","22","24"," 3"," 3","13","19","46","47","22","28","28","28","17","22","13"," 9"
"ENSG00000007520","0","0","1","0","2","0","0","0","0","0","1","1","7","9","4","4"
"ENSG00000007541","27","28","64","48","25","12"," 3"," 3","29","38","69","67","36","42","33","30"
"ENSG00000007545"," 6"," 9","36","25","33","17"," 7"," 6","52","53","29","33","52","49","42","37"
"ENSG00000007866","23","28"," 7"," 9"," 7"," 3"," 0"," 0","28","25"," 5"," 5"," 9","19","13","16"
"ENSG00000007923","11","14","17","14","19"," 9","18","17","17","16","20","19","22","24","16","13"
"ENSG00000007944","2","3","1","1","1","0","0","0","0","0","1","1","5","5","4","4"
"ENSG00000008018","0","0","1","1","1","0","0","0","0","0","1","1","1","2","4","4"
"ENSG00000008056","25","26","22","22","78","68","31","28","97","94","63","59","33","32","19","20"
"ENSG00000008083","7","9","4","4","5","5","8","8","4","6","6","6","7","6","8","8"
"ENSG00000008086","34","27","19","18","16","24"," 7","10","29","25","34","33","18","21","26","26"
"ENSG00000008118","30","28","20","18","10","15"," 0"," 0","13","13"," 8"," 8"," 6"," 7"," 1"," 2"
"ENSG00000008128","40","43","26","23","16","37"," 0"," 0","67","73","31","24","45","46","31","34"
"ENSG00000008130","68","48","29","35","17","15","62","60","38","40","28","29","43","52","42","41"
"ENSG00000008226","0","1","1","1","1","1","0","0","0","0","2","1","2","2","1","1"
"ENSG00000008256","14","12"," 6"," 8","16","23"," 3"," 3","60","56","21","21","31","15","22","16"
"ENSG00000008277"," 2"," 2"," 2"," 2"," 6"," 2"," 4"," 4"," 4"," 4"," 4"," 5","13","10","11"," 8"
"ENSG00000008282"," 8"," 6"," 2"," 3"," 6"," 2"," 0"," 0"," 6"," 4"," 1"," 1","14","13","11","10"
"ENSG00000008283"," 0"," 0"," 8"," 7"," 4"," 2"," 0"," 0"," 8"," 9","16","17"," 5"," 6"," 3"," 4"
"ENSG00000008294"," 99"," 87"," 34"," 25"," 70"," 44","109"," 89"," 46"," 47"," 35"," 31","118","139","146","149"
"ENSG00000008300","16","16"," 5"," 5"," 9"," 9","10","11","12","11"," 8"," 8"," 9"," 8"," 8"," 7"
"ENSG00000008311","4","4","2","1","1","3","6","6","4","3","3","3","7","6","4","5"
"ENSG00000008324","7","8","0","0","1","4","0","0","0","0","0","0","1","1","5","5"
"ENSG00000008382"," 2"," 1"," 5"," 3"," 2"," 0"," 0"," 0"," 9"," 8"," 7"," 9","14","18"," 6"," 4"
"ENSG00000008394","111"," 56","295","266","109","114"," 65"," 67"," 46"," 39"," 89"," 81","287","284","201","201"
"ENSG00000008405","7","3","5","5","3","0","0","0","0","0","8","7","8","5","9","6"
"ENSG00000008438","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"ENSG00000008441","102","110"," 91"," 93","105"," 76"," 50"," 48","140","147"," 97"," 97","111","112","143","157"
"ENSG00000008513","18","21"," 5"," 5","12","26"," 0"," 0","25","19","12"," 9","33","28","19","18"
"ENSG00000008516","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0"
"ENSG00000008517","15","16","11","10","13"," 4"," 0"," 0"," 6"," 7"," 8"," 8","14","15"," 9","11"
"ENSG00000008710"," 92","102"," 78"," 83"," 96","101","123","118","234","231","120","107","155","157","120","122"
"ENSG00000008735"," 9"," 8"," 9"," 9","15","12"," 0"," 0","20","19","21","22","26","26"," 8"," 7"
"ENSG00000008838","101"," 93"," 79"," 73"," 54"," 70","113","131","141","137","109","103"," 86"," 93","118","126"
"ENSG00000008853","43","43","53","52","32","50","12","11","28","26","34","35","29","37","26","29"
"ENSG00000008869","4","4","3","2","4","2","0","0","2","1","1","1","9","9","6","6"
"ENSG00000008952","20","16"," 3"," 4","10","20"," 0"," 0"," 9","17"," 6"," 4","32","35","21","26"
"ENSG00000008988"," 39"," 38"," 11"," 11"," 35"," 36","  0","  0"," 12"," 18"," 33"," 25","122","135"," 62"," 56"
"ENSG00000009307","37","35","14","13","33","37"," 0"," 0","45","45","14","14","95","84","74","80"
"ENSG00000009335"," 9"," 8","10"," 9"," 7"," 4"," 0"," 0"," 4"," 4"," 6"," 4","17","16","13"," 9"
"ENSG00000009413","13","13"," 4"," 4","11"," 5","36","31"," 6"," 6","10"," 9","15","15","10","11"
"ENSG00000009694","1","1","0","0","5","1","0","0","1","1","1","1","2","2","1","0"
"ENSG00000009724","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"ENSG00000009780","1","1","3","2","0","3","0","0","1","1","2","2","2","3","3","3"
"ENSG00000009790"," 0"," 0"," 0"," 0"," 1"," 0","12","12"," 0"," 0"," 0"," 0"," 2"," 2"," 1"," 3"
"ENSG00000009830","52","54","33","26","40","42"," 8"," 9","14","12","52","61","48","48","66","64"
"ENSG00000009844","19","13"," 8"," 8","18","11","11","10","13","16","11"," 9","10","13","32","36"
"ENSG00000009950","12","10","10","10","13","34"," 0"," 0","20","21","17","11","15","18","15","15"
"ENSG00000009954","15","16"," 8"," 7","11"," 8"," 0"," 0","11","10","10"," 9","25","24","26","25"
"ENSG00000010017","10","12","12","15","10"," 7"," 0"," 0","15","12","25","31","41","40","18","17"
"ENSG00000010030","0","0","2","2","1","0","0","0","0","0","0","0","2","2","1","0"
"ENSG00000010072","1","7","0","0","2","0","0","0","0","0","4","3","3","3","2","2"
"ENSG00000010165","6","7","6","6","1","0","0","0","5","4","9","8","6","9","6","6"
"ENSG00000010219","57","42","12","17","32","22"," 0"," 0","33","28","25","25","51","50","79","75"
"ENSG00000010244","530","511","366","380","377","272","173","145","493","461","325","339","460","510","775","803"
"ENSG00000010256"," 9","14"," 2"," 3","12"," 6"," 0"," 0"," 8"," 9","51","44","47","36","39","36"
"ENSG00000010270"," 2"," 4","10","10"," 3"," 9"," 0"," 0"," 2"," 4","10","10","23","21","13","15"
"ENSG00000010278"," 71"," 53"," 24"," 23"," 29"," 45","102"," 75"," 12"," 10"," 16"," 19"," 65"," 90","125","144"
"ENSG00000010282"," 99"," 98"," 61"," 60"," 42"," 40"," 87"," 83"," 56"," 50"," 42"," 39","152","162","315","330"
"ENSG00000010292"," 8"," 6","13","15"," 8","10","51","42","14","17","24","23","35","26","33","41"
"ENSG00000010295"," 3"," 4"," 7"," 7"," 6"," 9"," 0"," 0"," 9"," 7","11","11","10"," 9","13","12"
"ENSG00000010310"," 0"," 0"," 1"," 2"," 2"," 0"," 0"," 0"," 0"," 0"," 4"," 5"," 5"," 6"," 8","10"
"ENSG00000010318","0","0","1","0","1","0","0","0","5","3","6","6","5","4","2","2"
"ENSG00000010319"," 2"," 1"," 1"," 1"," 5"," 2"," 0"," 0","12"," 7"," 9"," 8"," 8"," 6"," 4"," 2"
"ENSG00000010322","58","57","39","38","83","51","29","26","92","93","86","78","78","72","67","70"
"ENSG00000010327"," 33"," 34","109","109","100"," 80"," 25"," 22"," 29"," 33","167","142","208","198","163","155"
"ENSG00000010361","13","11"," 7"," 6","15"," 7"," 0"," 0","15","14"," 9","10","20","23","28","30"
"ENSG00000010379","30","28"," 8"," 7","14"," 6"," 0"," 0"," 4"," 4","12","18","23","13","10"," 7"
"ENSG00000010404","403","386","598","570","725","533","355","377","506","481","998","990","378","423","251","259"
"ENSG00000010438"," 0"," 0"," 0"," 0"," 4","26"," 0"," 0"," 2"," 3"," 5"," 4"," 1"," 1"," 2"," 0"
"ENSG00000010539"," 0"," 0"," 5"," 5"," 3"," 1","15","10"," 0"," 0"," 1"," 0"," 4"," 5"," 3"," 2"
"ENSG00000010610","15","13"," 3"," 3","12"," 5"," 0"," 0"," 8"," 8"," 6"," 7","17","15","19","23"
"ENSG00000010626","19","19","14","15","10","18","16","17","24","19"," 2"," 2"," 6"," 4","13","14"
"ENSG00000010671","0","0","0","0","1","0","0","0","0","0","0","0","3","1","2","3"
"ENSG00000010704","0","0","2","2","0","0","0","0","0","0","0","0","3","4","1","2"
"ENSG00000010803","30","41","10","13","32","39","29","31","25","35","24","29","30","34","47","50"
"ENSG00000010810","142","183"," 59"," 60","140","100","185","155"," 97","101"," 53"," 50","200","203","192","203"
"ENSG00000010818","27","25","13","12","31","23","21","18","26","25","19","18","26","27","20","21"
"ENSG00000011007","10","10"," 6"," 5"," 7"," 7"," 0"," 0"," 6"," 5"," 8"," 7","21","17","19","16"
"ENSG00000011009","14","14","10","10","13"," 5"," 0"," 0","15","14","10"," 7","28","31","23","20"
"ENSG00000011021","22","23","25","23","29","27","33","30","26","25","21","21","45","44","53","51"
"ENSG00000011028","3","4","5","4","1","0","0","0","1","2","2","2","7","7","7","6"
"ENSG00000011052","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000011083"," 0"," 0"," 0"," 0"," 2"," 0"," 0"," 0"," 3"," 4","11","12"," 1"," 3"," 1"," 0"
"ENSG00000011105"," 4"," 7","10"," 5"," 3"," 2"," 5"," 4"," 4"," 3"," 5"," 4"," 6"," 5"," 3"," 2"
"ENSG00000011114"," 7","10"," 9","11"," 8"," 9"," 0"," 0"," 6"," 6"," 7"," 5","15","16","11","13"
"ENSG00000011132","36","34","34","30","16"," 9"," 0"," 0","34","33","31","28","48","52","35","32"
"ENSG00000011143"," 1"," 2"," 2"," 2"," 4"," 3","33","32"," 1"," 3"," 1"," 1"," 7"," 8"," 4"," 7"
"ENSG00000011198"," 1"," 2"," 3"," 3"," 3"," 3"," 0"," 0"," 0"," 0"," 3"," 4","10"," 9"," 8"," 5"
"ENSG00000011201","11"," 9"," 5"," 5"," 3"," 4"," 4"," 3"," 3"," 3"," 3"," 3"," 7"," 6"," 5"," 5"
"ENSG00000011243","108"," 99"," 66"," 59"," 56"," 35","  0","  0"," 40"," 44"," 82"," 82"," 47"," 52"," 67"," 58"
