"","GSM5800224","GSM5800225","GSM5800226","GSM5800227","GSM5800228","GSM5800229","GSM5800230","GSM5800231","GSM5800232","GSM5800233","GSM5800234","GSM5800235","GSM5800236","GSM5800237","GSM5800238","GSM5800239"
"ENSG00000107897","1","3","2","1","2","2","0","0","0","0","2","2","7","7","6","4"
"ENSG00000107902","195","192"," 88"," 80"," 38"," 26"," 53"," 57"," 86"," 92"," 27"," 26","164","169","341","350"
"ENSG00000107929","14","16"," 9"," 9","13","10"," 6"," 6","10"," 9","11","10","24","31","29","27"
"ENSG00000107937","9","9","1","1","4","0","0","0","1","1","0","1","6","6","9","8"
"ENSG00000107938","3","2","3","2","2","1","0","0","3","3","4","1","8","6","8","6"
"ENSG00000107949","6","5","7","3","2","1","0","0","1","1","8","7","3","4","2","1"
"ENSG00000107951","0","0","2","1","2","2","0","0","1","1","1","1","4","3","3","3"
"ENSG00000107954","51","57","57","51","40","50"," 4"," 5","84","69","57","52","14","11"," 9"," 4"
"ENSG00000107957","36","35","18","19","27","28","16","15","46","45","18","20","44","40","54","58"
"ENSG00000107959","19","24","11"," 9","16","20","18","16","23","24","11","10","47","49","29","30"
"ENSG00000107960","11"," 8"," 5"," 5","18"," 3"," 0"," 0","13","11"," 8"," 6","24","22","23","20"
"ENSG00000107968"," 4"," 3"," 1"," 1"," 2"," 3","79","67"," 1"," 1"," 1"," 1"," 3"," 4"," 3"," 3"
"ENSG00000108001","0","0","0","0","0","0","0","0","0","0","0","0","6","6","3","2"
"ENSG00000108010"," 0"," 0"," 1"," 1","12"," 2"," 0"," 0"," 8"," 7"," 3"," 3"," 8"," 9"," 8"," 7"
"ENSG00000108018","8","4","2","2","2","3","4","4","7","8","8","8","5","4","1","1"
"ENSG00000108021"," 6"," 5"," 5"," 3","12"," 9","13","11","12","15"," 7"," 5","24","24","12","14"
"ENSG00000108039","25","46","30","32","34","64"," 3"," 3","25","24","56","64","63","43","66","64"
"ENSG00000108055","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"ENSG00000108061","1","1","1","1","6","2","0","0","1","1","1","1","7","8","3","3"
"ENSG00000108064","0","0","0","0","0","0","0","0","0","0","0","0","5","2","0","0"
"ENSG00000108091","16","16"," 8"," 8","14","13"," 5"," 4"," 9","10"," 7"," 8","13","13","11","12"
"ENSG00000108094"," 5"," 7"," 1"," 0"," 5"," 4"," 0"," 0"," 1"," 1"," 0"," 1","10"," 7"," 6"," 5"
"ENSG00000108100","20","23"," 7"," 7","12"," 9"," 0"," 0"," 9"," 8","10","10","21","18","21","17"
"ENSG00000108106","14","13"," 7"," 8","11"," 7","44","52","15","14"," 8"," 7","18","22","21","21"
"ENSG00000108107","288","283","376","358","386","424","238","234","400","394","149","143","581","609","735","755"
"ENSG00000108175"," 56"," 68","153","166"," 81"," 29"," 82"," 76","133","136","102","115","265","204","220","212"
"ENSG00000108176"," 1"," 0"," 1"," 1"," 3"," 3"," 0"," 0"," 4"," 5"," 4"," 4"," 8"," 9","12","14"
"ENSG00000108179","16","19","20","19","10","15"," 0"," 0"," 7"," 7","15","14","37","35","32","34"
"ENSG00000108187","0","0","0","0","1","1","0","0","0","0","0","0","2","2","2","3"
"ENSG00000108219"," 54"," 52","147","147"," 46"," 35"," 24"," 25"," 42"," 45","128","119"," 56"," 66"," 80"," 78"
"ENSG00000108231","10","13","10"," 7","21"," 1","11"," 7","12"," 8","18","22","14","17","12"," 8"
"ENSG00000108239"," 6"," 6"," 3"," 2"," 4"," 2"," 0"," 0"," 3"," 3"," 8"," 7","11","12","13","14"
"ENSG00000108256"," 7","10"," 3"," 3","33","60","10"," 8","41","48"," 4"," 7","18","28","41","57"
"ENSG00000108262","373","387","325","320","284","325","147","142","340","347","321","306","204","239","319","335"
"ENSG00000108298","177","171"," 57"," 51"," 90"," 80","139","124"," 52"," 46"," 82"," 88","247","234","235","238"
"ENSG00000108306","5","5","3","4","7","5","3","2","9","8","6","5","9","9","8","8"
"ENSG00000108309","204","209","133","133","126"," 95"," 16"," 20","138","136","189","198"," 93"," 98"," 97"," 86"
"ENSG00000108312","30","23","38","37","18","34","14","13","41","41","27","25","84","65","62","54"
"ENSG00000108342"," 8"," 7"," 6"," 6","12"," 5","12","12","17","22"," 6"," 7","16","16"," 9"," 9"
"ENSG00000108344","18","18","17","17","18","17","43","38","21","23","18","20","37","43","56","51"
"ENSG00000108349","262","277"," 86"," 92","240","169"," 95"," 75","295","286"," 84"," 89","200","186","349","376"
"ENSG00000108352","16","17","17","14","54","43"," 6"," 8","41","41","20","20","13","12"," 8"," 7"
"ENSG00000108370","13","12","10","11"," 2"," 6"," 0"," 0"," 1"," 1"," 4"," 4"," 7"," 6"," 3"," 4"
"ENSG00000108375","2","2","4","5","2","1","0","0","4","3","2","1","1","1","1","1"
"ENSG00000108379"," 0"," 0"," 1"," 0"," 4"," 6"," 0"," 0","13","13"," 5"," 5","16","15"," 7","11"
"ENSG00000108381","16","14"," 5"," 4"," 8"," 4"," 5"," 4"," 7"," 6"," 5"," 4","12","11","19","19"
"ENSG00000108384","1","0","0","0","2","4","0","0","2","2","0","0","6","4","2","3"
"ENSG00000108387"," 87"," 89"," 65"," 73","103"," 47"," 37"," 31","139","158"," 36"," 35","155","138","309","309"
"ENSG00000108389"," 8","10","22","19","13"," 8"," 0"," 0","22","16","28","20","21","23","33","39"
"ENSG00000108395","2","1","1","0","4","4","0","0","1","1","3","8","7","8","3","4"
"ENSG00000108405","0","1","0","0","1","2","0","0","0","0","0","0","0","1","1","1"
"ENSG00000108406","2","2","3","3","3","2","0","0","2","1","0","2","5","6","5","5"
"ENSG00000108423","3","1","0","0","1","1","0","0","0","0","3","3","4","4","4","3"
"ENSG00000108424","21","21","30","27","36","34","38","32","22","19","50","44","83","74","72","69"
"ENSG00000108433","43","56","16","20","14","16"," 0"," 0","20","17","21","19","23","20","40","40"
"ENSG00000108439"," 5"," 4"," 2"," 1"," 5"," 1"," 0"," 0"," 9"," 6"," 5"," 4","11"," 8"," 5"," 7"
"ENSG00000108443"," 4"," 4"," 5"," 5"," 8"," 6"," 0"," 0"," 9"," 6","14","12","32","30","17","14"
"ENSG00000108448"," 0"," 0"," 1"," 1"," 4"," 0"," 0"," 0"," 2"," 2"," 6"," 6"," 6"," 4","10"," 7"
"ENSG00000108465","10"," 6","10","11"," 9"," 7"," 0"," 0"," 4"," 3","11","13","29","32","13","14"
"ENSG00000108468","2","3","2","1","2","1","0","0","3","4","3","3","6","6","7","6"
"ENSG00000108469","67","71","34","32","25","16"," 0"," 0","36","28","51","57","40","51","66","56"
"ENSG00000108474","27","37","13","12","11"," 5","35","40","11","14","13","11","23","27","26","25"
"ENSG00000108479"," 3"," 3"," 2"," 1"," 6"," 3","28","29"," 2"," 2"," 4"," 4","17"," 7","15","11"
"ENSG00000108506"," 6"," 5"," 1"," 1"," 2"," 9"," 0"," 0"," 1"," 1","12","10","12"," 9","10","12"
"ENSG00000108509"," 60"," 84"," 89"," 81"," 63"," 49"," 22"," 24"," 99"," 85","121","122"," 52"," 56"," 41"," 48"
"ENSG00000108510","161","149"," 72"," 76"," 96"," 77","202","209"," 67"," 67"," 89"," 91"," 98","102","139","150"
"ENSG00000108515","0","0","0","0","1","0","0","0","0","0","0","0","2","1","2","1"
"ENSG00000108518"," 41"," 30"," 32"," 32"," 46"," 39"," 28"," 18"," 75"," 70"," 24"," 23","104","111"," 83"," 78"
"ENSG00000108523"," 75"," 80","130","134"," 56"," 38"," 86"," 88"," 70"," 69","117","116"," 85","122","160","157"
"ENSG00000108528","13"," 8","10"," 7","11","31"," 0"," 0"," 8","10","14","15","23","19","23","20"
"ENSG00000108551","78","60","40","38","36","29","14","14","44","40","31","29","66","68","38","38"
"ENSG00000108556","0","1","0","0","0","1","0","0","1","1","0","0","1","1","1","1"
"ENSG00000108557","61","49","16","15","35","26","33","28","48","51","34","29","23","26","33","32"
"ENSG00000108559","69","67","16","11","16","17"," 0"," 0","11"," 9","20","20","15","14","22","23"
"ENSG00000108561","0","0","2","0","2","0","0","0","0","0","0","0","8","6","4","5"
"ENSG00000108578"," 8","10","19","21","17"," 3"," 0"," 0"," 3"," 5","19","17","19","22","24","28"
"ENSG00000108582"," 75"," 77"," 22"," 19"," 37"," 33"," 74"," 64"," 30"," 28"," 18"," 15"," 68"," 61","102","120"
"ENSG00000108587","8","9","1","2","7","5","5","4","5","5","1","1","7","6","8","7"
"ENSG00000108588","11","16"," 0"," 0"," 4"," 4"," 0"," 0"," 5"," 4"," 7"," 9"," 8"," 7","11","12"
"ENSG00000108590","1","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"ENSG00000108591","13"," 7","10"," 8"," 7"," 4"," 2"," 1"," 9","11"," 7"," 6","19","18","12","13"
"ENSG00000108592","0","0","3","3","6","3","0","0","2","1","2","1","6","8","8","4"
"ENSG00000108599"," 7"," 6","11","11","18","19","17","14","21","22","10"," 7","23","18","34","30"
"ENSG00000108602","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"ENSG00000108604","30","28","12"," 8","15","11"," 0"," 0","41","44","19","18","28","28","44","50"
"ENSG00000108622","21","16"," 7"," 5","11"," 1","62","52"," 8"," 9","19","17","52","38","22","22"
"ENSG00000108639"," 67"," 56"," 57"," 53"," 22"," 46","  9"," 10"," 31"," 34"," 27"," 27"," 80"," 95","154","139"
"ENSG00000108641","16","17","18","17"," 6"," 3"," 0"," 0"," 1"," 3"," 4"," 4"," 9","16","18","18"
"ENSG00000108651"," 2"," 0"," 5"," 7"," 1"," 0"," 0"," 0","15"," 7"," 0"," 0","14"," 5"," 6"," 5"
"ENSG00000108654"," 90","103"," 78"," 71"," 78"," 34","  2","  1"," 65"," 57"," 40"," 39","243","237","159","179"
"ENSG00000108666","1","0","0","0","0","3","0","0","0","0","0","0","1","1","2","1"
"ENSG00000108669"," 58"," 44"," 52"," 49"," 53"," 24"," 52"," 51"," 35"," 29"," 69"," 58","165","140","161","147"
"ENSG00000108671","16","21","11","10","24"," 3","87","75","34","35","46","41","84","86","67","68"
"ENSG00000108679"," 97"," 81"," 53"," 54"," 43"," 41","131","118"," 36"," 32"," 22"," 21","185","186","220","222"
"ENSG00000108684","1","1","1","3","2","2","0","0","1","1","2","2","1","1","3","2"
"ENSG00000108691"," 94","104"," 45"," 46"," 55"," 55","  0","  0"," 14"," 17"," 21"," 16","136","140"," 34"," 36"
"ENSG00000108733"," 2"," 3"," 3"," 1"," 3"," 2"," 0"," 0"," 2"," 2"," 1"," 1"," 2"," 3","10"," 7"
"ENSG00000108771"," 4"," 3"," 4"," 3"," 3"," 2"," 0"," 0"," 5"," 3"," 5"," 3","11"," 8"," 7"," 4"
"ENSG00000108773","39","38","23","24","31","21","17","19","33","35","32","36","56","57","54","55"
"ENSG00000108774","37","44","46","50","27","20","17","18","29","33","31","30","69","75","70","69"
"ENSG00000108784"," 8","12"," 5"," 5"," 7"," 3","16","13"," 9"," 9","16","15","14"," 9","16","12"
"ENSG00000108785","0","0","0","0","0","0","0","0","0","0","0","0","2","1","2","3"
"ENSG00000108786","5","3","2","3","3","2","0","0","4","4","1","1","3","4","5","5"
"ENSG00000108788"," 3"," 5"," 3"," 4"," 7"," 5"," 9","12"," 5"," 6"," 6"," 5","12","14","11","12"
"ENSG00000108797","14","16","21","23","29","18","20","19","30","29","31","33","32","36","18","18"
"ENSG00000108798","10","13","11"," 9","13","14"," 0"," 0"," 8"," 8"," 3"," 3","24","27","37","36"
"ENSG00000108799"," 71"," 78"," 68"," 71"," 54"," 54","108"," 87","137","119"," 88"," 91"," 91"," 94","115","116"
"ENSG00000108813","0","0","0","0","0","0","0","0","3","3","0","0","0","0","0","0"
"ENSG00000108819","29","25","29","27","46","21","19","20","21","18","33","31","29","28","21","23"
"ENSG00000108821","18","17","12","11"," 3"," 6","41","40"," 4"," 3"," 5"," 5"," 0"," 2"," 4"," 3"
"ENSG00000108823","0","0","3","2","0","0","0","0","0","0","0","0","2","2","1","2"
"ENSG00000108826"," 7"," 9","10","10"," 4"," 2"," 0"," 0"," 6"," 7"," 6"," 7","14"," 9"," 8"," 8"
"ENSG00000108828","19","23","19","19","27","20"," 0"," 0","24","23","13","11","61","63","69","74"
"ENSG00000108829"," 6"," 4"," 6"," 5"," 8"," 4"," 0"," 0"," 7"," 6"," 3"," 3","11"," 9","10"," 8"
"ENSG00000108830","18","19"," 9"," 7"," 9","10","12","14"," 9"," 9"," 5"," 5","54","52","53","53"
"ENSG00000108840"," 50"," 53"," 65"," 64"," 66"," 84"," 48"," 50"," 78"," 84"," 62"," 54","147","160","121","113"
"ENSG00000108846"," 0"," 0"," 2"," 2"," 3"," 2"," 0"," 0"," 2"," 1"," 3"," 3"," 9","10"," 6"," 5"
"ENSG00000108848","13","11"," 1"," 1","13","23","18","16","23","20"," 5"," 7","21","22","20","18"
"ENSG00000108852","25","15","13","13","13","10"," 0"," 0","16","17","19","15","32","31","43","44"
"ENSG00000108854","5","4","3","3","2","4","0","0","2","2","2","1","4","4","6","6"
"ENSG00000108861","25","25","15","16","24","18","24","22","19","17","25","26","49","50","40","41"
"ENSG00000108883","26","17"," 7"," 7","25","14"," 4"," 1","20","16","20","18","34","37","22","27"
"ENSG00000108924","27","28","34","30","35","27","44","44","39","29","60","56"," 9","10"," 9"," 9"
"ENSG00000108932","0","0","4","3","1","0","0","0","1","1","3","3","3","4","1","1"
"ENSG00000108946","45","49","16","15","27","34","44","36","16","15","23","25","43","39","56","57"
"ENSG00000108947"," 9"," 9"," 8"," 7","18","21"," 5"," 5"," 8"," 7"," 6"," 6"," 6"," 4"," 3"," 2"
"ENSG00000108950","3","3","2","3","2","2","0","0","0","0","3","2","4","4","3","3"
"ENSG00000108953","149","136"," 39"," 41","121","110"," 39"," 33","103"," 99"," 48"," 46","209","216","228","216"
"ENSG00000108958","0","0","0","0","0","0","0","0","0","0","0","0","3","2","1","0"
"ENSG00000108960"," 0"," 0"," 4"," 3"," 6","13"," 0"," 0"," 5"," 2"," 0"," 0"," 9","11"," 5"," 7"
"ENSG00000108961"," 0"," 0"," 6"," 6"," 7"," 3"," 0"," 0"," 3"," 3"," 2"," 3","17","23","12","10"
"ENSG00000108963"," 60"," 52"," 65"," 64"," 80"," 75"," 67"," 60","146","139"," 89"," 81"," 50"," 53"," 83"," 70"
"ENSG00000108984","1","1","1","1","1","0","0","0","0","0","0","1","3","3","5","4"
"ENSG00000109016","1","4","0","0","1","2","0","0","0","0","2","2","7","6","2","2"
"ENSG00000109046"," 66"," 72"," 41"," 42"," 41"," 14"," 72"," 54"," 32"," 29"," 21"," 17","120","120","202","211"
"ENSG00000109047","0","0","0","1","2","1","0","0","4","3","0","0","0","0","0","0"
"ENSG00000109062","381","353"," 51"," 55"," 91","125"," 69"," 88","149","188"," 49"," 44"," 95","128","174","199"
"ENSG00000109063","1","0","9","7","2","1","0","0","1","0","0","0","5","4","4","4"
"ENSG00000109065","13","24"," 5"," 4"," 5","10"," 0"," 0"," 0"," 0"," 3"," 5","10"," 8"," 7"," 7"
"ENSG00000109066"," 9"," 8","12"," 8"," 6"," 3"," 7"," 7","14"," 9","16","13","13","10","18","19"
"ENSG00000109072","1","3","1","1","3","0","0","0","4","4","1","1","1","1","1","1"
"ENSG00000109079","24","19","18","18","23","37","12","10","18","22","16","15","23","24","31","33"
"ENSG00000109083","14","10"," 4"," 4"," 8"," 3"," 0"," 0","17","12"," 6"," 6","17","18","24","26"
"ENSG00000109084","10","13"," 2"," 3","12"," 4"," 0"," 0"," 0"," 1","16","13"," 7"," 9"," 8","11"
"ENSG00000109089","14","14","14","13"," 7"," 8","22","17","16","15"," 6"," 7","22","22","35","34"
"ENSG00000109099","116","102"," 68"," 66"," 55"," 40","  7","  7"," 94"," 85"," 38"," 38","114","117","224","224"
"ENSG00000109103"," 3"," 3"," 9","11","23","15","25","19","10","11","13","13","15","16","13","15"
"ENSG00000109107","392","390","248","245","139","130","230","248","338","336","265","264","377","375","334","325"
"ENSG00000109111","100","104"," 21"," 27"," 55"," 61","  5","  5"," 54"," 57"," 25"," 20"," 68"," 63"," 45"," 56"
"ENSG00000109113","13"," 8","17","19","16"," 2"," 0"," 0"," 6"," 8","43","29","39","32","12","11"
"ENSG00000109118"," 67"," 72"," 32"," 40"," 58"," 23","202","190"," 44"," 54"," 41"," 38"," 54"," 65"," 57"," 68"
"ENSG00000109133","17","13","11","12","11","15","65","63"," 8"," 7"," 2"," 2","25","18","35","31"
"ENSG00000109158","24","22"," 9","10"," 4"," 8","20","18"," 5"," 4","26","23"," 3"," 3"," 1"," 2"
"ENSG00000109171"," 70"," 56"," 69"," 62"," 90"," 51","108"," 96","109"," 84"," 62"," 63","127","127","147","124"
"ENSG00000109180","135","108"," 79"," 81"," 86"," 28"," 94"," 73"," 94"," 94"," 88"," 95","149","146","152","150"
"ENSG00000109184","29","26"," 5"," 3","13","10"," 9","10"," 6"," 5"," 9"," 5","26","22","28","21"
"ENSG00000109189"," 8","10"," 5"," 6"," 6","10"," 6"," 5","13","13"," 8","10","13","14","12","14"
"ENSG00000109205","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000109220","0","0","2","2","3","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000109265"," 3"," 3"," 2"," 3"," 6"," 6"," 2"," 3","14","12"," 6"," 6","18","17","12","14"
"ENSG00000109270","1","2","3","2","2","1","0","0","3","3","1","1","3","2","1","1"
"ENSG00000109320"," 6"," 5"," 1"," 1"," 4"," 4"," 0"," 0"," 1"," 1"," 3"," 3","10"," 9"," 8"," 6"
"ENSG00000109323"," 6","12"," 5"," 6"," 2"," 3"," 3"," 3"," 1"," 1"," 8"," 8"," 7"," 7"," 7"," 6"
"ENSG00000109332","275","259"," 67"," 59","156"," 83","352","336"," 92"," 97"," 79"," 80","281","263","277","264"
"ENSG00000109339"," 31"," 33"," 16","  9"," 59"," 69"," 96"," 95"," 53"," 52"," 41"," 41","117","117"," 67"," 76"
"ENSG00000109381","14","12"," 5"," 4","10","26","39","41"," 2"," 1"," 7"," 5","22","26","21","21"
"ENSG00000109390"," 1"," 4","15","13","10"," 0","78","56","18","14"," 4"," 5","10","10"," 8"," 9"
"ENSG00000109436","13"," 3"," 5"," 5"," 5"," 2"," 0"," 0"," 5"," 6"," 4"," 3","13","15"," 6"," 9"
"ENSG00000109445"," 0"," 0"," 1"," 0"," 2"," 7"," 0"," 0"," 0"," 0"," 0"," 0","14"," 9"," 4"," 7"
"ENSG00000109452"," 2"," 1"," 2"," 2"," 2"," 1"," 0"," 0"," 9","12"," 0"," 0"," 6"," 8"," 2"," 1"
"ENSG00000109458","230","229","101","102"," 92","110"," 44"," 42","119","109"," 85"," 73","128","133","302","277"
"ENSG00000109466"," 7"," 5"," 0"," 0"," 2"," 2"," 0"," 0"," 0"," 0"," 2"," 1","12","14"," 3"," 7"
"ENSG00000109472"," 71"," 67"," 30"," 31"," 47"," 61"," 36"," 36"," 44"," 42"," 66"," 58","120","113"," 65"," 72"
"ENSG00000109475"," 9"," 3"," 8"," 4"," 6"," 9"," 0"," 0"," 0"," 0","14","13","22","22","23","25"
"ENSG00000109501","53","45","77","74","24","33","65","80","32","32","29","27","44","40","40","41"
"ENSG00000109519","0","1","1","1","1","0","0","0","1","1","1","1","4","6","4","2"
"ENSG00000109534","6","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000109536","1","1","1","1","1","4","0","0","6","5","0","0","5","3","4","6"
"ENSG00000109572"," 9"," 7"," 1"," 1"," 4"," 3"," 0"," 0"," 2"," 2"," 2"," 2","14","11","12","12"
"ENSG00000109576","31","27"," 5"," 5"," 3"," 1","13","14","21","20"," 6"," 7","18","18","19","17"
"ENSG00000109586","3","3","1","1","2","1","0","0","2","2","2","2","6","5","5","4"
"ENSG00000109606","21","16","59","58","25","43","54","47","43","40","65","60","27","24","48","45"
"ENSG00000109610"," 9","10"," 9","10","12"," 6"," 0"," 0","21","19","11"," 7","21","28","13","15"
"ENSG00000109618","0","0","0","0","3","0","0","0","0","0","0","0","1","1","1","0"
"ENSG00000109625","2","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000109654","214","221","101","102"," 95","127","215","189","118","121","104","104","229","240","266","244"
"ENSG00000109667","0","0","0","0","1","0","0","0","0","0","3","2","2","2","4","5"
"ENSG00000109670","1","1","5","4","4","1","4","4","2","4","8","5","4","5","2","1"
"ENSG00000109680"," 0"," 0"," 2"," 2"," 2"," 1","21","16"," 0"," 0"," 1"," 1"," 3"," 2"," 2"," 3"
"ENSG00000109685","18","11"," 5"," 5","19","16"," 0"," 0","21","15","17","20","20","35","24","24"
"ENSG00000109686","59","52","30","28","55","20"," 0"," 1","32","30","25","20","37","61","87","75"
"ENSG00000109689"," 8","14","23","21","18"," 6"," 0"," 0","11","13"," 2"," 1","11","16","20","20"
"ENSG00000109736","21","22","40","41","11","15","32","26","15","12","28","26","37","37","22","22"
"ENSG00000109738"," 0"," 0"," 0"," 0"," 7"," 1"," 0"," 0"," 8"," 8"," 3"," 3","14"," 8"," 3"," 2"
"ENSG00000109743","0","0","1","1","0","0","0","0","0","0","0","0","1","2","1","1"
"ENSG00000109756"," 8"," 8","10","13","26","12","46","30","39","34","14","15","33","34","15","20"
"ENSG00000109758","4","1","8","7","1","0","0","0","5","2","6","7","1","1","1","0"
"ENSG00000109762","2","2","1","0","2","2","0","0","2","1","2","2","5","5","3","3"
"ENSG00000109771","7","6","4","2","2","2","0","0","0","0","0","0","2","3","6","6"
"ENSG00000109775","4","1","0","0","4","0","0","0","2","2","2","1","2","3","3","2"
"ENSG00000109787","30","25","22","24","17","15"," 0"," 0","11","11"," 8"," 9","21","17","29","30"
"ENSG00000109790"," 2"," 2"," 2"," 2","10"," 1"," 0"," 0"," 2"," 2"," 3"," 3","16","14","13","11"
"ENSG00000109794"," 1"," 2"," 1"," 1"," 6"," 1","12","14"," 0"," 0"," 3"," 2"," 9"," 6"," 8"," 7"
"ENSG00000109814","4","3","0","0","0","1","0","0","0","0","1","0","2","2","4","2"
"ENSG00000109819","18","18","18","16"," 9","44"," 0"," 0","30","40","15","14","13","16","13","12"
"ENSG00000109832"," 1"," 1"," 1"," 1"," 3"," 0"," 3"," 2","10","11","10"," 8"," 4"," 5"," 1"," 1"
"ENSG00000109846"," 658"," 673","1147","1121"," 735"," 444"," 819"," 715"," 422"," 433"," 737"," 734","1638","1591","2722","2678"
"ENSG00000109854","0","0","0","0","1","0","0","0","1","1","5","4","4","6","5","5"
"ENSG00000109861"," 3"," 2"," 2"," 2"," 4"," 2"," 0"," 0"," 0"," 0"," 0"," 0","10"," 5"," 9"," 7"
"ENSG00000109881","0","0","0","0","2","1","0","0","0","0","0","0","2","2","1","0"
"ENSG00000109906","154","176","169","158","230","193","161","165","399","424","361","394","226","244","375","373"
"ENSG00000109911","4","4","1","1","3","2","0","0","1","1","1","1","5","5","7","4"
"ENSG00000109917","17","23","11","11","13","27"," 0"," 0","16","15","12","10","28","22","19","15"
"ENSG00000109919","3","2","6","6","4","3","0","0","3","5","3","4","6","8","9","8"
"ENSG00000109920"," 25"," 44"," 76"," 77"," 43"," 49","134","137"," 57"," 48"," 65"," 66"," 59"," 64"," 96"," 90"
"ENSG00000109927","2","2","0","0","1","0","0","0","1","1","1","1","1","1","1","1"
"ENSG00000109929"," 9"," 4"," 5"," 2","16"," 9"," 0"," 0","15","11","31","26","40","44","37","27"
"ENSG00000109944","3","4","3","2","4","3","7","6","3","2","0","1","5","4","3","4"
"ENSG00000109956","134","149","108","116","164","205"," 37"," 36","148","143"," 80"," 84","235","233","236","260"
"ENSG00000109971","1075","1078"," 383"," 398"," 480"," 236"," 959","1009"," 537"," 576"," 545"," 524","1071","1130","1272","1299"
"ENSG00000110002","12","11"," 4"," 4"," 5"," 3"," 0"," 0"," 0"," 1"," 2"," 4","12","12","10","11"
"ENSG00000110011","42","41","18","21","20","13","92","82","29","33","20","21","38","39","40","44"
"ENSG00000110013"," 3"," 3"," 3"," 3"," 5"," 2"," 0"," 0"," 5"," 6"," 2"," 2","13","13","16","14"
"ENSG00000110025"," 8"," 9"," 6"," 6"," 9"," 8"," 7"," 8","10","11"," 2"," 3","27","18","18","18"
"ENSG00000110031"," 6"," 5"," 1"," 0"," 4"," 3","31","31"," 5"," 5"," 1"," 0"," 7"," 4","10"," 7"
"ENSG00000110042","29","28","15","14","17","11","70","74","18","21","16","17","59","48","87","94"
"ENSG00000110046"," 9","11","23","23","10","12"," 3"," 4"," 6"," 8","12","13","12","15","12","14"
"ENSG00000110047","25","27","37","40","16","15"," 8"," 7","20","19","28","23","55","45","54","58"
"ENSG00000110048","28","32"," 8"," 8","16"," 8"," 4"," 3"," 7"," 7"," 5"," 6","19","13","16","13"
"ENSG00000110057","23","10"," 4"," 3"," 8"," 5"," 0"," 0"," 8"," 8","12","12"," 4"," 2","11"," 9"
"ENSG00000110060","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1"
"ENSG00000110063","2","4","1","2","2","0","0","0","2","2","1","0","3","3","4","5"
"ENSG00000110066"," 6"," 3"," 1"," 2"," 4"," 2"," 9"," 9"," 4"," 6"," 3"," 4","11","10"," 8"," 8"
"ENSG00000110074","18","14","14","14"," 9"," 7"," 0"," 0","11","12","11","11","14","18","20","26"
"ENSG00000110075","53","47","14","14","21","14"," 8"," 8","29","25","23","25","49","43","48","38"
"ENSG00000110076","54","42","31","34","31","37","29","27","42","42","84","75","34","32","28","23"
"ENSG00000110077","11","18"," 5"," 4","18"," 5"," 0"," 0"," 0"," 0","10"," 6","22","24","46","41"
"ENSG00000110079","5","3","0","0","3","2","0","0","0","0","0","0","6","4","3","2"
"ENSG00000110080"," 6","11","11","10"," 6"," 5"," 0"," 0","11","17","11","11","36","36","55","59"
"ENSG00000110090"," 6"," 6"," 6"," 4"," 5"," 7"," 0"," 0"," 4"," 6"," 4"," 4","13","13"," 7"," 8"
"ENSG00000110092","21","16"," 6"," 5","16","13","28","26","11","10"," 3"," 2","35","34","44","51"
"ENSG00000110104","18","14","14","12"," 8"," 7"," 0"," 0","14","13"," 6"," 6","21","27","26","25"
"ENSG00000110107","29","45","40","41","43","39"," 0"," 0","38","35","51","45","97","89","82","94"
"ENSG00000110108","15","19","12","10","11","12"," 0"," 0","15","16"," 5"," 5","13","13","14","14"
"ENSG00000110148","3","1","1","0","0","0","0","0","1","1","2","1","1","0","1","1"
"ENSG00000110169","0","0","2","2","1","3","0","0","0","0","0","0","0","0","0","0"
"ENSG00000110171","12","12","22","17","18","63"," 0"," 0","18","19","60","53","30","34","36","39"
"ENSG00000110172","21","13"," 9"," 7","10"," 4"," 0"," 0"," 5"," 4"," 4"," 4","17","19","17","12"
"ENSG00000110195","0","0","1","0","0","1","0","0","0","0","0","0","0","1","0","0"
"ENSG00000110200","46","47","31","29","15","17"," 0"," 0","62","62","26","28","47","55","48","42"
"ENSG00000110218","3","4","1","1","0","1","0","0","1","1","1","1","4","4","1","1"
"ENSG00000110237","115","125"," 55"," 55"," 65"," 43"," 49"," 43"," 94"," 93"," 48"," 47"," 84"," 77"," 81"," 69"
"ENSG00000110274","14","19","17","15"," 9","12","32","32","13","13"," 7"," 6","19","23","27","26"
"ENSG00000110315"," 6"," 7"," 2"," 2"," 4"," 1"," 5"," 4"," 1"," 2"," 3"," 3","17","18","12","10"
"ENSG00000110318","19","17"," 7"," 6","13"," 9","11"," 9","14","14"," 6"," 6","10"," 9","11","12"
"ENSG00000110321","379","385","384","415","274","215","341","368","285","240","448","449","570","624","628","646"
"ENSG00000110324","49","34","18","18","42","27","29","27","16","16","17","10","44","40","60","76"
"ENSG00000110328","1","1","1","1","3","3","0","0","0","0","2","1","6","9","4","3"
