"","GSM5800240","GSM5800241","GSM5800242","GSM5800243","GSM5800244","GSM5800245","GSM5800246","GSM5800247","GSM5800248","GSM5800249","GSM5800250","GSM5800251","GSM5800252","GSM5800253","GSM5800254","GSM5800255"
"ENSG00000249379","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000249421","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000249437","1","1","1","1","5","4","1","1","3","3","8","6","4","4","6","5"
"ENSG00000249456","0","0","0","0","0","0","0","1","3","3","0","0","0","0","2","1"
"ENSG00000249459","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1"
"ENSG00000249471","0","1","5","5","3","2","3","3","4","4","2","2","2","3","2","2"
"ENSG00000249476","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000249485","0","0","2","2","0","0","0","0","0","0","0","0","1","1","2","2"
"ENSG00000249492","10"," 5"," 1"," 1"," 0"," 0"," 2"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 1"
"ENSG00000249504","1","2","0","0","0","0","0","0","0","0","1","1","0","0","0","0"
"ENSG00000249514","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000249526","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000249550","1","2","0","0","2","1","1","1","5","4","3","2","0","0","0","0"
"ENSG00000249572","0","0","0","0","0","0","0","0","0","0","0","0","3","4","0","0"
"ENSG00000249580","0","0","0","0","0","0","0","0","2","5","0","1","0","0","3","1"
"ENSG00000249592","0","0","2","1","0","0","0","0","3","3","2","4","4","4","4","3"
"ENSG00000249602","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"ENSG00000249604","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1"
"ENSG00000249633","0","0","0","0","0","0","0","0","2","2","0","0","0","1","0","0"
"ENSG00000249637","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"ENSG00000249645","0","0","0","0","0","0","0","0","0","0","4","2","0","0","0","0"
"ENSG00000249650","0","0","0","0","0","0","3","2","0","0","0","0","0","0","0","0"
"ENSG00000249655","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000249661","3","2","1","1","0","0","1","1","1","1","1","2","1","0","0","1"
"ENSG00000249669","12","11"," 1"," 1","10"," 9"," 3"," 3"," 4"," 5"," 4"," 4","17","16","10"," 7"
"ENSG00000249673","21","20"," 6"," 6"," 5"," 6"," 5"," 4"," 5"," 3"," 5"," 6"," 9"," 7"," 8","10"
"ENSG00000249679"," 2"," 4","14","11"," 0"," 0"," 0"," 0"," 0"," 1"," 0"," 1"," 0"," 0"," 0"," 0"
"ENSG00000249684","0","0","0","0","0","0","4","3","0","0","0","0","2","3","1","1"
"ENSG00000249685","0","0","0","0","0","0","0","0","0","0","1","1","0","1","3","2"
"ENSG00000249688","0","0","0","0","0","0","0","0","0","0","0","0","3","2","0","0"
"ENSG00000249709","0","0","0","0","4","2","0","0","7","5","0","0","0","0","0","0"
"ENSG00000249715","2","2","1","1","0","0","0","0","1","1","0","0","0","0","0","0"
"ENSG00000249738","7","2","0","0","0","0","0","0","3","2","0","0","0","0","0","0"
"ENSG00000249740","3","2","2","1","0","0","0","0","0","0","0","0","1","3","1","1"
"ENSG00000249743","0","0","0","0","0","0","2","4","0","0","0","0","0","0","0","0"
"ENSG00000249751","0","0","1","1","0","0","0","0","0","0","0","0","6","4","7","7"
"ENSG00000249754","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000249755","0","0","0","0","0","0","2","3","0","0","0","0","0","0","0","0"
"ENSG00000249776","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0"
"ENSG00000249780"," 31"," 26","311","328"," 43"," 48","234","226"," 37"," 44","221","266","466","478","183","184"
"ENSG00000249784"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","19"," 8"," 0"," 0"," 9","13"
"ENSG00000249786","7","7","4","5","0","0","0","0","0","0","0","1","2","0","3","3"
"ENSG00000249790","0","0","0","0","0","0","0","0","0","0","4","1","0","0","0","1"
"ENSG00000249799","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000249818","0","0","0","0","0","0","3","5","0","0","0","0","0","0","0","0"
"ENSG00000249846"," 0"," 0","11","10"," 3"," 0"," 0"," 0"," 0"," 0"," 6"," 3"," 3"," 2"," 3"," 1"
"ENSG00000249850","0","0","0","0","0","0","1","2","2","1","0","0","2","3","2","2"
"ENSG00000249853","0","0","2","1","0","0","0","1","0","0","0","0","1","1","1","1"
"ENSG00000249859","2","2","0","0","0","0","1","2","9","7","5","4","3","1","0","1"
"ENSG00000249896","6","6","3","3","3","3","1","2","4","4","2","2","1","1","1","2"
"ENSG00000249898","0","0","0","0","5","6","1","2","4","2","1","2","1","1","2","2"
"ENSG00000249908"," 0"," 1","12","13"," 6"," 0"," 2"," 8","19","19","11"," 9"," 0"," 0"," 8"," 6"
"ENSG00000249915"," 2"," 3"," 0"," 0","10"," 7"," 3"," 4"," 8"," 7"," 3"," 2"," 4"," 3"," 6"," 6"
"ENSG00000249921","0","0","2","1","0","0","0","0","3","2","0","0","0","0","0","0"
"ENSG00000249930","0","0","0","0","0","0","0","0","0","0","3","7","0","0","0","0"
"ENSG00000249931","4","3","5","5","2","0","1","1","1","1","1","1","0","0","0","0"
"ENSG00000249936","1","0","1","1","3","2","2","1","0","1","2","2","3","4","3","2"
"ENSG00000249962","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0"
"ENSG00000249992","9","7","2","2","3","3","1","1","1","1","1","1","3","3","2","1"
"ENSG00000249996","0","0","0","0","0","0","0","0","3","2","0","0","4","4","0","0"
"ENSG00000250011","0","0","0","0","0","0","0","0","1","1","0","0","0","1","2","2"
"ENSG00000250012","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000250013","0","0","0","0","0","0","0","0","4","3","0","1","0","0","0","0"
"ENSG00000250021","10"," 8"," 2"," 3"," 2"," 2"," 4"," 3"," 3"," 2","12"," 9"," 7"," 5"," 9"," 9"
"ENSG00000250050","0","1","2","2","3","3","5","4","2","2","2","1","0","0","0","0"
"ENSG00000250056","1","0","4","5","3","2","1","0","1","0","1","1","1","1","0","0"
"ENSG00000250061","6","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000250067","17","14"," 7"," 5","12","10","15","15"," 8"," 6"," 4"," 5"," 4"," 3"," 3"," 4"
"ENSG00000250069","2","2","0","0","2","2","1","0","0","0","1","2","0","0","1","1"
"ENSG00000250072"," 0"," 0"," 0"," 0"," 0"," 1"," 4"," 3"," 0"," 0"," 3"," 2"," 4"," 6"," 7","11"
"ENSG00000250091","5","6","5","5","6","4","4","4","5","5","5","5","3","3","2","2"
"ENSG00000250107","1","2","2","2","0","0","0","0","1","1","1","0","0","0","0","0"
"ENSG00000250111","0","0","0","0","0","0","0","0","1","1","0","1","1","1","2","2"
"ENSG00000250120","3","2","1","1","0","0","1","1","1","1","2","1","2","0","2","2"
"ENSG00000250130","0","0","0","0","0","0","0","0","2","1","0","0","0","0","2","1"
"ENSG00000250131","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"ENSG00000250132"," 1"," 1"," 0"," 0"," 9","11"," 0"," 0"," 0"," 0"," 1"," 1"," 0"," 0"," 7"," 6"
"ENSG00000250135","0","0","0","0","0","0","3","6","0","0","0","0","0","0","0","0"
"ENSG00000250138","7","6","3","2","6","6","4","5","2","2","2","2","1","1","4","3"
"ENSG00000250140","0","0","0","0","0","0","0","0","0","0","0","1","0","0","3","2"
"ENSG00000250151"," 1"," 1","10","10"," 0"," 1"," 7"," 7"," 0"," 0"," 3"," 4"," 4"," 0"," 7"," 7"
"ENSG00000250159","4","4","1","1","0","0","0","0","0","0","1","0","0","0","2","2"
"ENSG00000250166","0","0","0","0","2","0","0","1","0","0","0","0","1","0","3","1"
"ENSG00000250167","0","0","0","0","0","0","0","0","0","0","0","0","2","1","1","2"
"ENSG00000250174","0","0","0","0","0","0","0","0","1","3","3","2","0","0","0","0"
"ENSG00000250182","0","0","0","0","0","0","0","0","0","0","0","1","5","3","0","1"
"ENSG00000250186","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1"
"ENSG00000250197","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"ENSG00000250198","0","0","2","2","0","0","0","0","1","0","1","1","2","1","5","4"
"ENSG00000250207","0","0","0","0","6","4","0","0","0","0","0","0","0","0","0","0"
"ENSG00000250208"," 0"," 0"," 5"," 3"," 0"," 1"," 3"," 3"," 3"," 3"," 5"," 1","21","17"," 9","12"
"ENSG00000250220","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1"
"ENSG00000250222","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000250241","0","0","0","0","6","5","0","1","5","9","0","0","5","4","6","5"
"ENSG00000250251","24","24","35","34","11","13","20","22","17","14","11","16","13"," 8","21","18"
"ENSG00000250254","0","0","0","0","1","2","0","0","0","0","0","0","1","0","1","0"
"ENSG00000250260","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000250273","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000250282","9","7","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"ENSG00000250286","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","0"
"ENSG00000250299","2","2","1","0","0","0","0","0","2","2","0","0","1","1","3","2"
"ENSG00000250303","1","1","0","0","0","2","1","0","0","0","1","0","1","1","1","2"
"ENSG00000250305","10"," 7"," 1"," 1"," 8"," 6"," 1"," 1"," 9"," 7"," 4"," 7"," 1"," 1"," 2"," 2"
"ENSG00000250306","0","1","0","0","0","0","0","0","0","0","0","4","0","0","0","0"
"ENSG00000250312","0","0","0","0","1","1","1","1","0","0","0","0","0","1","2","1"
"ENSG00000250317","0","0","3","2","0","0","0","0","0","0","2","2","2","1","1","1"
"ENSG00000250318","9","4","1","1","0","1","3","3","0","0","1","2","0","0","2","1"
"ENSG00000250320","0","0","0","0","0","0","0","0","2","3","0","0","0","0","1","1"
"ENSG00000250326","3","2","0","0","0","0","1","4","2","2","0","0","0","0","1","1"
"ENSG00000250327","0","0","7","7","0","0","0","0","0","0","0","0","1","0","0","0"
"ENSG00000250329","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000250342","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000250362","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2"
"ENSG00000250366","2","2","1","1","2","1","1","0","1","1","0","1","3","4","1","0"
"ENSG00000250377","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0"
"ENSG00000250397","2","3","0","0","0","0","0","0","2","1","2","4","0","0","1","0"
"ENSG00000250432","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000250461","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"ENSG00000250462","2","2","1","1","3","2","1","0","2","2","1","1","1","1","4","4"
"ENSG00000250471","0","0","0","0","2","0","1","2","3","0","0","0","0","1","1","0"
"ENSG00000250474","0","0","0","0","0","0","2","2","0","0","1","1","1","0","1","1"
"ENSG00000250479","225","209","131","115","153","144","190","180","106"," 89"," 72"," 73"," 79"," 89"," 89"," 80"
"ENSG00000250482","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000250486","0","1","0","0","1","1","0","0","0","0","1","0","0","0","1","1"
"ENSG00000250490","2","1","6","5","2","2","0","0","4","5","1","1","0","0","1","1"
"ENSG00000250506","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","2"
"ENSG00000250510","38","41","78","68","39","33","91","85","19","23","52","43","17","14"," 7"," 9"
"ENSG00000250538","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000250539","2","2","0","0","0","0","0","0","0","0","1","1","0","0","1","1"
"ENSG00000250563","0","0","0","0","0","0","0","0","2","1","0","0","0","0","0","0"
"ENSG00000250564","0","0","0","0","3","2","0","0","0","0","0","0","0","0","0","0"
"ENSG00000250565","2","2","2","2","6","4","3","2","7","7","7","3","4","4","8","7"
"ENSG00000250568"," 0"," 0"," 2"," 2"," 0"," 0"," 2","14"," 1"," 0"," 0"," 0"," 0"," 0"," 1"," 0"
"ENSG00000250569","0","0","0","0","0","0","3","2","0","1","0","0","0","0","0","0"
"ENSG00000250571","19","19"," 8"," 9","24","25","10","10","25","26","16","19"," 6"," 9"," 9"," 9"
"ENSG00000250575","20","16"," 8"," 9","20","21"," 2"," 3","11"," 9"," 4"," 3"," 9"," 6"," 9"," 6"
"ENSG00000250577","0","0","0","0","4","3","0","0","6","6","0","0","0","0","0","0"
"ENSG00000250580","0","0","0","0","0","0","0","0","0","0","7","6","0","0","0","0"
"ENSG00000250603","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"ENSG00000250608","1","2","2","2","3","4","0","0","6","5","1","1","0","1","1","1"
"ENSG00000250616","0","1","0","1","0","1","2","1","0","0","2","2","0","0","0","1"
"ENSG00000250644"," 10","  9","115","113"," 13"," 16"," 49"," 38"," 13"," 14"," 18"," 24","  7","  9","  8","  8"
"ENSG00000250654","11"," 5"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 3"," 0"
"ENSG00000250673","5","6","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"ENSG00000250682","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","1"
"ENSG00000250686","10"," 5","47","41","16","25"," 9"," 8","23","22","36","40"," 6"," 5","14","16"
"ENSG00000250687","0","0","0","0","3","3","0","0","2","1","0","0","0","1","0","0"
"ENSG00000250709","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000250722"," 7"," 5","12","10"," 8"," 7"," 8"," 6"," 6"," 4"," 6"," 3","29","23","56","48"
"ENSG00000250723","0","0","5","6","0","0","0","0","0","0","2","1","0","0","0","0"
"ENSG00000250726","3","2","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"ENSG00000250742","1","1","0","0","1","2","0","0","0","0","0","1","6","5","2","2"
"ENSG00000250764","0","0","0","0","0","0","0","0","1","3","0","0","2","0","0","0"
"ENSG00000250770","0","0","1","1","0","0","0","0","2","1","2","1","0","0","0","0"
"ENSG00000250786","6","5","4","5","0","1","3","3","2","1","2","1","4","3","5","5"
"ENSG00000250802","1","1","4","5","3","5","3","3","7","4","3","6","3","4","3","3"
"ENSG00000250808","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","2"
"ENSG00000250815","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1"
"ENSG00000250820","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000250846","0","0","5","8","0","0","0","0","0","0","0","0","1","0","0","0"
"ENSG00000250853","0","0","0","0","0","0","0","0","0","0","3","1","0","0","1","1"
"ENSG00000250878","0","0","0","0","1","1","0","0","1","1","1","1","0","0","0","0"
"ENSG00000250889","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000250896","2","1","1","0","1","2","1","0","5","2","4","1","1","1","1","0"
"ENSG00000250899","0","0","0","0","1","1","0","0","0","0","0","0","1","1","0","0"
"ENSG00000250903","9","6","0","0","4","4","3","3","9","8","3","4","4","4","7","6"
"ENSG00000250933","2","3","1","1","0","1","4","4","1","1","2","2","0","0","0","0"
"ENSG00000250934","3","4","6","6","0","0","6","5","0","0","2","3","0","0","1","1"
"ENSG00000250950","0","0","0","0","2","0","2","2","0","0","0","0","0","0","0","2"
"ENSG00000250959","1","0","1","0","0","0","0","0","3","3","1","2","0","0","1","1"
"ENSG00000250972","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000250977","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1"
"ENSG00000250982","0","0","0","0","2","1","0","0","0","0","0","0","0","0","0","0"
"ENSG00000250986","0","0","1","1","2","2","0","0","3","2","1","1","0","0","0","0"
"ENSG00000250988","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000250989","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0"
"ENSG00000250995","10","10"," 1"," 1"," 4"," 3"," 4"," 5"," 2"," 2"," 1"," 1"," 2"," 3"," 7"," 4"
"ENSG00000250999","0","0","0","0","0","0","0","0","2","3","0","1","2","1","0","0"
"ENSG00000251013"," 0"," 0"," 0"," 0","10"," 9"," 1"," 3","18","14"," 0"," 0"," 0"," 0"," 1"," 2"
"ENSG00000251022","2","2","1","1","1","1","3","1","1","1","2","2","1","1","1","1"
"ENSG00000251023","0","0","0","0","0","0","1","1","1","1","0","1","0","0","2","2"
"ENSG00000251034","2","2","0","0","0","0","0","0","1","1","1","1","0","0","1","1"
"ENSG00000251073","0","0","0","0","0","0","0","0","3","2","0","0","0","0","0","0"
"ENSG00000251079","0","0","0","0","2","2","1","1","0","0","0","0","1","1","3","2"
"ENSG00000251136","10"," 9"," 9"," 7"," 1"," 2"," 4"," 3"," 4"," 3","10"," 7"," 4"," 5","11","10"
"ENSG00000251138","0","0","0","0","0","0","0","0","0","0","0","0","2","2","5","6"
"ENSG00000251141","5","9","0","0","8","7","2","1","0","1","1","1","0","1","2","2"
"ENSG00000251158","0","1","0","0","2","2","0","0","0","0","0","0","1","1","1","0"
"ENSG00000251161","2","1","0","0","1","1","1","1","2","3","1","0","0","0","1","2"
"ENSG00000251165","0","0","0","0","1","0","1","1","0","0","1","1","0","0","0","0"
"ENSG00000251192","6","4","6","3","2","5","1","1","0","0","0","0","1","2","4","2"
"ENSG00000251201","0","0","2","2","0","0","1","2","2","1","0","0","0","0","1","1"
"ENSG00000251209","0","0","1","1","2","2","0","0","4","4","3","2","1","0","1","1"
"ENSG00000251211","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"ENSG00000251244","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000251246","0","0","0","0","0","0","0","0","1","2","0","1","0","0","0","0"
"ENSG00000251247","24","25"," 6","10"," 0"," 0"," 0"," 0"," 3"," 1"," 5"," 3"," 2"," 3"," 4"," 7"
"ENSG00000251252","3","1","3","2","0","0","0","0","2","2","0","0","0","0","0","1"
"ENSG00000251257","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0"
"ENSG00000251279","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0"
"ENSG00000251287","0","0","0","0","0","0","0","0","2","0","0","0","0","0","1","0"
"ENSG00000251297","1","2","2","2","0","0","2","1","1","1","2","1","0","0","0","0"
"ENSG00000251301","11","11"," 0"," 0"," 1"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1"
"ENSG00000251322","17","18","35","35","44","40","35","33","28","27","21","18","13","13","12","12"
"ENSG00000251334","5","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000251349","0","0","0","0","0","0","1","1","0","0","1","0","0","0","1","1"
"ENSG00000251353","0","0","2","5","0","0","0","0","6","3","2","2","0","0","1","3"
"ENSG00000251357","0","0","0","0","0","0","1","0","0","0","0","0","2","1","0","0"
"ENSG00000251364","2","3","0","0","0","0","4","4","0","0","0","0","0","0","4","2"
"ENSG00000251369","5","5","6","3","1","2","4","3","1","1","5","4","2","1","4","4"
"ENSG00000251372","0","0","4","4","8","7","5","6","4","2","3","4","4","2","6","5"
"ENSG00000251381","0","0","0","0","1","5","0","0","0","0","0","1","0","0","1","1"
"ENSG00000251396","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000251400","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000251405","0","0","0","0","1","1","0","0","0","0","0","0","1","0","2","1"
"ENSG00000251408","0","0","0","0","0","0","1","1","1","1","0","0","0","0","0","0"
"ENSG00000251413","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","1"
"ENSG00000251429"," 4"," 3"," 2"," 2"," 8"," 6"," 4"," 5"," 4"," 4"," 2"," 3"," 3"," 2","19","20"
"ENSG00000251432","0","0","0","0","0","0","1","1","1","1","0","0","0","0","1","0"
"ENSG00000251441","1","1","0","0","2","1","1","1","1","1","0","0","1","1","0","1"
"ENSG00000251442","10"," 8"," 0"," 0"," 4"," 3"," 3"," 3"," 1"," 1"," 0"," 0"," 0"," 1"," 5"," 5"
"ENSG00000251449","19","23","13"," 9"," 4"," 1"," 5"," 5"," 6"," 2"," 7"," 3"," 1"," 2"," 7"," 3"
"ENSG00000251451","0","0","0","0","0","0","4","4","0","0","0","0","0","0","2","1"
"ENSG00000251452","7","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000251456","3","2","0","0","1","2","0","2","6","3","0","0","0","0","1","1"
"ENSG00000251467","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"ENSG00000251474","17","14"," 1"," 1"," 4"," 6"," 3"," 2"," 0"," 1"," 6"," 4"," 3"," 3"," 7"," 5"
"ENSG00000251476","0","0","1","0","0","0","1","1","9","5","0","0","0","0","0","0"
"ENSG00000251485","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"ENSG00000251491","8","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000251493","0","0","0","0","1","1","1","0","0","0","0","0","1","1","2","1"
"ENSG00000251503","18","10"," 0"," 0"," 1"," 1"," 3"," 3"," 2"," 2"," 4"," 3"," 0"," 0"," 0"," 0"
"ENSG00000251532","1","1","0","0","1","0","2","1","0","0","0","0","1","1","0","0"
"ENSG00000251536","1","1","3","3","1","1","1","1","2","2","2","3","0","0","0","0"
"ENSG00000251562","422","423","328","294","416","378","253","241","505","448","623","593","687","644","931","878"
"ENSG00000251566","0","0","0","0","0","0","2","1","0","0","0","0","0","0","1","1"
"ENSG00000251568","2","2","2","2","0","0","3","3","0","0","2","1","0","0","2","1"
"ENSG00000251573","23"," 8"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"ENSG00000251580","8","9","0","0","0","0","0","0","0","0","0","0","2","2","0","0"
"ENSG00000251595","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"ENSG00000251602","2","2","0","0","2","2","1","1","0","0","0","1","1","1","0","0"
"ENSG00000251603","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000251615","2","2","1","1","0","0","1","1","0","1","1","1","2","2","2","2"
"ENSG00000251619","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000251630","0","0","0","0","0","0","0","0","0","0","0","0","4","2","0","0"
"ENSG00000251634","2","2","3","2","1","0","2","2","0","0","1","1","4","4","5","5"
"ENSG00000251648","3","4","0","0","0","0","0","0","5","7","0","0","4","4","1","2"
"ENSG00000251652","0","0","7","6","0","0","0","0","0","0","2","2","0","0","0","0"
"ENSG00000251660","  0","  0"," 11","  8","  0","  0","  0","  1","  0","  0"," 24"," 22","132","104","  9","  6"
"ENSG00000251661","0","0","0","0","0","0","0","0","1","0","0","0","6","7","8","4"
"ENSG00000251664","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0"
"ENSG00000251666","2","1","2","1","1","4","0","0","1","1","2","3","1","1","3","4"
"ENSG00000251667","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000251669","5","3","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"ENSG00000251670","0","0","0","0","0","0","2","1","0","0","0","0","0","0","3","1"
"ENSG00000251682","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0"
"ENSG00000251697","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0"
"ENSG00000251791","117","124","231","238","179","136","212","181","111"," 84"," 71"," 69"," 74"," 74"," 63"," 66"
"ENSG00000251805","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000251815","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","362","423","  0","  0","  0","  0"
"ENSG00000251890","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000251896","569","312","  0","  0","  0","  0","  0","  0","  0","  0"," 56","  0","254","136","  0","  0"
"ENSG00000251992","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000252010","122","100"," 83"," 84"," 40"," 47"," 62"," 74"," 87"," 98"," 56"," 55"," 61"," 49","110"," 95"
"ENSG00000252021"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","60","35"," 0"," 0"," 0"," 0"
"ENSG00000252087","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000252139","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","747","129","  0","  0","  0","  0"
"ENSG00000252198"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","16","40"," 0"," 0"," 0"," 0"
"ENSG00000252292","0","0","0","0","0","0","0","0","0","0","0","0","1","3","1","3"
"ENSG00000252322","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000252326","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000252396","0","0","0","0","0","0","0","0","7","6","0","0","0","0","2","4"
"ENSG00000252452"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","15","43"," 0"," 0"
"ENSG00000252464","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"ENSG00000252473","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000252481"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 4"," 5"," 3","10"," 1"," 3"
"ENSG00000252496"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","71"," 0"
"ENSG00000252498","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000252577","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000252699","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000252756"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","36","51"
"ENSG00000252757","0","0","0","0","0","0","0","0","0","0","0","2","0","0","5","3"
"ENSG00000252794"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","11","19"," 0"," 0"," 0"," 0"," 0"," 0"
"ENSG00000252835"," 0"," 0","69","66"," 0"," 0"," 0"," 0"," 0"," 0"," 6","17"," 4"," 8","24","39"
"ENSG00000252854","0","0","0","0","0","0","0","0","0","0","0","0","4","3","6","4"
"ENSG00000252906"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","11","27"
"ENSG00000252916","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000252960","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000252965"," 0"," 0"," 0"," 0","99","99"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"ENSG00000252982","0","0","0","0","0","0","0","0","0","0","6","2","0","0","0","0"
"ENSG00000253001"," 0"," 0"," 0"," 0"," 5","12"," 0"," 0"," 0"," 0"," 6"," 5"," 3"," 0"," 0"," 0"
"ENSG00000253006","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","4"
