ID	adj.P.Val	P.Value	t	B	logFC	Gene
A_33_P3268838	2.21E-01	5.36E-02	-1.99548672	-4.50215136	-4.72E-01	CPEB1
A_32_P225355	8.70E-01	6.90E-01	0.40142221	-6.30577664	5.37E-02	CPEB2
A_23_P46812	8.55E-01	6.61E-01	-0.44240038	-6.28858886	-1.04E-01	CPEB3
A_23_P251937	7.64E-01	5.11E-01	-0.66393832	-6.16724154	-1.10E-01	CPEB4
A_24_P51909	9.62E-01	8.94E-01	-0.13443486	-6.37707088	-2.81E-02	CPLX1
A_33_P3288135	2.08E-02	1.36E-03	3.47135068	-1.21655235	2.86E-01	CPLX2
A_33_P3415300	8.62E-02	1.19E-02	-2.64856196	-3.19276965	-5.09E-01	CPLX2
A_24_P391868	2.80E-01	7.91E-02	-1.80727695	-4.82609824	-2.72E-01	CPLX2
A_23_P117851	4.61E-04	4.64E-06	-5.38375844	4.12890147	-1.23	CPLX3
A_33_P3415265	8.62E-01	6.76E-01	0.42153361	-6.29754765	1.31E-02	CPLX4
A_23_P98147	5.98E-01	3.07E-01	1.0363742	-5.85756249	1.66E-01	CPN1
A_24_P137461	4.00E-04	3.72E-06	5.45602827	4.33955738	7.51E-01	CPN2
A_33_P3290888	1.50E-01	2.86E-02	2.28067948	-3.96371145	1.60E-01	CPNE1
A_33_P3262205	4.11E-01	1.52E-01	1.46240336	-5.3490416	1.26E-01	CPNE1
A_23_P37988	4.31E-01	1.66E-01	-1.41522314	-5.41307652	-2.28E-01	CPNE2
A_33_P3334688	7.89E-01	5.47E-01	0.60774741	-6.20253314	9.72E-02	CPNE2
A_24_P64126	2.03E-01	4.67E-02	-2.05967304	-4.38582216	-3.11E-01	CPNE3
A_23_P327551	3.56E-01	1.19E-01	-1.59855572	-5.15393413	-5.20E-01	CPNE4
A_23_P360804	2.14E-01	5.10E-02	-2.0191915	-4.4595281	-1.89E-01	CPNE5
A_23_P151598	4.73E-03	1.52E-04	-4.23271391	0.83086224	-6.45E-01	CPNE6
A_33_P3262191	1.72E-02	1.03E-03	-3.57129307	-0.95754055	-6.40E-01	CPNE7
A_24_P56240	2.13E-01	5.04E-02	-2.0243203	-4.45025369	-4.01E-01	CPNE8
A_23_P57829	3.14E-01	9.58E-02	-1.71022406	-4.9827658	-2.47E-01	CPNE9
A_23_P102172	8.17E-01	5.91E-01	-0.54212519	-6.23987782	-9.28E-02	CPO
A_33_P3301025	8.66E-01	6.84E-01	-0.41082344	-6.30197951	-7.85E-02	CPOX
A_23_P77401	8.13E-01	5.84E-01	0.55220297	-6.23441474	8.95E-02	CPPED1
A_33_P3242798	3.29E-01	1.04E-01	1.66832527	-5.04814499	3.41E-01	CPS1
A_23_P16694	8.73E-01	6.98E-01	0.39174312	-6.30959498	6.41E-02	CPS1-IT1
A_23_P169112	9.41E-01	8.43E-01	-0.19991018	-6.36614296	-1.95E-02	CPSF1
A_24_P82074	1.93E-01	4.30E-02	2.0978265	-4.31530905	2.55E-01	CPSF2
A_23_P28688	2.04E-01	4.71E-02	-2.05584052	-4.39284935	-2.89E-01	CPSF3
A_33_P3270802	1.22E-02	6.23E-04	-3.74941524	-0.48778853	-2.49E-01	CPSF3L
A_24_P328231	2.64E-02	1.96E-03	-3.34109438	-1.5487589	-2.35E-01	CPSF3L
A_23_P42997	3.35E-01	1.07E-01	-1.65270977	-5.0721583	-1.15E-01	CPSF4
A_33_P3270800	6.42E-01	3.55E-01	-0.93768576	-5.95224944	-1.32E-01	CPSF4L
A_33_P3265194	8.34E-01	6.20E-01	-0.4997009	-6.26178942	-9.13E-02	CPSF4L
A_24_P121271	1.77E-04	1.07E-06	-5.86202611	5.52440652	-3.07E-01	CPSF6
A_33_P3309039	1.91E-01	4.25E-02	-2.10378476	-4.30420659	-2.23E-01	CPSF7
A_23_P104563	8.35E-01	6.22E-01	-0.49659398	-6.263325	-4.86E-02	CPT1A
A_23_P218817	2.54E-01	6.75E-02	1.88547982	-4.69466212	2.87E-01	CPT1B
A_33_P3392391	1.52E-01	2.92E-02	-2.27223639	-3.98043108	-2.34E-01	CPT1C
A_33_P3290040	1.81E-01	3.88E-02	-2.14510472	-4.22654452	-1.34E-01	CPT1C
A_23_P148919	6.98E-01	4.21E-01	0.81341234	-6.05862758	1.23E-01	CPT2
A_23_P134347	9.95E-01	9.87E-01	0.01628986	-6.38596516	5.64E-03	CPVL
A_23_P62336	3.88E-01	1.38E-01	1.51628037	-5.27365174	9.49E-02	CPXCR1
A_23_P6066	6.67E-02	8.00E-03	2.8080596	-2.83461153	3.23E-01	CPXM1
A_23_P138524	1.74E-01	3.64E-02	2.17393818	-4.17166623	3.86E-01	CPXM2
A_33_P3333158	9.71E-01	9.19E-01	-0.1024675	-6.3808529	-3.12E-02	CPXM2
A_23_P58251	3.56E-01	1.19E-01	-1.59673931	-5.15663634	-5.25E-01	CPZ
A_23_P256821	1.28E-01	2.21E-02	2.39166418	-3.73972746	3.32E-01	CR1
A_33_P3319126	2.52E-01	6.65E-02	1.89267307	-4.68234378	5.80E-01	CR1L
A_33_P3303697	6.97E-01	4.20E-01	0.81520098	-6.05719931	1.43E-01	CR2
A_33_P3281985	9.79E-01	9.40E-01	-0.07591723	-6.38321855	-2.63E-03	CR2
A_33_P3216869	6.25E-02	7.24E-03	2.84730788	-2.74444334	3.28E-01	CRABP1
A_33_P3326483	7.45E-01	4.83E-01	0.70806898	-6.1373937	1.56E-01	CRABP1
A_33_P3294826	1.56E-02	8.96E-04	3.62140438	-0.82640295	1.97E-01	CRABP2
A_23_P115064	7.50E-01	4.91E-01	-0.69603223	-6.14572008	-1.03E-01	CRABP2
A_32_P29806	1.05E-01	1.61E-02	-2.52429715	-3.46214355	-2.41E-01	CRADD
A_23_P407992	9.69E-01	9.14E-01	0.10887227	-6.38017686	2.12E-02	CRAMP1L
A_33_P3280531	3.64E-02	3.17E-03	3.16273571	-1.99294749	2.87E-01	CRAT
A_33_P3415843	6.55E-01	3.69E-01	-0.90993288	-5.97725709	-2.80E-01	CRAT
A_23_P12357	4.62E-01	1.88E-01	-1.34294171	-5.50753551	-2.07E-01	CRB1
A_24_P196528	9.45E-01	8.53E-01	-0.18718783	-6.36860077	-5.81E-02	CRB1
A_24_P326398	6.39E-01	3.51E-01	0.94577694	-5.94482406	1.99E-01	CRB2
A_33_P3403204	9.40E-01	8.41E-01	0.20204056	-6.36571564	1.85E-02	CRB2
A_33_P3256391	2.89E-01	8.34E-02	1.78067712	-4.86975518	3.44E-01	CRB3
A_33_P3398401	6.71E-01	3.89E-01	0.87229178	-6.01002854	3.87E-02	CRBN
A_24_P916656	4.24E-01	1.61E-01	-1.42973805	-5.39357501	-2.41E-01	CRCP
A_33_P3401295	8.34E-01	6.20E-01	-0.50005776	-6.26161244	-1.53E-01	CRCT1
A_23_P79231	8.49E-01	6.49E-01	-0.4591295	-6.28109746	-1.32E-01	CREB1
A_23_P423389	8.46E-02	1.16E-02	-2.66017831	-3.167146	-2.35E-01	CREB3
A_23_P150407	6.92E-02	8.47E-03	2.78557538	-2.88591208	2.17E-01	CREB3L1
A_33_P3211739	6.16E-01	3.26E-01	-0.99561191	-5.89775689	-2.19E-01	CREB3L2
A_33_P3320888	7.09E-01	4.36E-01	0.78826962	-6.07838458	9.32E-02	CREB3L2
A_23_P108082	9.48E-01	8.61E-01	0.17633307	-6.37057031	2.89E-02	CREB3L3
A_23_P63232	1.25E-03	2.09E-05	4.89319813	2.70607103	4.06E-01	CREB3L4
A_33_P3345708	4.97E-02	5.09E-03	2.9836017	-2.42541209	6.11E-01	CREB3L4
A_23_P157117	2.89E-01	8.35E-02	-1.78031412	-4.87034723	-4.08E-01	CREB5
A_33_P3240229	9.57E-01	8.82E-01	0.14975693	-6.37489667	3.20E-02	CREBBP
A_24_P56194	7.84E-01	5.40E-01	0.61919275	-6.19559201	8.41E-02	CREBL2
A_23_P203645	6.65E-01	3.81E-01	-0.88709036	-5.99730229	-1.64E-01	CREBZF
A_33_P3231297	7.07E-01	4.33E-01	-0.79336287	-6.07443065	-1.13E-01	CREG1
A_23_P394986	1.93E-01	4.29E-02	-2.09877986	-4.31353421	-7.03E-01	CREG2
A_23_P155376	3.04E-01	9.10E-02	-1.73654528	-4.9409934	-2.09E-01	CRELD1
A_33_P3422479	9.55E-01	8.77E-01	-0.15567719	-6.37399386	-2.08E-02	CRELD1
A_23_P33465	6.80E-01	4.00E-01	0.852414	-6.02679997	4.67E-02	CRELD2
A_23_P201979	2.02E-01	4.64E-02	-2.0624903	-4.38064997	-5.62E-01	CREM
A_24_P360763	8.38E-01	6.28E-01	-0.48833921	-6.26735901	-6.52E-02	CREM
A_23_P31755	5.53E-01	2.63E-01	-1.13827279	-5.75048201	-5.19E-01	CRH
A_23_P30567	2.54E-01	6.73E-02	-1.88644461	-4.69301215	-5.31E-01	CRHBP
A_33_P3402817	2.95E-01	8.65E-02	-1.7625391	-4.89921484	-1.83E-01	CRHR1
A_33_P3320443	7.47E-01	4.87E-01	0.70185959	-6.14170636	7.42E-02	CRHR1
A_23_P215331	2.51E-02	1.81E-03	3.36903921	-1.47802151	4.38E-01	CRHR2
A_24_P11575	4.57E-01	1.84E-01	1.35356748	-5.49392839	3.79E-02	CRIM1
A_33_P3251703	3.77E-03	1.09E-04	4.34659126	1.14923657	3.73E-01	CRIP1
A_23_P44674	4.55E-01	1.82E-01	1.35990523	-5.48576646	2.60E-01	CRIP1
A_33_P3354965	5.79E-01	2.88E-01	1.07809059	-5.81485913	9.62E-02	CRIP1
A_23_P112798	3.91E-04	3.59E-06	-5.4669715	4.37146835	-4.06E-01	CRIP2
A_33_P3325404	8.74E-01	7.00E-01	0.38887442	-6.31070892	2.93E-02	CRIP3
A_23_P156562	9.22E-01	7.99E-01	0.25601935	-6.35338145	5.07E-02	CRIP3
A_23_P431330	6.34E-01	3.45E-01	-0.95592206	-5.93542815	-1.70E-01	CRIPAK
A_33_P3251989	2.59E-01	6.95E-02	-1.87072363	-4.71981216	-2.57E-01	CRIPT
A_23_P133722	4.62E-01	1.88E-01	-1.34346116	-5.50687256	-5.49E-02	CRISP1
A_33_P3359943	5.94E-01	3.03E-01	1.0454173	-5.84843971	4.85E-02	CRISP2
A_32_P173662	8.09E-01	5.78E-01	-0.56163697	-6.22921107	-1.38E-01	CRISP2
A_23_P419760	9.78E-01	9.37E-01	-0.07905346	-6.38297577	-8.00E-03	CRISP3
A_33_P3260377	9.96E-01	9.88E-01	-0.01526514	-6.38598132	-3.60E-04	CRISPLD1
A_23_P106602	2.31E-01	5.75E-02	-1.96256072	-4.56069016	-4.44E-01	CRISPLD2
A_24_P270814	4.21E-01	1.59E-01	-1.43851034	-5.38170321	-1.26E-01	CRK
A_24_P935009	8.48E-01	6.47E-01	0.46193361	-6.27981488	5.35E-02	CRKL
A_33_P3252286	8.16E-01	5.89E-01	-0.54450962	-6.23859417	-4.55E-02	CRLF1
A_23_P113237	9.22E-03	4.10E-04	3.89428459	-0.09875062	3.26E-01	CRLF2
A_33_P3298139	8.75E-02	1.22E-02	2.63856783	-3.21475545	2.50E-01	CRLF2
A_24_P56894	1.90E-01	4.18E-02	-2.11058251	-4.29151008	-2.78E-01	CRLF3
A_33_P3502315	4.58E-01	1.85E-01	-1.35084214	-5.4974276	-2.02E-01	CRLS1
A_23_P132889	5.10E-02	5.30E-03	-2.96850855	-2.4611817	-4.68E-01	CRMP1
A_32_P104063	9.20E-01	7.94E-01	0.26340135	-6.35146947	6.07E-03	CRNDE
A_24_P40229	9.20E-01	7.95E-01	-0.26142115	-6.35198767	-3.33E-02	CRNKL1
A_23_P115202	1.09E-02	5.25E-04	3.80881802	-0.32898189	2.56E-01	CRNN
A_32_P149546	1.99E-01	4.50E-02	2.07690726	-4.35409567	2.97E-01	CROCC
A_33_P3663705	2.56E-01	6.83E-02	-1.8791799	-4.70541925	-1.46E-01	CROCC
A_33_P3255755	4.85E-01	2.05E-01	1.28973209	-5.57421474	1.43E-01	CROCCP2
A_23_P126486	6.75E-01	3.93E-01	-0.8651014	-6.01613803	-1.77E-01	CROCCP2
A_32_P384562	6.90E-02	8.42E-03	2.78800351	-2.88038455	4.49E-01	CROCCP3
A_23_P168669	3.81E-01	1.33E-01	-1.53535006	-5.24639449	-3.06E-01	CROT
A_33_P3355208	6.21E-01	3.31E-01	-0.98455164	-5.90840041	-2.48E-01	CROT
A_24_P342484	4.11E-01	1.52E-01	1.46181146	-5.34985649	3.06E-01	CRP
A_33_P3317670	8.05E-01	5.73E-01	-0.56946651	-6.22482666	-1.78E-02	CRP
A_23_P431971	2.62E-01	7.11E-02	-1.86010798	-4.73780528	-4.42E-01	CRTAC1
A_23_P305092	9.01E-01	7.54E-01	0.31630957	-6.33618293	6.10E-02	CRTAM
A_24_P71661	1.65E-02	9.66E-04	3.59460031	-0.89664984	4.41E-01	CRTAP
A_33_P3420204	2.72E-01	7.55E-02	-1.83055867	-4.78744742	-2.29E-01	CRTC1
A_33_P3331882	1	9.99E-01	0.00132037	-6.38609687	8.99E-05	CRTC1
A_23_P12173	7.61E-01	5.06E-01	-0.67231477	-6.16171991	-3.70E-02	CRTC2
A_23_P77228	6.76E-01	3.94E-01	-0.8626964	-6.01817068	-1.01E-01	CRTC3
A_33_P3370707	9.70E-01	9.15E-01	0.10734156	-6.38034216	3.77E-03	CRX
A_24_P407235	7.81E-01	5.36E-01	-0.6255205	-6.19170011	-2.50E-02	CRY1
A_23_P127394	8.59E-03	3.67E-04	-3.93232046	0.00434455	-6.21E-01	CRY2
A_33_P3323559	1.04E-01	1.59E-02	2.52978517	-3.45043317	1.74E-01	CRYAA
A_23_P132147	4.20E-01	1.58E-01	-1.44076936	-5.37863558	-8.44E-02	CRYAA
A_33_P3253006	9.95E-01	9.86E-01	-0.01799203	-6.38593601	-3.39E-03	CRYAA
A_24_P206776	5.53E-01	2.63E-01	-1.13673893	-5.75216317	-3.11E-01	CRYAB
A_23_P4254	7.76E-01	5.27E-01	0.63852293	-6.18358152	7.70E-02	CRYBA1
A_33_P3314231	3.11E-01	9.43E-02	1.71842163	-4.96981375	1.39E-01	CRYBA2
A_23_P103034	9.09E-01	7.70E-01	0.29433444	-6.34286925	4.83E-02	CRYBA4
A_23_P143621	6.64E-01	3.80E-01	-0.88865816	-5.99594204	-3.26E-01	CRYBB1
A_23_P425066	2.05E-01	4.76E-02	-2.05133591	-4.40109575	-2.11E-01	CRYBB2
A_33_P3358158	4.68E-01	1.93E-01	1.32807115	-5.52641593	1.69E-01	CRYBB2P1
A_24_P359441	6.10E-01	3.19E-01	-1.01057212	-5.88318172	-2.12E-01	CRYBB3
A_23_P165380	1.14E-01	1.85E-02	2.4685397	-3.58011805	2.06E-01	CRYGA
A_23_P414842	9.99E-01	9.98E-01	0.00306873	-6.38609303	7.68E-05	CRYGB
A_23_P142606	8.33E-01	6.20E-01	-0.50066036	-6.2613133	-6.57E-02	CRYGC
A_23_P131215	8.43E-01	6.38E-01	-0.47441353	-6.2740131	-4.67E-02	CRYGD
A_33_P3461948	7.56E-01	4.99E-01	0.68227172	-6.15506871	9.77E-02	CRYGN
A_23_P132738	8.52E-01	6.54E-01	-0.45172262	-6.28444821	-4.94E-02	CRYGS
A_23_P162746	1.65E-01	3.33E-02	-2.21292859	-4.09657265	-2.31E-01	CRYL1
A_23_P77731	2.87E-01	8.26E-02	-1.7855467	-4.86180324	-4.55E-01	CRYM
A_33_P3391476	8.94E-01	7.40E-01	-0.3341602	-6.33039938	-6.70E-02	CRYZ
A_33_P3405743	9.62E-01	8.96E-01	-0.13161838	-6.37744506	-3.30E-02	CRYZ
A_23_P218731	3.95E-01	1.43E-01	-1.4989327	-5.29818813	-1.34E-01	CRYZL1
A_24_P924836	6.30E-01	3.41E-01	-0.96446615	-5.92744124	-1.75E-01	CRYZL1
A_33_P3225937	7.72E-01	5.22E-01	-0.64613064	-6.17875568	-9.29E-02	CRYZL1
A_33_P3215078	3.62E-01	1.22E-01	-1.58338409	-5.17642293	-2.26E-01	CS
A_24_P27229	5.20E-01	2.33E-01	-1.21291666	-5.66613813	-1.14E-01	CSAD
A_24_P11061	1.19E-02	5.94E-04	3.76593042	-0.44374004	5.19E-01	CSAG1
A_24_P567298	9.92E-01	9.79E-01	0.02710428	-6.38573071	4.59E-03	CSAG2
A_33_P3231613	9.40E-01	8.41E-01	0.2023846	-6.36564621	2.44E-02	CSAG3
A_23_P25224	6.57E-01	3.71E-01	-0.90532485	-5.98133998	-2.96E-01	CSDA
A_24_P625382	8.99E-01	7.49E-01	-0.32249008	-6.33421617	-1.01E-01	CSDA
A_24_P177279	2.39E-01	6.08E-02	-1.9359252	-4.6074741	-3.05E-01	CSDC2
A_32_P73821	6.07E-01	3.16E-01	1.01744109	-5.87642087	9.03E-02	CSDE1
A_33_P3284029	5.42E-02	5.81E-03	-2.932927	-2.54507966	-3.39E-01	CSE1L
A_23_P17393	1.12E-01	1.79E-02	-2.4814159	-3.5530369	-2.61E-01	CSE1L
A_33_P3354935	1.28E-04	6.37E-07	6.02910284	6.01167733	3.61E-01	CSF1
A_33_P3354945	6.19E-01	3.30E-01	-0.98832549	-5.90478139	-2.67E-01	CSF1
A_33_P3354940	8.88E-01	7.27E-01	-0.35208903	-6.32427308	-8.36E-02	CSF1
A_23_P110791	8.95E-01	7.42E-01	0.33186656	-6.33116018	8.59E-02	CSF1R
A_23_P133408	8.65E-01	6.82E-01	0.41306822	-6.30105998	1.00E-02	CSF2
A_33_P3232688	4.32E-01	1.67E-01	1.41076293	-5.41903341	1.45E-01	CSF2RA
A_23_P501985	8.08E-01	5.76E-01	-0.5638508	-6.2279774	-1.10E-01	CSF2RA
A_23_P120899	6.25E-01	3.35E-01	0.976839	-5.91575586	1.05E-01	CSF2RB
A_33_P3341442	9.76E-01	9.32E-01	0.08617155	-6.38238831	1.06E-02	CSF2RB
A_33_P3222424	6.15E-01	3.25E-01	-0.99774637	-5.89568991	-3.96E-01	CSF3
A_23_P501754	9.63E-01	8.98E-01	-0.12920684	-6.37775915	-6.87E-02	CSF3
A_33_P3881262	2.32E-02	1.61E-03	3.41081286	-1.37172905	2.54E-01	CSF3R
A_23_P134835	7.84E-02	1.03E-02	-2.70819518	-3.0604484	-4.16E-01	CSGALNACT1
A_33_P3366540	7.98E-02	1.06E-02	-2.6972879	-3.08479486	-2.56E-01	CSGALNACT1
A_33_P3266255	7.28E-01	4.61E-01	-0.745848	-6.11036039	-6.25E-02	CSGALNACT2
A_23_P149892	7.91E-01	5.50E-01	-0.60271735	-6.20554356	-1.09E-01	CSGALNACT2
A_33_P3402526	9.33E-01	8.24E-01	-0.22441542	-6.36095469	-2.58E-02	CSGALNACT2
A_24_P211044	2.02E-04	1.30E-06	5.79689164	5.3343135	3.63E-01	CSH1
A_23_P381351	1.93E-02	1.22E-03	3.51186453	-1.11197199	3.40E-01	CSH1
A_23_P207154	3.18E-01	9.79E-02	1.69932187	-4.99990999	2.10E-01	CSH2
A_23_P344408	3.64E-01	1.23E-01	1.57802013	-5.18432946	1.64E-01	CSHL1
A_23_P152024	8.33E-01	6.19E-01	0.50112141	-6.26108419	3.49E-02	CSK
A_33_P3230244	5.11E-01	2.26E-01	-1.23162745	-5.64422322	-2.20E-01	CSMD1
A_33_P3230239	5.94E-01	3.03E-01	-1.04527239	-5.84858649	-1.28E-01	CSMD1
A_33_P3230249	9.96E-01	9.88E-01	0.01523507	-6.38598178	2.01E-03	CSMD1
A_33_P3246935	2.38E-01	6.04E-02	-1.93902908	-4.60204874	-1.73E-01	CSMD2
A_33_P3246927	3.66E-01	1.25E-01	-1.57266867	-5.1921944	-2.53E-01	CSMD2
A_24_P263284	6.53E-01	3.67E-01	-0.9135131	-5.97407123	-1.70E-01	CSMD2
A_33_P3246920	9.72E-01	9.20E-01	-0.10063541	-6.38103875	-2.47E-02	CSMD2
A_23_P326020	7.49E-01	4.89E-01	-0.69866687	-6.14390945	-2.01E-01	CSMD3
A_23_P110234	3.30E-02	2.73E-03	3.2184251	-1.85565122	3.20E-01	CSN1S1
A_33_P3372635	9.50E-01	8.64E-01	0.17267189	-6.37120813	1.66E-02	CSN1S2AP
A_33_P3226479	8.81E-01	7.12E-01	-0.37179044	-6.31717461	-5.21E-02	CSN1S2BP
A_23_P144394	3.70E-01	1.27E-01	1.56309254	-5.20621037	3.65E-01	CSN2
A_23_P252882	3.36E-01	1.08E-01	-1.64838365	-5.07877683	-3.48E-01	CSN3
A_24_P183292	5.65E-02	6.20E-03	-2.90808966	-2.60328332	-1.70E-01	CSNK1A1
A_24_P338788	2.20E-01	5.33E-02	1.99841416	-4.49690917	4.09E-01	CSNK1A1L
A_33_P3248213	8.11E-02	1.08E-02	2.68729425	-3.10704568	7.06E-01	CSNK1A1P1
A_33_P3324765	6.71E-02	8.07E-03	-2.80484367	-2.841965	-2.15E-01	CSNK1D
A_33_P3265185	5.06E-02	5.23E-03	-2.97374483	-2.44878427	-2.36E-01	CSNK1E
A_33_P3265180	9.72E-01	9.22E-01	-0.09893257	-6.38120848	-6.94E-03	CSNK1E
A_33_P3279581	4.16E-06	1.71E-09	7.99467817	11.60146495	3.81E-01	CSNK1G1
A_33_P3267208	2.40E-02	1.70E-03	3.39184897	-1.42006322	7.21E-01	CSNK1G1
A_33_P3243692	6.40E-02	7.51E-03	-2.83285678	-2.77773376	-5.67E-01	CSNK1G1
A_33_P3259017	3.55E-01	1.18E-01	-1.60121541	-5.14997261	-1.78E-01	CSNK1G2
A_23_P56140	7.13E-01	4.41E-01	0.77981148	-6.08489641	6.62E-02	CSNK1G2
A_24_P234792	3.69E-01	1.27E-01	-1.563663	-5.2053775	-5.16E-01	CSNK1G3
A_23_P213602	8.37E-01	6.26E-01	-0.49111234	-6.26601125	-3.54E-02	CSNK1G3
A_23_P502575	1.04E-01	1.60E-02	-2.52762247	-3.45505005	-3.18E-01	CSNK2A1
A_24_P76666	7.02E-01	4.27E-01	-0.80347193	-6.06651015	-6.68E-02	CSNK2A1
A_23_P14915	9.00E-02	1.28E-02	-2.62106918	-3.2531169	-2.82E-01	CSNK2A2
A_33_P3318027	5.48E-04	5.99E-06	-5.30091246	3.88764192	-3.39E-01	CSNK2B
A_24_P97931	1.65E-03	3.14E-05	-4.75868747	2.31934001	-2.89E-01	CSNK2B
A_23_P21976	1.71E-02	1.02E-03	-3.57542171	-0.9467675	-9.26E-01	CSPG4
A_33_P3397670	5.15E-01	2.29E-01	-1.22279614	-5.65460521	-1.66E-01	CSPG4P1Y
A_33_P3312549	5.51E-01	2.61E-01	-1.14195555	-5.74643696	-1.13E-01	CSPG4P6Y
A_33_P3424882	8.12E-01	5.83E-01	-0.55402699	-6.23341539	-5.72E-02	CSPG4P6Y
A_24_P342944	4.00E-03	1.19E-04	-4.31608737	1.06371225	-6.92E-01	CSPG5
A_23_P71537	5.81E-01	2.89E-01	-1.07512236	-5.81794976	-9.31E-02	CSPP1
A_33_P3224070	7.64E-02	9.88E-03	-2.72435638	-3.02425725	-5.17E-01	CSRNP1
A_23_P121011	1.21E-01	2.04E-02	-2.4271492	-3.6664982	-4.66E-01	CSRNP1
A_23_P151209	2.26E-01	5.55E-02	-1.97885	-4.53182671	-4.04E-01	CSRNP2
A_33_P3420048	1.89E-01	4.16E-02	-2.11342481	-4.28619201	-2.95E-01	CSRNP3
A_33_P3420043	1.89E-01	4.16E-02	-2.11324896	-4.28652119	-2.60E-01	CSRNP3
A_33_P3322834	3.84E-01	1.36E-01	-1.52700868	-5.2583539	-3.96E-01	CSRNP3
A_33_P3352223	6.60E-01	3.75E-01	0.89921566	-5.98672246	1.95E-01	CSRP1
A_23_P74359	8.75E-01	7.02E-01	0.38551053	-6.31200481	5.15E-02	CSRP1
A_23_P44724	4.35E-01	1.69E-01	-1.40444395	-5.42744408	-2.49E-01	CSRP2
A_23_P501435	3.06E-01	9.21E-02	-1.73060353	-4.95047006	-3.49E-01	CSRP2BP
A_23_P24469	9.04E-01	7.60E-01	-0.30760364	-6.33888911	-3.45E-02	CSRP3
A_23_P112859	6.75E-01	3.93E-01	0.86434025	-6.01678192	1.84E-01	CST1
A_23_P120588	3.24E-01	1.01E-01	1.68220612	-5.02663773	6.02E-02	CST11
A_24_P237175	1.21E-02	6.08E-04	3.75768421	-0.46574397	4.84E-01	CST2
A_33_P3228266	7.47E-02	9.53E-03	-2.73897605	-2.99139836	-3.42E-01	CST3
A_33_P3228271	9.81E-01	9.47E-01	-0.06715172	-6.383845	-9.34E-03	CST3
A_23_P170453	3.63E-01	1.23E-01	-1.57862768	-5.18343509	-2.18E-01	CST5
A_23_P146946	5.93E-01	3.01E-01	-1.04861795	-5.84519302	-9.08E-02	CST6
A_23_P68601	5.12E-01	2.27E-01	1.23023987	-5.64585899	2.08E-01	CST7
A_23_P79993	8.78E-01	7.08E-01	0.37787789	-6.31490376	2.53E-02	CST8
A_32_P81879	7.07E-01	4.33E-01	0.7925706	-6.07504731	1.97E-01	CST9
A_23_P143365	6.71E-01	3.88E-01	-0.87325355	-6.00920768	-1.13E-01	CST9L
A_23_P41114	6.24E-01	3.34E-01	0.97831144	-5.91435584	3.55E-02	CSTA
A_23_P154894	9.09E-01	7.71E-01	-0.29373576	-6.34304471	-2.66E-02	CSTB
A_23_P362824	4.51E-01	1.80E-01	-1.36871773	-5.47436049	-2.00E-01	CSTF1
A_23_P148372	3.58E-01	1.20E-01	-1.59308182	-5.16206942	-1.10E-01	CSTF2
A_24_P941051	9.88E-02	1.48E-02	2.56105119	-3.38338504	1.72E-01	CSTF2T
A_24_P256552	2.48E-02	1.78E-03	-3.37537901	-1.46193208	-2.55E-01	CSTF3
A_23_P98310	6.57E-01	3.72E-01	-0.90433047	-5.98221844	-1.94E-01	CSTF3
A_23_P210807	2.11E-04	1.39E-06	5.77474199	5.26966101	5.79E-01	CSTL1
A_33_P3381087	9.32E-01	8.21E-01	-0.22730698	-6.36030307	-5.19E-02	CSTL1
A_33_P3344046	4.69E-01	1.93E-01	1.32596143	-5.52907916	2.67E-01	CSTT
A_24_P194670	7.43E-01	4.82E-01	-0.7109341	-6.13539132	-2.72E-02	CSTT
A_32_P780817	6.91E-01	4.13E-01	0.82762692	-6.04719359	2.20E-01	CT45A1
A_32_P170547	8.39E-01	6.30E-01	-0.48606837	-6.26845704	-1.29E-01	CT45A5
A_32_P207124	4.31E-03	1.33E-04	4.27919567	0.96051208	3.34E-01	CT47A11
A_24_P332857	6.89E-01	4.10E-01	0.83341672	-6.04248177	1.70E-01	CT47A11
A_33_P3247165	9.72E-01	9.22E-01	0.09808846	-6.38129155	8.06E-03	CT62
A_23_P148541	9.25E-01	8.07E-01	0.24655887	-6.35575259	5.42E-02	CTAG1A
A_33_P3318343	3.02E-03	7.80E-05	4.45714341	1.46058023	5.29E-01	CTAG2
A_23_P130398	8.81E-01	7.13E-01	0.37024266	-6.31774616	6.15E-02	CTAGE1
A_33_P3366171	9.49E-01	8.63E-01	-0.17429148	-6.37092763	-4.87E-03	CTAGE1
A_24_P305223	9.51E-01	8.67E-01	0.16884365	-6.37186077	1.30E-02	CTAGE1
A_33_P3340007	2.59E-01	6.96E-02	1.87055171	-4.72010423	1.54E-01	CTAGE10P
A_24_P358054	9.07E-01	7.66E-01	-0.30043998	-6.34105956	-8.86E-02	CTAGE10P
A_24_P332623	5.78E-01	2.86E-01	-1.0820874	-5.81068491	-1.12E-01	CTAGE11P
A_23_P402952	3.30E-01	1.04E-01	-1.66569113	-5.05220924	-1.06E-01	CTAGE15P
A_33_P3251283	6.36E-01	3.48E-01	-0.95125246	-5.93976473	-9.79E-02	CTAGE4
A_24_P169773	9.29E-01	8.16E-01	-0.23384474	-6.3587991	-2.27E-02	CTAGE4
